"ID","asset","scale","offsetX","offsetY","offsetZ","rotationX","rotationY","rotationZ"
1375,"Art\Prop\Constructed\Fence\AurinFence\PRP_Fence_Aurin_006.m3",1,0,0,0,0,0,0
1376,"Art\Prop\Natural\PlayerPath\Scientist\CrimsonIsle\PRP_Habanerobloom_Scientist_Blood_000.m3",1,0,0,0,0,0,0
1377,"Art\Prop\Constructed\Chair\CaptainsChair\PRP_Chair_CaptainsChair_Shiphand_000.m3",0.6,0,0,0,0,0,0
1378,"Art\Prop\Constructed\ControlPanel\Pell\PRP_ControlPanel_Pell_000.m3",0.8,0,0,0,0,0,0
1379,"Art\Prop\Constructed\LampPost\PRP_Imperium_LampPost_Small_000.m3",1,0,0,0,0,0,0
1380,"Art\Prop\Natural\Bones\AnimalBones\PRP_Bones_LegwithMeat_Tan_000.m3",1,0,0,0,0,0,0
1381,"Art\Prop\Natural\Rock\Astroid\AlienAsteroid\PRP_Asteroid_Alien_000.m3",0.06,0,0,0,0,0,0
1382,"Art\Prop\Constructed\Tents\Aurin\PRP_Aurin_Tent_000.m3",0.85,0,0,0,0,0,0
1383,"Art\Prop\Constructed\Bags\GrainSacks\PRP_Bag_Grainsack_Tan_001.m3",1,0,0,0,0,0,0
1384,"Art\Prop\Constructed\Banner\Chua\PRP_Banner_Chua_000.m3",1,0,0,0,0,0,0
1385,"Art\Prop\Constructed\Barrel\Pell\PRP_Barrel_PellBarrel_GoopFilled_001.m3",1,0,0,0,0,0,0
1386,"Art\Prop\Constructed\Barrel\PRP_Barrel_SmugglerOldWorn_Brown_000.m3",1,0,0,0,0,0,0
1387,"Art\Prop\Natural\PlayerPath\Scientist\Auroria\PRP_BloomingGildgrass_Scientist_000.m3",1,0,0,0,0,0,0
1388,"Art\Prop\Natural\Bones\HumanBones\PRP_Bones_HangingSkull_Red_000.m3",1,0,0,0,0,0,180
1389,"Art\Prop\Natural\Bones\HumanBones\PRP_Bones_HangingSkull_Red_001.m3",1,0,0,0,0,0,180
1390,"Art\Prop\Constructed\Bridge\Aurin\PRP_Bridge_AurinArchedLarge_001.m3",0.25,0,0,0,0,0,0
1391,"Art\Prop\Constructed\Bridge\Defiance\PRP_Bridge_DefianceRollerExtensionShort_001.m3",0.25,0,-0.3,0,0,0,0
1392,"Art\Prop\Constructed\Fence\Imperium\PRP_Building_Imperium_Fence_Short_NoPillar_000.m3",1,0,0,0,0,0,0
1393,"Art\Prop\Natural\Plant\PRP_Bush_FernBushCurvy_Green_000.m3",1,0,0,0,0,0,0
1394,"Art\Prop\Natural\Bush\FingerFlowers\PRP_Bush_FingerFlowers_Olive_000.m3",1,0,0,0,0,0,0
1395,"Art\Prop\Natural\Plant\HedgeHog\PRP_Bush_HedgeHog_Spiky_Baby_GreenBrown_003.m3",1,0,0,0,0,0,0
1396,"Art\Prop\Natural\Bush\NorthenCoral\PRP_Bush_NorthenCoral_000.m3",1,0,0,0,0,0,0
1397,"Art\Prop\Natural\Bush\StreakThorn\PRP_Bush_StreakThorn_OrangeGreen_000.m3",1,0,0,0,0,0,0
1398,"Art\Prop\Natural\Bush\TallReedyBunch\PRP_Bush_TallReedy_Brown_000.m3",1,0,0,0,0,0,0
1399,"Art\Prop\Natural\Bush\ThornyAlloe\PRP_Bush_ThornyAlloe_Yellowbulb_000.m3",1,0,0,0,0,0,0
1400,"Art\Prop\Natural\Bush\ThornBush\GreenBramble\PRP_Bush_ThornyBramble_Green_001.m3",1,0,0,0,0,0,0
1401,"Art\Prop\Natural\Bush\TreeRoundLeafy\PRP_bush_TreeRoundLeafy_teal_002.m3",1,0,0,0,0,0,0
1402,"Art\Prop\Natural\Bush\WeepingUmbrella\working\PRP_Bush_WeepingUmbrella_001.m3",1,0,0,0,0,0,0
1403,"Art\Prop\Natural\Plant\CactusThornyRound\PRP_CactusThornyRound_Mid_tan_02.m3",1,0,0,0,0,0,0
1404,"Art\Prop\Constructed\Cage\Bandit\PRP_Cage_Bandit_000.m3",1,0,0,0,0,0,0
1405,"Art\Prop\Constructed\Carcass\PRP_Carcass_Roan_Brown_000.m3",1,0,0,0,0,0,0
1406,"Art\Prop\Constructed\Door\Cellar\PRP_CellarDoor_SancCommonBase_000.m3",0.6,0,0,0,0,0,0
1407,"Art\Prop\Constructed\Chest\PRP_Chest_GoldHandlePadlock_Gold_001.m3",1,0,0,0,0,0,0
1408,"Art\Prop\Constructed\Chest\PRP_Chest_SmugglerSkull_BrownGold_000.m3",1,0,0,0,0,0,0
1409,"Art\Prop\Constructed\Fence\Chua\PRP_Chua_Fence_Electrical_001.m3",1,0,0,0,0,0,0
1410,"Art\Prop\Constructed\Fence\Chua\PRP_Chua_Fence_Electrical_002.m3",1,0,0,0,0,0,0
1411,"Art\Prop\Constructed\Fence\Chua\PRP_Chua_Fence_HighElectrical_001.m3",1,0,0,0,0,0,0
1412,"Art\Prop\Constructed\Fence\Chua\PRP_Chua_Fence_HighElectrical_002.m3",1,0,0,0,0,0,0
1413,"Art\Prop\Constructed\Fence\Chua\PRP_Chua_Fence_HighElectrical_003.m3",1,0,0,0,0,0,0
1414,"Art\Prop\Constructed\Architecture\Osun\PRP_Constructed_Architecture_Osun_Arch_000.m3",0.8,0,0,0,0,0,0
1415,"Art\Prop\Constructed\Container\Drakken\PRP_Container_DrakkenSkullsBones_Brown_000.m3",1,0,0,0,0,0,0
1416,"Art\Prop\Constructed\Container\Drakken\PRP_Container_DrakkenSkullsBones_Brown_001.m3",1,0,0,0,0,0,0
1417,"Art\Prop\Constructed\Container\Generic\PRP_Container_Generic_Suitcase_000.m3",1,0,0,0,0,0,0
1418,"Art\Prop\Constructed\Container\Marauder\PRP_Container_Marauder_ShippingContainer_001.m3",0.7,0,0,0,0,0,0
1419,"Art\Prop\Constructed\Container\Pell\PRP_Container_MetalRoundPell_Green_001.m3",1,0,0,0,0,0,0
1420,"Art\Prop\Constructed\Container\Ikthian\PRP_Container_PlasmaAquaLiquid_Group_BlueYellow_000.m3",0.7,0,0,0,0,0,0
1421,"Art\Prop\Constructed\ControlPanel\Ikthian\PRP_ControlPanel_MetalTechMonitor_Yellow_000.m3",1,0,0,0,0,0,0
1422,"Art\Prop\Constructed\ControlPanel\Ikthian\PRP_ControlPanel_MetalTechMonitor_Yellow_001.m3",1,0,-1,0,90,0,0
1423,"Art\Prop\Constructed\ControlPanel\Shiphand\PRP_ControlPanel_ShipHand_HandledWallMonitor_000.m3",1,0,0,0,90,0,0
1424,"Art\Prop\Natural\Corpse\PRP_Corpse_DawnGrazer_000.m3",1,0,0,0,0,0,0
1425,"Art\Prop\Natural\Corpse\PRP_Corpse_Garr_000.m3",1,0,0,0,0,0,0
1426,"Art\Prop\Natural\Corpse\PRP_Corpse_Krocorus_000.m3",1,0,0,0,0,0,0
1427,"Art\Prop\Natural\Corpse\PRP_Corpse_Oxian_000.m3",1,0,0,0,0,0,0
1428,"Art\Prop\Natural\Corpse\PRP_Corpse_Pumera_000.m3",1,0,0,0,0,0,0
1429,"Art\Prop\Natural\Corpse\PRP_Corpse_Warpig_000.m3",1,0,0,0,0,0,0
1430,"Art\Prop\Natural\Rock\Loftite\PRP_Crystal_LoftiteFormation_003.m3",0.45,0,0,0,0,0,0
1431,"Art\Prop\Natural\Crystals\PRP_Crystal_000.m3",1,0,0,0,0,0,0
1432,"Art\Prop\Natural\Rock\Loftite\PRP_Crystal_LoftiteFormation_004_Pure.m3",0.45,0,0,0,0,0,0
1433,"Art\Prop\Natural\Crystals\Pearls\PRP_Crystals_PearlBag_White_000.m3",1,0,0,0,0,0,0
1434,"Art\Prop\Constructed\Banner\Darkspur\PRP_Darkspur_Banner_000.m3",1,0,0,0,0,0,0
1435,"Art\Prop\Dungeon\Datascape\Window\PRP_Datascape_Main_WindowArch_000.m3",0.01,0,0,-0.01,90,0,0
1436,"Art\Prop\Constructed\Machinery\Defiance\PRP_DefianceMilitary_PerimeterFence_000.m3",1,0,0,0,0,0,0
1437,"Art\Prop\Natural\Plant\DeraTurnip\PRP_DeraduneTurnip_TallThinSpiky_GrayGreen_000.m3",1,0,0,0,0,0,0
1438,"Art\Prop\Natural\Plant\DeraTurnip\PRP_DeraduneTurnip_TallThinSpiky_GrayGreen_002.m3",1,0,0,0,0,0,0
1439,"Art\Prop\Dungeon\ArkShip\Docking\DestinationScreen\PRP_DestinationScreen_Dominion_000.m3",0.7,0,-2,0,90,0,0
1440,"Art\Prop\Dungeon\ArkShip\Docking\DestinationScreen\PRP_DestinationScreen_Exile_000.m3",0.7,0,-2,0,90,0,0
1441,"Art\Prop\Constructed\Banner\Dominion\PRP_Dominion_Banners_Short_000.m3",0.8,0,0,0,90,0,0
1442,"Art\Prop\Constructed\Couch\Imperium\PRP_Couch_ImperiumLeather_Black_001.m3",1,0,0,0,0,0,0
1443,"Art\Prop\Constructed\Crate\Generic\PRP_Crate_Generic_Content_002.m3",1,0,0,0,0,0,0
1444,"Art\Prop\Constructed\Door\Minekit\PRP_Door_AlgorocMineDoor_Brown_000.m3",0.25,0,0,0,0,0,0
1445,"Art\Prop\Constructed\Door\Moodie\PRP_Door_Frame_Moodie_000.m3",0.35,0,0,0,0,0,0
1446,"Art\Prop\Constructed\Fireplace\Drakken\PRP_Drakken_Fireplace_RockySkull_Brown_001.m3",1,0,0,0,0,0,0
1447,"Art\Prop\Natural\Egg\Skug\Prp_Egg_Skug_Peach_001.m3",1,0,0,0,0,0,0
1448,"Art\Prop\Natural\Egg\Skug\Prp_Egg_Skug_ShadowPurple_000.m3",1,0,0,0,0,0,0
1449,"Art\Prop\Natural\Egg\SpiderEgg_Nest\Prp_Egg_SpiderNest_Augment_000.m3",1,0,0,0,0,0,0
1450,"Art\Prop\Natural\Egg\SpiderEgg_Nest\Prp_Egg_SpiderNest_Augment_001.m3",1,0,0,0,0,0,0
1451,"Art\Prop\Natural\Egg\SpiderEgg_Nest\Prp_Egg_SpiderNest_GrayYellow_000.m3",1,0,0,0,0,0,0
1452,"Art\Prop\Natural\Egg\SpiderEgg_Nest\Prp_Egg_SpiderNest_GrayYellow_001.m3",1,0,0,0,0,0,0
1453,"Art\Prop\Natural\Nest\Prp_Eggs_Vind_Swirly_001.m3",1,0,0,0,0,0,0
1454,"Art\Prop\Natural\Nest\Prp_Eggs_Vind_Swirly_003.m3",1,0,0,0,0,0,0
1455,"Art\Prop\Constructed\Column\Eldan\PRP_Eldan_Facility_Column_000.m3",0.1,0,0,0,0,0,0
1456,"Art\Prop\Constructed\Fence\AurinFence\PRP_Fence_Aurin_003.m3",1,0,0,0,0,0,0
1457,"Art\Prop\Constructed\Fence\AurinFence\PRP_Fence_Aurin_004.m3",1,0,0,0,0,0,0
1458,"Art\Prop\Constructed\Fence\AurinFence\PRP_Fence_Aurin_005.m3",1,0,0,0,0,0,0
1459,"Art\Prop\Constructed\Fence\Bandit\PRP_Fence_Bandit_002.m3",1,0,0,0,0,0,0
1460,"Art\Prop\Constructed\Fence\Bandit\PRP_Fence_Bandit_003.m3",1,0,0,0,0,0,0
1461,"Art\Prop\Constructed\Fence\Defiance\PRP_Fence_DefianceMilitary_001.m3",1,0,0,0,0,0,0
1462,"Art\Prop\Constructed\Fence\Defiance\PRP_Fence_DefianceMilitary_002.m3",0.5,0,0,0,0,0,0
1463,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Gate_001.m3",0.35,0,0,0,0,0,0
1464,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Post_000.m3",0.85,0,0,0,0,0,0
1465,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_simple_000.m3",1,0,0,0,0,0,0
1466,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_WalDetaill_000.m3",1,0,0,0,0,0,0
1467,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_simple_001.m3",1,0,0,0,0,0,0
1468,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wal_Talll_000.m3",0.5,0,0,0,0,0,0
1469,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wall_000.m3",0.7,0,0,0,0,0,0
1470,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wall_001.m3",0.7,0,0,0,0,0,0
1471,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wall_002.m3",0.7,0,0,0,0,0,0
1472,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wall_003.m3",0.7,0,0,0,0,0,0
1473,"Art\Prop\Constructed\Fence\Drakken\PRP_Fence_Drakken_Wall_004.m3",0.7,0,0,0,0,0,0
1474,"Art\Prop\Constructed\Fence\Dregg\PRP_Fence_Dregg_001.m3",0.5,0,0,0,0,0,0
1475,"Art\Prop\Constructed\Fence\Dregg\PRP_Fence_Dregg_002.m3",0.5,0,0,0,0,0,0
1476,"Art\Prop\Constructed\Fence\Dregg\PRP_Fence_Dregg_003.m3",0.5,0,0,0,0,0,0
1477,"Art\Prop\Constructed\Fence\Ikthian\PRP_Fence_Ikthian_Fence_000.m3",0.7,0,-1,0,0,0,0
1478,"Art\Prop\Constructed\Fence\Ikthian\PRP_Fence_Ikthian_Fence_002.m3",0.7,0,-1,0,0,0,0
1479,"Art\Prop\Constructed\Fence\Ikthian\PRP_Fence_Ikthian_Fence_004.m3",1,0,0,0,0,0,0
1480,"Art\Prop\Constructed\Fence\Ikthian\PRP_Fence_Ikthian_Fence_004_Red.m3",1,0,0,0,0,0,0
1481,"Art\Prop\Constructed\Fence\Ikthian\PRP_Fence_Ikthian_Gate_000.m3",0.4,0,0,0,0,0,0
1482,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_000.m3",0.6,0,0,0,0,0,0
1483,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_001.m3",0.6,0,0,0,0,0,0
1484,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_007.m3",0.6,0,0,0,0,0,0
1485,"Art\Prop\Constructed\Fence\Pell\PRP_Fence_RopePellWood_Brown_000.m3",0.8,0,0,0,0,0,0
1486,"Art\Prop\Constructed\Fence\Pell\PRP_Fence_RopePellWood_Brown_005.m3",0.6,0,0,0,0,0,0
1487,"Art\Prop\Natural\Plant\PRP_Fern_AlgerocFlower_Snowy_000.m3",1,0,0,0,0,0,0
1488,"Art\Prop\Natural\Plant\FatShrotPalm\PRP_Flower_FatShortPalm_purple_001.m3",1,0,0,0,0,0,0
1489,"Art\Prop\Natural\Flowers\StarFlower\PRP_Flower_PurpleStarFlower_001.m3",1,0,0,0,0,0,0
1490,"Art\Prop\Constructed\Table\SwordMaiden\PRP_Forge_SwordMaiden_000.m3",1,0,0,0,0,0,0
1491,"Art\Prop\Natural\PlayerPath\Scientist\LevianBay\PRP_Gloomshroud_Scientist_000.m3",1,0,0,0,0,0,0
1492,"Art\Prop\Constructed\GoodieBag\PRP_GoodieBag_Skeetch_RedOrange_000.m3",1,0,0,0,0,0,0
1493,"Art\Prop\Constructed\Light\Arkship\PRP_Light_Arkship_RailCornerCap_000.m3",0.6,0,0,0,0,0,0
1494,"Art\Prop\Constructed\Light\Arkship\PRP_Light_Arkship_SolarLamp_000.m3",1,0,0.5,0,0,0,180
1495,"Art\Prop\Constructed\Light\Defiance\PRP_Light_Defiance_000.m3",1,0,0,0,90,0,0
1496,"Art\Prop\Constructed\Light\Granok\PRP_Light_Granok_StringLights_001.m3",1,0,0,0,0,0,180
1497,"Art\Prop\Natural\Log\PRP_Log_CharredPine_Ash_001.m3",0.8,0,0,0,0,0,0
1498,"Art\Prop\Natural\Log\FirewoodPile\PRP_Log_FirewoodPile_Brown_000.m3",1,0,0,0,0,0,0
1499,"Art\Prop\Natural\Log\PointyPineLogs\PRP_Log_PointyPineLog_001.m3",0.4,0,0,0,0,0,0
1500,"Art\Prop\Natural\Log\StandingKnarledDead\PRP_Log_StandingKnarledDead_GrayGreen_000.m3",0.1,0,0,0,0,0,0
1501,"Art\Prop\Constructed\Machinery\Defiance\PRP_Machinery_Defiance_Spotlight_001.m3",0.5,0,0,0,0,0,0
1502,"Art\Prop\Constructed\Machinery\Marauder\PRP_Machinery_MarauderRoundFanShield_000.m3",0.4,0,0,0,90,0,0
1503,"Art\Prop\Constructed\MISC\HazardCone\PRP_Misc_HazardCone_001.m3",1,0,0,0,0,0,0
1504,"Art\Prop\Constructed\MISC\Tire\PRP_Misc_Tire_000.m3",1,0,0,0,0,0,0
1505,"Art\Prop\Natural\Mushroom\PRP_Mushroom_Tall_olive_000.m3",1,0,0,0,0,0,0
1506,"Art\Prop\Natural\Nest\Prp_Nest_VindThorn_000.m3",1,0,0,0,0,0,0
1507,"Art\Prop\Constructed\Netting\Marauder\PRP_Netting_Marauder_SideNet_001.m3",0.5,0,0,0,0,0,0
1508,"Art\Structure\Model\Building_Kits\Protostar\OutdoorMall\STR_OutdoorMall_CircularWindow_Protostar_000.m3",0.5,0,0,0,90,0,0
1509,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_002.m3",1,0,0,0,0,0,0
1510,"Art\Structure\Model\Building_Kits\Protostar\OutdoorMall\STR_OutdoorMall_CircularWindow_Protostar_001.m3",0.4,0,0,0,90,0,0
1511,"Art\Structure\Model\Building_Kits\Protostar\OutdoorMall\STR_OutdoorMall_WindowWide_Protostar_000.m3",0.2,0,0,0,90,0,0
1512,"Art\Structure\Model\Building_Kits\Protostar\OutdoorMall\STR_OutdoorMall_Window_Protostar_000.m3",0.4,0,0,0,90,0,0
1513,"Art\Prop\Constructed\PictureFrames\Imperium\PRP_PictureFrame_Imperium_001.m3",0.2,0,0,0.2,90,0,0
1514,"Art\Prop\Constructed\PictureFrames\Imperium\PRP_PictureFrame_Imperium_002.m3",0.2,0,0,0.2,90,0,0
1515,"Art\Prop\Constructed\PictureFrames\Imperium\PRP_PictureFrame_Imperium_003.m3",0.2,0,0,0.2,90,0,0
1516,"Art\Prop\Constructed\PictureFrames\Imperium\PRP_PictureFrame_Imperium_004.m3",0.2,0,0,0.2,90,0,0
1517,"Art\Prop\Constructed\PictureFrames\Imperium\PRP_PictureFrame_Imperium_005.m3",0.2,0,0,0.2,90,0,0
1518,"Art\Prop\Natural\Plant\CarnivorousShaft\PRP_plant_CarnivorousShaft_000.m3",1,0,0,0,0,0,0
1519,"Art\Prop\Natural\Plant\GasTree\PRP_Plant_GasTree_Dreadmoor_000.m3",0.5,0,0,0,0,0,0
1520,"Art\Prop\Natural\Plant\GrassyMoundStringy\PRP_plant_GrassyMoundStringy_Darkgreen_000.m3",0.5,0,0,0,0,0,0
1521,"Art\Prop\Natural\Plant\Large_HabeneroBud\PRP_Plant_Large_HabeneroBud_LifeInfused_000.m3",0.2,0,0,0,0,0,0
1522,"Art\Prop\Natural\Plant\LilyLeafTall\PRP_plant_LilyLeafTall_dera_003.m3",0.6,0,0,0,0,0,0
1523,"Art\Prop\Natural\Plant\LilyLeafTall\PRP_plant_LilyLeafTall_green_003.m3",0.6,0,0,0,0,0,0
1524,"Art\Prop\Natural\Plant\Needle_BranchBunch\PRP_Plant_Needle_BranchBunch_Brown_000.m3",1,0,0,0,0,0,0
1525,"Art\Prop\Natural\Plant\OsunsFrozenHeart\PRP_Plant_OsunsFrozenHeart_Green_000.m3",0.9,0,0,0,0,0,0
1526,"Art\Prop\Natural\Plant\RoundLeafyPatch\PRP_plant_RoundLeafyPatch_green_003.m3",1,0,0,0,0,0,0
1527,"Art\Prop\Natural\Plant\DeradunePalm\PRP_Plant_SmallPalmSkinny_orangebrown_002.m3",1,0,0,0,0,0,0
1528,"Art\Prop\Natural\Plant\SmallShrub\PRP_Plant_SmallShrubDry_Brown_000.m3",1,0,0,0,0,0,0
1529,"Art\Prop\Natural\Plant\Umbrella_Stem\PRP_Plant_SpaceAlienStem_BrownBlue_000.m3",1,0,0,0,0,0,0
1530,"Art\Prop\Natural\Plant\ThinHandStem\PRP_Plant_ThinHandStem_Tan_001.m3",0.8,0,0,0,0,0,0
1531,"Art\Prop\Natural\Plant\TwistedThornStalk\PRP_plant_TwistedThornStalk_001.m3",0.8,0,0,0,0,0,0
1532,"Art\Prop\Natural\PlayerPath\Scientist\Deradune\PRP_PlayerPath_Scientist_BloodfireSawgrass_000.m3",1,0,0,0,0,0,0
1533,"Art\Prop\Constructed\Post\Aurin\PRP_Post_AurinTwigTop_000.m3",0.6,0,0,0,0,0,0
1534,"Art\Prop\Constructed\Banner\Protostar\PRP_Protostar_Banners_Short_000.m3",0.2,0,0,0,0,0,180
1535,"Art\Prop\Constructed\Banner\Protostar\PRP_Protostar_Curtain_001.m3",0.3,-2,4,-0.6,0,0,0
1536,"Art\Prop\Constructed\Banner\Protostar\PRP_Protostar_Curtain_002.m3",0.3,2,4,-0.6,0,0,0
1537,"Art\Prop\Constructed\Bottles\PRP_ProtostarBeerCanPile_000.m3",1,0,0,0,0,0,0
1538,"Art\Prop\Constructed\Quest\PRP_Quest_Crate_small_Toys_001.m3",1,0,0,0,0,0,0
1539,"Art\Prop\Constructed\Statue\Torine\PRP_Relic_Statue_Torine_000.m3",1,0,0,0,0,0,0
1540,"Art\Prop\Constructed\Statue\Torine\PRP_Relic_Statue_Torine_001.m3",1,0,0,0,0,0,0
1541,"Art\Prop\Natural\Plant\Rimeleaf\PRP_Rimeleaf_FlowerSnow_GreenWhite_000_SHORT.m3",1,0,0,0,0,0,0
1542,"Art\Prop\Natural\Rock\BoxyObsidianBlack\PRP_Rock_BoxyObsidian_Black_003.m3",0.3,0,0,0,0,0,0
1543,"Art\Prop\Natural\Rock\BoxyObsidianBlack\PRP_Rock_BoxyObsidian_Black_006.m3",0.3,0,0,0,0,0,0
1544,"Art\Prop\Natural\Rock\BoxyObsidianBlack\PRP_Rock_BoxyObsidian_Black_009.m3",0.3,0,0,0,0,0,0
1545,"Art\Prop\Natural\Rock\Loftite\PRP_Rock_Loftite_001.m3",0.3,0,3,0,0,0,0
1546,"Art\Prop\Natural\Rock\Loftite\PRP_Rock_Loftite_004.m3",0.3,0,2,0,0,0,0
1547,"Art\Prop\Natural\Rock\Loftite\PRP_Rock_Loftite_005_static.m3",0.3,0,0,0,0,0,0
1548,"Art\Prop\Natural\Rock\Round_Gray_LargeCracks\Olyssia\PRP_Rock_Round_small_LargeCracks_Olyssia_001.m3",1,0,0,0,0,0,0
1549,"Art\Prop\Natural\Rock\Round_Gray_LargeCracks\Olyssia\PRP_Rock_Round_small_LargeCracks_Olyssia_002.m3",0.5,0,0,0,0,0,0
1550,"Art\Prop\Natural\Rock\Deradune_CraggyPillars\PRP_Rock_Spawner_010.m3",0.5,0,0,0,0,0,0
1551,"Art\Prop\Natural\Rock\CoastalRocks\PRP_Rocks_CoastalRocks_002.m3",0.5,0,-1.5,0,0,0,0
1552,"Art\Prop\Natural\Rock\CoastalRocks\PRP_Rocks_CoastalRocks_004.m3",0.5,0,-1.75,0,0,0,0
1553,"Art\Prop\Natural\Roots\DeraduneCanopy\PRP_Roots_DeraduneCanopy_001.m3",0.5,0,0,0,0,0,0
1554,"Art\LevelDesign\Rope_Fence_Placeholder.m3",0.5,0,0,0,0,0,0
1555,"Art\Prop\Constructed\Statue\Torine\PRP_Ruin_Statue_Torine_000.m3",0.5,0,0,0,0,0,0
1556,"Art\Prop\Natural\Plant\Sand_Stem\PRP_SandStem_TallThinDesert_brown_000.m3",0.3,0,0,0,0,0,0
1557,"Art\Prop\Constructed\Shield\Defiance\PRP_Shield_DefianceMilitary_000.m3",0.8,0,0,0,0,0,0
1558,"Art\Prop\Constructed\Shield\Drakken\PRP_Shield_DrakkenHorned_000.m3",0.8,0,0,0,0,0,0
1559,"Art\Prop\Constructed\Shield\Drakken\PRP_Shield_DrakkenRound_000.m3",1,0,0,0,0,0,0
1560,"Art\Prop\Constructed\Shield\Imperium\PRP_Shield_ImperiumMilitary_000.m3",0.8,0,0,0,0,0,0
1561,"Art\Prop\Constructed\Building\Protostar\PRP_Shop_ProtostarSmall_000.m3",0.75,0,0,0,0,0,0
1562,"Art\Prop\Constructed\Shovel\PRP_Shovel_MedSpade_BrownGrey_000.m3",1,0,0,0,0,0,0
1563,"Art\Prop\Constructed\Shovel\PRP_Shovel_ThinForkedSpade_BrownGrey_000.m3",1,0,0,0,0,0,0
1564,"Art\Prop\Constructed\Shrine\Murgh\PRP_Shrine_Murgh_000.m3",1,0,0,0,0,0,0
1565,"Art\Prop\Constructed\Shrine\Pell\PRP_Shrine_Pell_000.m3",0.5,0,0,0,0,0,0
1566,"Art\Prop\Constructed\Sink\Marauder\PRP_Sink_MarauderSink_000.m3",1,0,0,0,0,0,0
1567,"Art\Prop\Constructed\MISC\PRP_SpaceTaco_Stand_000.m3",0.9,0,0,0,0,0,0
1568,"Art\Prop\Constructed\Speaker\PRP_Speaker_AlarmSpeakers_Red_000.m3",0.5,0,0,0,0,0,180
1569,"Art\Prop\Constructed\Table\Aurin\PRP_Table_AurinTree_000.m3",1.2,0,0,0,0,0,0
1570,"Art\Prop\Constructed\Table\Generic\PRP_Table_Generic_Blackjack_000.m3",1,0,0,0,0,0,0
1571,"Art\Prop\Constructed\Table\PRP_Table_PicnicBoardsFold_Brown_002.m3",1,0,0,0,0,0,0
1572,"Art\Prop\Constructed\Tents\Pell\PRP_Tent_Pell_cloth_002.m3",1,0,0,0,0,0,0
1573,"Art\Prop\Constructed\Tents\SwordMaiden\PRP_Tent_SwordMaiden_Decor_001.m3",1,0,0,0,90,0,0
1574,"Art\Prop\Constructed\Tents\SwordMaiden\PRP_Tent_SwordMaiden_Decor_003.m3",0.5,0,0,-0.5,90,0,0
1575,"Art\Prop\Natural\Pods\Terminite\prp_terminite_pods_003.m3",0.2,0,0,0,0,0,0
1576,"Art\Prop\Natural\Pods\Terminite\prp_terminite_pods_004.m3",0.2,0,0,0,0,0,0
1581,"Art\Prop\Natural\Tree\BridgerPine\PRP_Tree_BridgerPine_Green_000.m3",0.6,0,0,0,0,0,0
1582,"Art\Prop\Natural\Tree\CrookedThin_Fan_Deciduous\PRP_Tree_CrookedThin_Fan_Deciduous_GreenTrunk_PurpleTop_000.m3",1,0,0,0,0,0,0
1583,"Art\Prop\Natural\Tree\Large_umberla_Pine\PRP_Tree_LargeUmberla_LargePine_002.m3",0.3,0,0,0,0,0,0
1584,"Art\Prop\Natural\Tree\CurlyPalm\PRP_Tree_Palm_000.m3",0.6,0,0,0,0,0,0
1585,"Art\Prop\Natural\Tree\Snowy_Fan_Deciduous\PRP_Tree_Snowy_Fan_Deciduous_004.m3",0.2,0,0,0,0,0,0
1586,"Art\Prop\Natural\Tree\Snowy_Fan_Deciduous\PRP_Tree_Snowy_Fan_Deciduous_011.m3",0.35,0,0,0,0,0,0
1587,"Art\Prop\Natural\Tree\Snowy_Fan_Deciduous\PRP_Tree_Snowy_Fan_Deciduous_013.m3",0.2,0,0,0,0,0,0
1588,"Art\Prop\Constructed\Building\Chua\PRP_Vendor_Chua_Small_000.m3",0.8,0,0,0,0,0,0
1589,"Art\Prop\Constructed\Weapon\Turret\Generic\PRP_Weapon_Turret_Generic_SuperRocketLauncher_004.m3",0.1,0,0,0,0,0,0
1590,"Art\Prop\Constructed\Window\ShipHand\PRP_Window_Shiphand_Small_000.m3",1,0,0,0,90,0,0
1591,"Art\Prop\Constructed\MISC\KuraamsBlade\PRP_WorldRuin_KuraamsBladeSword_000.m3",0.2,0,0,0,0,0,0
1592,"Art\Prop\Natural\WorldRuins\TorineHead\PRP_WorldRuins_TorineHead_001.m3",0.5,0,0,0,0,0,0
1593,"Art\Prop\Constructed\Pvp\Warplots\HoloTurret\PRP_Warplots_HoloTurret_Cannon_DefianceLarge_000.m3",1,0,0,0,0,0,0
