"ID","dataint0","dataint01","dataint02","dataint03","dataint04","datafloat0","datafloat01","datafloat02","datafloat03","datafloat04"
2368,10000,0,0,0,0,0,0,0,0,0
2369,100000,1,0,0,0,0,0,0,0,0
2370,74335,74313,0,0,0,0,0,0,0,0
2371,20,10,0,0,0,0.3,0,0,0,0
2374,87656,0,0,0,0,0,0,0,0,0
2375,10000,20,128,0,0,0,0,0,0,0
2376,1000,0,0,0,0,0.1,0.67,1.2,0,0
2377,500,0,0,0,0,0.2,0.77,2,0,0
2378,0,600,0,0,0,50,0.0028,30,5000,0
2379,0,500,0,0,0,50,0.005,100,4000,0
2380,0,75,0,0,0,50,0.01,0,5000,0
2381,80000,4,52,0,0,5,0,0,0,0
2382,25,1,5,3,3,0,0,0,0,0
2383,250,150,0,0,0,0,0,0,0,0
2384,4,0,0,0,0,0,0,0,0,0
2385,75,0,2,3,2,0,0,0,0,0
2386,100,100,100,100,0,0,0,0,0,0
2387,0,0,0,0,0,7.5,0,0.91,1,0
2388,130,0,0,0,0,125.35,0.006,0,0,0
2389,66,67,68,69,0,0,0,0,0,0
2390,420,0,0,0,0,125.35,0.006,0,0,0
2391,0,0,1,2,0,0,0,0,0,0
2392,1000,0,0,0,0,0.1,0.67,1.2,0,0
2393,25,25,25,25,0,0,0,0,0,0
2394,2,0,0,0,0,0,0,0,0,0
2395,1000000,10,0,0,0,0,0,0,0,0
