"ID","assetPath","flags","type","screenPath","screenModelPath","chunkBounds00","chunkBounds01","chunkBounds02","chunkBounds03","plugAverageHeight","localizedTextIdName","minItemLevel","maxItemLevel","primeLevelOffset","primeLevelMax","veteranTierScalingType","heroismMenaceLevel","rewardRotationContentId"
1672,"Map\PVPlugMap",0,4,"","",71,55,72,56,8191,0,0,0,0,0,0,0,0
1673,"Map\PVPlugMap",0,4,"","",87,55,88,56,8191,0,0,0,0,0,0,0,0
1674,"Map\TESTPlugMap",0,4,"","",37,21,43,27,8191,0,0,0,0,0,0,0,0
1676,"Map\PVPlugMap",0,4,"","",103,38,105,41,8191,0,0,0,0,0,0,0,0
1677,"Map\PathPlugMap",0,4,"","",119,55,120,56,8191,0,0,0,0,0,0,0,0
1678,"Map\PathPlugMap",0,4,"","",7,71,8,72,8191,0,0,0,0,0,0,0,0
1679,"Map\PVPlugMap",0,4,"","",118,39,121,41,8191,0,0,0,0,0,0,0,0
1680,"Map\PVPlugMap",0,4,"","",103,54,105,57,8191,0,0,0,0,0,0,0,0
1681,"Map\PVPlugMap",0,4,"","",119,54,121,57,8191,0,0,0,0,0,0,0,0
1682,"Map\PVPlugMap",0,4,"","",7,71,9,72,8191,0,0,0,0,0,0,0,0
1683,"Map\PVPlugMap",0,4,"","",23,71,25,72,8191,0,0,0,0,0,0,0,0
1684,"Map\PVPlugMap",0,4,"","",7,87,9,88,8191,0,0,0,0,0,0,0,0
1688,"Map\PVPlugMap",0,4,"","",39,87,41,89,8187,0,0,0,0,0,0,0,0
1689,"Map\PVPlugMap",0,4,"","",55,87,57,89,8191,0,0,0,0,0,0,0,0
1690,"Map\PVPlugMap",0,4,"","",7,103,9,105,8191,0,0,0,0,0,0,0,0
1692,"Map\PVPlugMap",0,4,"","",7,119,9,121,8191,0,0,0,0,0,0,0,0
1693,"Map\PVPlugMap",0,4,"","",23,119,24,120,8191,0,0,0,0,0,0,0,0
1694,"Map\PVPlugMap",0,4,"","",39,103,40,104,8191,0,0,0,0,0,0,0,0
1695,"Map\PVPlugMap",0,4,"","",55,103,56,104,8191,0,0,0,0,0,0,0,0
1696,"Map\PVPlugMap",0,4,"","",39,119,40,120,8191,0,0,0,0,0,0,0,0
1697,"Map\PVPlugMap",0,4,"","",55,119,56,120,8191,0,0,0,0,0,0,0,0
1698,"Map\HousingPlugs00",0,4,"","",87,183,88,184,8191,0,0,0,0,0,0,0,0
1699,"Map\HousingPlugs00",0,4,"","",103,167,105,169,8191,0,0,0,0,0,0,0,0
1700,"Map\HousingPlugs00",0,4,"","",119,167,120,169,8191,0,0,0,0,0,0,0,0
1701,"Map\HousingPlugs00",0,4,"","",103,183,104,184,8184,0,0,0,0,0,0,0,0
1702,"Map\HousingPlugs00",0,4,"","",119,183,120,184,8191,0,0,0,0,0,0,0,0
1703,"Map\HousingPlugs00",0,4,"","",7,199,8,200,8191,0,0,0,0,0,0,0,0
1704,"Map\HousingPlugs00",0,4,"","",23,247,24,248,8191,0,0,0,0,0,0,0,0
1705,"Map\HousingPlugs00",0,4,"","",39,231,40,232,8191,0,0,0,0,0,0,0,0
1706,"Map\HousingPlugs00",0,4,"","",55,231,56,232,8191,0,0,0,0,0,0,0,0
1707,"Map\HousingPlugs00",0,4,"","",39,247,40,248,8191,0,0,0,0,0,0,0,0
1708,"Map\HousingPlugs00",0,4,"","",55,247,56,248,8191,0,0,0,0,0,0,0,0
1709,"Map\HousingPlugs00",0,4,"","",71,199,72,200,8191,0,0,0,0,0,0,0,0
1710,"Map\HousingPlugs00",0,4,"","",87,199,88,200,8191,0,0,0,0,0,0,0,0
1711,"Map\HousingPlugs00",0,4,"","",71,215,72,216,8191,0,0,0,0,0,0,0,0
1712,"Map\HousingPlugs00",0,4,"","",87,215,88,216,8191,0,0,0,0,0,0,0,0
1713,"Map\HousingPlugs00",0,4,"","",103,199,104,200,8191,0,0,0,0,0,0,0,0
1714,"Map\HousingPlugs00",0,4,"","",119,199,120,200,8191,0,0,0,0,0,0,0,0
1715,"Map\HousingPlugs00",0,4,"","",103,215,104,216,8191,0,0,0,0,0,0,0,0
1716,"Map\HousingPlugs00",0,4,"","",119,215,120,216,8191,0,0,0,0,0,0,0,0
1717,"Map\HousingPlugs00",0,4,"","",71,231,72,232,8191,0,0,0,0,0,0,0,0
1718,"Map\HousingPlugs00",0,4,"","",87,231,88,232,8191,0,0,0,0,0,0,0,0
1719,"Map\HousingPlugs00",0,4,"","",71,247,72,248,8191,0,0,0,0,0,0,0,0
1720,"Map\HousingPlugs00",0,4,"","",87,247,88,248,8191,0,0,0,0,0,0,0,0
1721,"Map\HousingPlugs00",0,4,"","",103,231,104,232,8191,0,0,0,0,0,0,0,0
1722,"Map\HousingPlugs00",0,4,"","",119,231,120,232,8191,0,0,0,0,0,0,0,0
1723,"Map\HousingPlugs00",0,4,"","",103,247,104,248,8191,0,0,0,0,0,0,0,0
1724,"Map\HousingPlugs00",0,4,"","",119,247,120,248,8191,0,0,0,0,0,0,0,0
1725,"Map\HousingPlugs00",0,4,"","",135,135,136,136,8191,0,0,0,0,0,0,0,0
1726,"Map\HousingPlugs00",0,4,"","",151,135,152,136,8191,0,0,0,0,0,0,0,0
1727,"Map\HousingPlugs00",0,4,"","",135,151,136,152,8191,0,0,0,0,0,0,0,0
1728,"Map\HousingPlugs00",0,4,"","",151,151,152,152,8194,0,0,0,0,0,0,0,0
1729,"Map\HousingPlugs00",0,4,"","",167,135,168,136,8191,0,0,0,0,0,0,0,0
1730,"Map\HousingPlugs00",0,4,"","",183,135,184,136,8191,0,0,0,0,0,0,0,0
1731,"Map\HousingPlugs00",0,4,"","",167,151,168,152,8191,0,0,0,0,0,0,0,0
1732,"Map\HousingPlugs00",0,4,"","",183,151,184,152,8197,0,0,0,0,0,0,0,0
1733,"Map\HousingPlugs00",0,4,"","",135,167,136,168,8194,0,0,0,0,0,0,0,0
1734,"Map\HousingPlugs00",0,4,"","",151,167,152,168,8191,0,0,0,0,0,0,0,0
1735,"Map\HousingPlugs00",0,4,"","",135,183,136,184,8191,0,0,0,0,0,0,0,0
1736,"Map\HousingPlugs00",0,4,"","",151,183,152,184,8191,0,0,0,0,0,0,0,0
1737,"Map\HousingPlugs00",0,4,"","",167,167,168,168,8192,0,0,0,0,0,0,0,0
1738,"Map\HousingPlugs00",0,4,"","",183,167,184,168,8191,0,0,0,0,0,0,0,0
1739,"Map\HousingPlugs00",0,4,"","",167,183,168,184,8191,0,0,0,0,0,0,0,0
1740,"Map\HousingPlugs00",0,4,"","",183,183,184,184,8191,0,0,0,0,0,0,0,0
1741,"Map\HousingPlugs00",0,4,"","",199,135,200,136,8191,0,0,0,0,0,0,0,0
1742,"Map\HousingPlugs00",0,4,"","",215,135,216,136,8191,0,0,0,0,0,0,0,0
1743,"Map\HousingPlugs00",0,4,"","",199,151,200,152,8191,0,0,0,0,0,0,0,0
1744,"Map\HousingPlugs00",0,4,"","",215,151,216,152,8191,0,0,0,0,0,0,0,0
1745,"Map\HousingPlugs00",0,4,"","",231,135,232,136,8191,0,0,0,0,0,0,0,0
1746,"Map\HousingPlugs00",0,4,"","",247,135,248,136,8191,0,0,0,0,0,0,0,0
1747,"Map\HousingPlugs00",0,4,"","",231,151,232,152,8191,0,0,0,0,0,0,0,0
1748,"Map\HousingPlugs00",0,4,"","",247,151,248,152,8191,0,0,0,0,0,0,0,0
1749,"Map\HousingPlugs00",0,4,"","",199,167,200,168,8191,0,0,0,0,0,0,0,0
1750,"Map\HousingPlugs00",0,4,"","",215,167,216,168,8191,0,0,0,0,0,0,0,0
1751,"Map\HousingPlugs00",0,4,"","",199,183,200,184,8191,0,0,0,0,0,0,0,0
1752,"Map\HousingPlugs00",0,4,"","",215,183,216,184,8191,0,0,0,0,0,0,0,0
1753,"Map\HousingPlugs00",0,4,"","",231,167,232,168,8191,0,0,0,0,0,0,0,0
1754,"Map\HousingPlugs00",0,4,"","",247,167,248,168,8191,0,0,0,0,0,0,0,0
1755,"Map\HousingPlugs00",0,4,"","",231,183,232,184,8191,0,0,0,0,0,0,0,0
1756,"Map\HousingPlugs00",0,4,"","",247,183,248,184,8191,0,0,0,0,0,0,0,0
1757,"Map\HousingPlugs00",0,4,"","",135,199,136,200,8191,0,0,0,0,0,0,0,0
1758,"Map\HousingPlugs00",0,4,"","",151,199,152,200,8196,0,0,0,0,0,0,0,0
1759,"Map\HousingPlugs00",0,4,"","",135,215,136,216,8191,0,0,0,0,0,0,0,0
1760,"Map\HousingPlugs00",0,4,"","",151,215,152,216,8191,0,0,0,0,0,0,0,0
1761,"Map\HousingPlugs00",0,4,"","",167,199,168,200,8191,0,0,0,0,0,0,0,0
1762,"Map\HousingPlugs00",0,4,"","",183,199,184,200,8191,0,0,0,0,0,0,0,0
1763,"Map\HousingPlugs00",0,4,"","",167,215,168,216,8191,0,0,0,0,0,0,0,0
1764,"Map\HousingPlugs00",0,4,"","",183,215,184,216,8191,0,0,0,0,0,0,0,0
1765,"Map\HousingPlugs00",0,4,"","",135,231,136,232,8191,0,0,0,0,0,0,0,0
1766,"Map\HousingPlugs00",0,4,"","",151,231,152,232,8191,0,0,0,0,0,0,0,0
1767,"Map\HousingPlugs00",0,4,"","",135,247,136,248,8189,0,0,0,0,0,0,0,0
1768,"Map\HousingPlugs00",0,4,"","",151,247,152,248,8191,0,0,0,0,0,0,0,0
1769,"Map\HousingPlugs00",0,4,"","",167,231,168,232,8191,0,0,0,0,0,0,0,0
1770,"Map\HousingPlugs00",0,4,"","",183,231,184,232,8191,0,0,0,0,0,0,0,0
1771,"Map\HousingPlugs00",0,4,"","",167,247,168,248,8191,0,0,0,0,0,0,0,0
1772,"Map\HousingPlugs00",0,4,"","",183,247,184,248,8191,0,0,0,0,0,0,0,0
1773,"Map\HousingPlugs00",0,4,"","",199,199,200,200,8191,0,0,0,0,0,0,0,0
1774,"Map\HousingPlugs00",0,4,"","",215,199,216,200,8191,0,0,0,0,0,0,0,0
1775,"Map\HousingPlugs00",0,4,"","",199,215,200,216,8191,0,0,0,0,0,0,0,0
1776,"Map\HousingPlugs00",0,4,"","",215,215,216,216,8191,0,0,0,0,0,0,0,0
1777,"Map\HousingPlugs00",0,4,"","",231,199,232,200,8191,0,0,0,0,0,0,0,0
1778,"Map\HousingPlugs00",0,4,"","",247,199,248,200,8191,0,0,0,0,0,0,0,0
1779,"Map\HousingPlugs00",0,4,"","",231,215,232,216,8191,0,0,0,0,0,0,0,0
1780,"Map\HousingPlugs00",0,4,"","",247,215,248,216,8192,0,0,0,0,0,0,0,0
1781,"Map\HousingPlugs00",0,4,"","",199,231,200,232,8191,0,0,0,0,0,0,0,0
1782,"Map\HousingPlugs00",0,4,"","",215,231,216,232,8191,0,0,0,0,0,0,0,0
1783,"Map\HousingPlugs00",0,4,"","",199,247,200,248,8191,0,0,0,0,0,0,0,0
1784,"Map\HousingPlugs00",0,4,"","",215,247,216,248,8191,0,0,0,0,0,0,0,0
1785,"Map\HousingPlugs00",0,4,"","",231,231,232,232,8195,0,0,0,0,0,0,0,0
1786,"Map\HousingPlugs00",0,4,"","",247,231,248,232,8186,0,0,0,0,0,0,0,0
1787,"Map\HousingPlugs00",0,4,"","",231,247,232,248,8192,0,0,0,0,0,0,0,0
1788,"Map\HousingPlugs00",0,4,"","",247,247,248,249,8191,0,0,0,0,0,0,0,0
1789,"Map\PathPlugMap",0,4,"","",23,71,24,72,8186,0,0,0,0,0,0,0,0
1790,"Map\PathPlugMap",0,4,"","",7,87,8,88,8191,0,0,0,0,0,0,0,0
1791,"Map\PathPlugMap",0,4,"","",23,87,25,89,8191,0,0,0,0,0,0,0,0
1792,"Map\PathPlugMap",0,4,"","",39,71,40,72,8191,0,0,0,0,0,0,0,0
1794,"Map\CinematicsWestern",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,1,1,0,0,0,0,0,0,0,0,0
1795,"Map\CinematicsEastern",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",1134,921,1136,923,0,0,0,0,0,0,0,0,0
1796,"Map\HousingPlugs00",0,4,"","",263,7,264,8,8179,0,0,0,0,0,0,0,0
1797,"Map\PathPlugMap",0,4,"","",55,71,57,73,8174,0,0,0,0,0,0,0,0
1798,"Map\PvPArena",0,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_PVP_000.m3",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1799,"Map\PathPlugMap",0,4,"","",39,87,40,88,8191,0,0,0,0,0,0,0,0
1800,"Map\PathPlugMap",0,4,"","",55,87,56,88,8191,0,0,0,0,0,0,0,0
1801,"Map\PathPlugMap",0,4,"","",7,103,8,104,8191,0,0,0,0,0,0,0,0
1802,"Map\PathPlugMap",0,4,"","",23,103,24,104,8191,0,0,0,0,0,0,0,0
1803,"Map\PVPlugMap",0,4,"","",70,71,73,73,8191,0,0,0,0,0,0,0,0
1804,"Map\PVPlugMap",0,4,"","",86,71,89,73,8191,0,0,0,0,0,0,0,0
1805,"Map\PVPlugMap",0,4,"","",70,87,73,89,8191,0,0,0,0,0,0,0,0
1806,"Map\PVPlugMap",0,4,"","",86,87,89,89,8191,0,0,0,0,0,0,0,0
1807,"Map\PVPlugMap",0,4,"","",102,71,105,73,8191,0,0,0,0,0,0,0,0
1808,"Map\PVPlugMap",0,4,"","",119,71,120,72,8191,0,0,0,0,0,0,0,0
1809,"Map\PVPlugMap",0,4,"","",103,87,104,88,8191,0,0,0,0,0,0,0,0
1810,"Map\PVPlugMap",0,4,"","",119,87,120,88,8191,0,0,0,0,0,0,0,0
1811,"Map\NewNew",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1812,"Map\OceanTestMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1813,"Map\PathPlugMap",0,4,"","",7,119,8,120,8190,0,0,0,0,0,0,0,0
1814,"Map\InfinitLabs",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1815,"Map\PathPlugMap",0,4,"","",23,119,24,120,8191,0,0,0,0,0,0,0,0
1816,"Map\BerkeTestWorld",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1817,"Map\CinematicsPlugMap",0,4,"","",7,7,9,9,8191,0,0,0,0,0,0,0,0
1818,"Map\PathPlugMap",0,4,"","",39,103,40,104,8186,0,0,0,0,0,0,0,0
1819,"Map\HousingPlugs00",0,4,"","",279,7,280,9,4095,0,0,0,0,0,0,0,0
1820,"Map\HousingPlugs00",0,4,"","",263,23,264,25,4096,0,0,0,0,0,0,0,0
1821,"Map\HousingPlugs00",0,4,"","",279,23,280,25,8191,0,0,0,0,0,0,0,0
1822,"Map\HousingPlugs00",0,4,"","",295,7,296,9,4096,0,0,0,0,0,0,0,0
1823,"Map\HousingPlugs00",0,4,"","",311,7,312,9,4096,0,0,0,0,0,0,0,0
1824,"Map\testtyler",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1825,"Map\PathPlugMap",0,4,"","",55,101,57,106,8191,0,0,0,0,0,0,0,0
1826,"Map\PathPlugMap",0,4,"","",39,116,41,123,8188,0,0,0,0,0,0,0,0
1827,"Map\HousingPlugs00",0,4,"","",295,23,297,25,8191,0,0,0,0,0,0,0,0
1828,"Map\HousingPlugs00",0,4,"","",311,23,313,25,8191,0,0,0,0,0,0,0,0
1829,"Map\HousingPlugs00",0,4,"","",263,39,265,41,8193,0,0,0,0,0,0,0,0
1830,"Map\HousingPlugs00",0,4,"","",279,39,281,41,8191,0,0,0,0,0,0,0,0
1832,"Map\PantsFreeZone",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1833,"Map\Malgrave2ElderCubeMicro",0,10,"","",1000,1006,1041,1044,0,0,0,0,0,0,0,0,0
1834,"Map\PaxDemoMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1835,"Map\CinematicsHousingAlgorocSky",0,2,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1836,"Map\HousingPlugs00",0,4,"","",263,55,264,56,8192,0,0,0,0,0,0,0,0
1837,"Map\HousingPlugs00",0,4,"","",279,55,280,57,8186,0,0,0,0,0,0,0,0
1869,"Map\HousingPlugs00",0,4,"","",295,39,297,40,8191,0,0,0,0,0,0,0,0
1870,"Map\HousingPlugs00",0,4,"","",311,39,313,40,8191,0,0,0,0,0,0,0,0
1871,"Map\HousingPlugs00",0,4,"","",295,55,296,57,8191,0,0,0,0,0,0,0,0
1872,"Map\HousingPlugs00",0,4,"","",311,55,313,56,8191,0,0,0,0,0,0,0,0
1873,"Map\HousingPlugs00",0,4,"","",327,7,329,8,8190,0,0,0,0,0,0,0,0
1874,"Map\HousingPlugs00",0,4,"","",343,7,344,9,8190,0,0,0,0,0,0,0,0
1875,"Map\HousingPlugs00",0,4,"","",327,23,329,24,8190,0,0,0,0,0,0,0,0
1876,"Map\HousingPlugs00",0,4,"","",295,55,296,57,8191,0,0,0,0,0,0,0,0
1877,"Map\HousingPlugs00",0,4,"","",343,23,345,24,8191,0,0,0,0,0,0,0,0
1878,"Map\HousingPlugs00",0,4,"","",359,7,361,8,8191,0,0,0,0,0,0,0,0
1881,"Map\HousingPlugs00",0,4,"","",375,7,377,8,8187,0,0,0,0,0,0,0,0
1882,"Map\HousingPlugs00",0,4,"","",359,23,360,25,8183,0,0,0,0,0,0,0,0
1885,"Map\HousingPlugs00",0,4,"","",375,23,376,24,8203,0,0,0,0,0,0,0,0
1886,"Map\HousingPlugs00",0,4,"","",327,39,328,40,8192,0,0,0,0,0,0,0,0
1887,"Map\HousingPlugs00",0,4,"","",343,39,344,40,8192,0,0,0,0,0,0,0,0
1888,"Map\HousingPlugs00",0,4,"","",327,55,328,56,8192,0,0,0,0,0,0,0,0
1889,"Map\HousingPlugs00",0,4,"","",343,55,344,56,8192,0,0,0,0,0,0,0,0
1890,"Map\HousingPlugs00",0,4,"","",359,39,360,40,8192,0,0,0,0,0,0,0,0
1891,"Map\HousingPlugs00",0,4,"","",375,39,376,40,8193,0,0,0,0,0,0,0,0
1892,"Map\HousingDungeonAuroria1",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Dungeon_000.m3",1008,1008,1040,1040,0,0,0,0,0,0,0,0,0
1893,"Map\HousingPlugs00",0,4,"","",359,55,360,56,8193,0,0,0,0,0,0,0,0
1894,"Map\Housing1x1GenericEldanTestLabDungeon",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Dungeon_000.m3",1008,1009,1039,1055,0,0,0,0,0,0,0,0,0
1895,"Map\Housing1x1DungeonCreeperCave",0,1,"","",1008,1008,1039,1039,0,0,0,0,0,0,0,0,0
1896,"Map\Housing1x1DungeonMeltingPot",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Dungeon_000.m3",1008,1008,1039,1039,0,0,0,0,0,0,0,0,0
1898,"Map\Housing1x1DungeonDarkspurBloodsport",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Dungeon_000.m3",1008,1008,1039,1055,0,0,0,0,0,0,0,0,0
1899,"Map\Housing1x1DungeonSpiderTomb",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Dungeon_000.m3",992,992,1039,1039,0,0,0,0,0,0,0,0,0
1900,"Map\Housing1x1DungeonShipInfiltration",0,1,"","",992,992,1055,1055,0,0,0,0,0,0,0,0,0
1901,"Map\Housing1x1DungeonMayday",0,1,"","",1008,1008,1055,1055,0,0,0,0,0,0,0,0,0
1902,"Map\HousingPlugs00",0,4,"","",375,55,376,56,8192,0,0,0,0,0,0,0,0
1903,"Map\HousingPlugs00",0,4,"","",263,71,264,72,8178,0,0,0,0,0,0,0,0
1904,"Map\Housing1x1ShuttleCallConsol",0,4,"","",7,7,8,8,8191,0,0,0,0,0,0,0,0
1905,"Map\HousingPlugs00",0,4,"","",279,71,280,72,8197,0,0,0,0,0,0,0,0
1906,"Map\HousingPlugs00",0,4,"","",263,87,264,89,8193,0,0,0,0,0,0,0,0
1907,"Map\HousingPlugs00",0,4,"","",279,87,280,89,8192,0,0,0,0,0,0,0,0
1908,"Map\HousingPlugs00",0,4,"","",295,71,296,73,8191,0,0,0,0,0,0,0,0
1909,"Map\HousingPlugs00",0,4,"","",311,71,312,73,8191,0,0,0,0,0,0,0,0
1910,"Map\HousingPlugs00",0,4,"","",295,87,296,89,8190,0,0,0,0,0,0,0,0
1911,"Map\Housing1x2ProspectorPlug",0,4,"","",7,7,8,9,8191,0,0,0,0,0,0,0,0
1912,"Map\MC06ChuaHouse",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1913,"Map\PathPlugMap",0,4,"","",55,119,57,121,8166,0,0,0,0,0,0,0,0
1914,"Map\PathPlugMap",0,4,"","",71,71,73,73,8191,0,0,0,0,0,0,0,0
1915,"Map\PathPlugMap",0,4,"","",87,71,88,72,8191,0,0,0,0,0,0,0,0
1916,"Map\PathPlugMap",0,4,"","",71,87,72,88,8191,0,0,0,0,0,0,0,0
1918,"Map\HousingPlugs00",0,4,"","",311,87,312,89,8191,0,0,0,0,0,0,0,0
1919,"Map\HousingPlugs00",0,4,"","",263,103,265,105,8193,0,0,0,0,0,0,0,0
1920,"Map\HousingPlugs00",0,4,"","",279,103,280,104,8191,0,0,0,0,0,0,0,0
1921,"Map\HousingPlugs00",0,4,"","",263,119,264,121,8187,0,0,0,0,0,0,0,0
1923,"Map\HousingPlugs00",0,4,"","",279,119,281,121,8191,0,0,0,0,0,0,0,0
1924,"Map\HousingPlugs00",0,4,"","",295,103,296,105,8220,0,0,0,0,0,0,0,0
1925,"Map\HousingPlugs00",0,4,"","",311,103,312,104,8192,0,0,0,0,0,0,0,0
1926,"Map\HousingPlugs00",0,4,"","",311,103,312,104,8192,0,0,0,0,0,0,0,0
1927,"Map\HousingPlugs00",0,4,"","",295,119,296,120,8189,0,0,0,0,0,0,0,0
1928,"Map\HousingPlugs00",0,4,"","",311,119,313,121,8191,0,0,0,0,0,0,0,0
1930,"Map\MalleyLand",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1932,"Map\PathPlugMap",0,4,"","",87,87,89,89,8191,0,0,0,0,0,0,0,0
1934,"Map\PathPlugMap",0,4,"","",103,71,104,72,8191,0,0,0,0,0,0,0,0
1937,"Map\HousingPlugs00",0,4,"","",327,71,329,73,8193,0,0,0,0,0,0,0,0
1938,"Map\HousingPlugs00",0,4,"","",343,71,344,72,8192,0,0,0,0,0,0,0,0
1939,"Map\ExcavationSabotage",0,3,"","",944,940,1061,1061,0,767622,0,0,0,0,0,0,0
1940,"Map\WarplotSkyMap",1,7,"","",1030,1025,1043,1043,0,0,0,0,0,0,0,0,0
1941,"Map\InitiateIsland",0,0,"","",906,975,1150,1084,0,0,0,0,0,0,0,0,0
1942,"Map\HousingPlugs00",0,4,"","",327,87,329,89,8189,0,0,0,0,0,0,0,0
1943,"Map\tsmithTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1944,"Map\HousingPlugs00",0,4,"","",343,87,344,88,8191,0,0,0,0,0,0,0,0
1946,"Map\HousingPlugs00",0,4,"","",359,71,360,72,8191,0,0,0,0,0,0,0,0
1947,"Map\HousingPlugs00",0,4,"","",375,71,376,72,8191,0,0,0,0,0,0,0,0
1949,"Map\HousingPlugs00",0,4,"","",359,87,360,89,8176,0,0,0,0,0,0,0,0
1950,"Map\HousingPlugs00",0,4,"","",375,87,376,88,8191,0,0,0,0,0,0,0,0
1951,"Map\HousingPlugs00",0,4,"","",327,103,328,104,8191,0,0,0,0,0,0,0,0
1952,"Map\HousingPlugs00",0,4,"","",343,103,344,104,8190,0,0,0,0,0,0,0,0
1953,"Map\HousingPlugs00",0,4,"","",327,119,328,120,8191,0,0,0,0,0,0,0,0
1954,"Map\PathPlugMap",0,4,"","",119,71,121,73,8191,0,0,0,0,0,0,0,0
1955,"Map\HousingPlugs00",0,4,"","",343,119,344,120,8191,0,0,0,0,0,0,0,0
1956,"Map\HousingPlugs00",0,4,"","",359,103,360,104,8191,0,0,0,0,0,0,0,0
1957,"Map\PathPlugMap",0,4,"","",103,87,104,88,8191,0,0,0,0,0,0,0,0
1958,"Map\HousingPlugs00",0,4,"","",375,103,376,104,8192,0,0,0,0,0,0,0,0
1959,"Map\HousingPlugs00",0,4,"","",359,119,360,120,8192,0,0,0,0,0,0,0,0
1960,"Map\PathPlugMap",0,4,"","",119,87,121,89,8191,0,0,0,0,0,0,0,0
1961,"Map\HousingPlugs00",0,4,"","",375,119,376,121,8191,0,0,0,0,0,0,0,0
1962,"Map\HousingPlugs00",0,4,"","",391,7,392,9,8191,0,0,0,0,0,0,0,0
1963,"Map\HousingPlugs00",0,4,"","",407,7,408,9,8251,0,0,0,0,0,0,0,0
1964,"Map\PathPlugMap",0,4,"","",71,103,72,104,8191,0,0,0,0,0,0,0,0
1965,"Map\HousingPlugs00",0,4,"","",391,23,392,25,8189,0,0,0,0,0,0,0,0
1966,"Map\HousingPlugs00",0,4,"","",407,23,408,25,8190,0,0,0,0,0,0,0,0
1967,"Map\HousingPlugs00",0,4,"","",423,7,424,9,8196,0,0,0,0,0,0,0,0
1968,"Map\HousingPlugs00",0,4,"","",439,7,440,9,8192,0,0,0,0,0,0,0,0
1969,"Map\HousingPlugs00",0,4,"","",423,23,424,25,8204,0,0,0,0,0,0,0,0
1970,"Map\HousingPlugs00",0,4,"","",439,23,440,25,8191,0,0,0,0,0,0,0,0
1971,"Map\HousingPlugs00",0,4,"","",391,39,392,41,8191,0,0,0,0,0,0,0,0
1972,"Map\HousingPlugs00",0,4,"","",407,39,408,41,8191,0,0,0,0,0,0,0,0
1973,"Map\HousingPlugs00",0,4,"","",391,55,392,57,8178,0,0,0,0,0,0,0,0
1974,"Map\CinematicArkShip",0,0,"","",0,0,1,1,0,0,0,0,0,0,0,0,0
1975,"Map\HousingPlugs00",0,4,"","",407,55,408,56,8192,0,0,0,0,0,0,0,0
1976,"Map\PathPlugMap",0,4,"","",87,103,88,104,8191,0,0,0,0,0,0,0,0
1977,"Map\PathPlugMap",0,4,"","",71,119,72,120,8191,0,0,0,0,0,0,0,0
1978,"Map\HousingPlugs00",0,4,"","",423,38,426,41,8191,0,0,0,0,0,0,0,0
1979,"Map\HousingPlugs00",0,4,"","",438,38,441,41,8191,0,0,0,0,0,0,0,0
1980,"Map\HousingPlugs00",0,4,"","",422,54,425,57,8191,0,0,0,0,0,0,0,0
1982,"Map\GrimvaultCore",1,0,"","",993,993,1055,1055,0,0,0,0,0,0,0,0,0
1983,"Map\HousingPlugs00",0,4,"","",439,55,440,57,8195,0,0,0,0,0,0,0,0
1984,"Map\HousingPlugs00",0,4,"","",439,55,440,57,8195,0,0,0,0,0,0,0,0
1985,"Map\HousingPlugs00",0,4,"","",455,7,456,9,8190,0,0,0,0,0,0,0,0
1987,"Map\HousingPlugs00",0,4,"","",471,7,472,9,8193,0,0,0,0,0,0,0,0
1988,"Map\HousingPlugs00",0,4,"","",455,23,456,25,8193,0,0,0,0,0,0,0,0
1989,"Map\HousingPlugs00",0,4,"","",471,23,472,25,8194,0,0,0,0,0,0,0,0
1990,"Map\HousingPlugs00",0,4,"","",487,7,488,9,8194,0,0,0,0,0,0,0,0
1991,"Map\HousingPlugs00",0,4,"","",503,7,504,9,8203,0,0,0,0,0,0,0,0
