"ID","quest2Id","quest2RewardTypeId","objectId","objectAmount","flags"
5107,8206,3,4,10,0
5108,8207,3,4,10,0
5109,8223,3,4,10,0
5110,8224,3,4,10,0
5111,8225,3,4,10,0
5112,8226,3,4,10,0
5113,8227,3,4,10,0
5114,8228,3,4,10,0
5115,8229,3,4,10,0
5116,8230,3,4,10,0
5117,8231,3,4,10,0
5118,8274,3,4,556,0
5119,8275,3,4,834,0
5120,8276,3,4,1251,0
5121,8277,3,4,556,0
5122,8278,3,4,834,0
5123,8279,3,4,1251,0
5124,8280,3,4,10,0
5125,8281,3,4,10,0
5126,8282,3,4,10,0
5127,8283,3,4,10,0
5128,8284,3,4,10,0
5129,8285,3,4,10,0
5130,8286,3,4,10,0
5131,8287,3,4,10,0
5132,8288,3,4,10,0
5133,8289,3,4,10,0
5134,8290,3,4,10,0
5135,8291,3,4,10,0
5136,8292,3,4,556,0
5137,8293,3,4,834,0
5138,8294,3,4,1251,0
5139,8295,3,4,556,0
5140,8296,3,4,834,0
5141,8297,3,4,1251,0
5142,8298,3,4,10,0
5143,8299,3,4,10,0
5144,8300,3,4,10,0
5145,8301,3,4,10,0
5146,8302,3,4,10,0
5147,8303,3,4,10,0
5148,8304,3,4,10,0
5149,8305,3,4,10,0
5150,8306,3,4,10,0
5151,8307,3,4,10,0
5152,8308,3,4,10,0
5153,8309,3,4,10,0
5154,8310,3,4,556,0
5155,8311,3,4,834,0
5156,8312,3,4,1251,0
5157,8313,3,4,556,0
5158,8314,3,4,834,0
5159,8315,3,4,1251,0
5160,8316,3,4,10,0
5161,8317,3,4,10,0
5162,8318,3,4,10,0
5163,8319,3,4,10,0
5164,8320,3,4,10,0
5165,8321,3,4,10,0
5166,8322,3,4,10,0
5167,8323,3,4,10,0
5168,8324,3,4,10,0
5169,8325,3,4,10,0
5170,8326,3,4,10,0
5171,8327,3,4,10,0
5172,8328,3,4,556,0
5173,8329,3,4,834,0
5174,8330,3,4,1251,0
5175,8331,3,4,556,0
5176,8332,3,4,834,0
5177,8333,3,4,1251,0
5178,8334,3,4,10,0
5179,8335,3,4,10,0
5180,8337,3,4,10,0
5181,8338,3,4,10,0
5182,8339,3,4,10,0
5183,8340,3,4,10,0
5184,8341,3,4,10,0
5185,8342,3,4,10,0
5186,8343,3,4,10,0
5187,8344,3,4,10,0
5188,8345,3,4,10,0
5189,8346,3,4,10,0
5190,8347,3,4,903,0
5191,8348,3,4,1355,0
5192,8349,3,4,2033,0
5193,8350,3,4,903,0
5194,8351,3,4,1355,0
5195,8352,3,4,2033,0
5196,8416,3,4,10,0
5197,8417,3,4,10,0
5198,8418,3,4,10,0
5199,8419,3,4,10,0
5200,8420,3,4,10,0
5201,8421,3,4,10,0
5202,8422,3,4,10,0
5203,8423,3,4,10,0
5204,8424,3,4,10,0
5205,8425,3,4,10,0
5206,8426,3,4,10,0
5207,8427,3,4,10,0
5208,8428,3,4,903,0
5209,8429,3,4,1355,0
5210,8430,3,4,2033,0
5211,8431,3,4,903,0
5212,8432,3,4,1355,0
5213,8433,3,4,2033,0
5214,8540,3,4,342,0
5215,8541,3,4,513,0
5216,8542,3,4,770,0
5218,4983,1,28071,1,1
5219,4983,1,13486,1,1
5220,6715,1,8534,1,0
5221,6854,1,8443,1,1
5222,6854,1,8517,1,1
5223,6854,1,8522,1,1
5227,8796,1,8516,1,1
5228,8796,1,8514,1,1
5229,8796,1,8520,1,1
5230,6728,1,8458,1,1
5231,6728,1,8459,1,1
5232,6728,1,8461,1,1
5233,6728,1,8462,1,1
5234,6728,1,8463,1,1
5235,6728,1,8464,1,1
5236,5597,1,29664,1,0
5238,6241,2,1135,1,0
5255,5091,1,82659,1,0
5264,9026,3,4,111,0
5265,9026,1,82659,1,0
5266,7507,1,82659,1,0
5267,6601,1,17724,1,1
5268,6601,1,17726,1,1
5269,6601,1,17742,1,1
5271,6576,1,28297,1,1
5272,6576,1,28298,1,1
5274,9039,1,14700,3,0
5275,7506,1,82659,1,0
5276,7504,1,82659,1,0
5277,5913,1,82659,1,0
5278,5819,1,82659,1,0
5279,7527,1,82659,1,0
5280,5875,1,82659,1,0
5281,7528,1,82659,1,0
5282,6860,1,82659,1,0
5284,5871,1,82659,1,0
5285,6859,1,82659,1,0
5286,7525,1,82659,1,0
5287,9028,3,4,111,0
5288,9028,1,82659,1,0
5289,9029,3,4,111,0
5290,9029,1,82659,1,0
5294,8858,1,34062,1,1
5295,8858,1,34063,1,1
5296,8858,1,34064,1,1
5297,6642,1,34062,1,1
5298,6642,1,34063,1,1
5299,6642,1,34064,1,1
5300,4674,1,35088,1,1
5301,4674,1,35089,1,1
5302,4678,1,35090,1,1
5303,4678,1,35091,1,1
5304,4678,1,35092,1,1
5306,4731,1,35094,1,1
5307,5002,1,35095,1,1
5308,5002,1,35096,1,1
5309,5002,1,35097,1,1
5310,5002,1,35098,1,1
5311,7350,1,35099,1,1
5312,7350,1,35100,1,1
5313,7350,1,35101,1,1
5314,5325,1,35102,1,1
5315,5325,1,35103,1,1
5316,5325,1,35104,1,1
5317,5325,1,35105,1,1
5318,9096,1,78096,1,0
5319,9096,1,78093,2,0
5321,8109,1,14447,1,1
5352,7788,1,27069,1,1
5353,7788,1,16453,1,1
5354,7788,1,16460,1,1
5355,7792,1,27024,1,1
5356,7792,1,27025,1,1
5357,7792,1,27026,1,1
5358,7760,1,27054,1,1
5359,7760,1,27070,1,1
5360,7763,1,36479,1,1
5361,7763,1,36480,1,1
5363,7768,1,36482,1,1
5366,7120,1,28332,1,1
5367,7120,1,28338,1,1
5368,7120,1,28339,1,1
5369,7120,1,28347,1,1
5370,7120,1,28348,1,1
5371,7120,1,28364,1,1
5373,5307,1,18789,1,0
5374,5307,1,18636,3,0
5375,5955,1,18785,1,0
5376,5955,1,18489,3,0
5377,4909,1,13507,1,1
5380,7413,1,36600,1,1
5381,7413,1,36601,1,1
5382,7388,1,36602,1,1
5383,7388,1,36603,1,1
5384,7388,1,36604,1,1
5385,7391,1,36605,1,1
5388,7390,1,36608,1,1
5389,7390,1,36609,1,1
5390,7390,1,36610,1,1
5391,9155,1,36614,1,0
5394,9158,1,36611,1,0
5395,9083,1,33856,1,0
5398,4970,1,8832,1,1
5399,5877,1,81821,2,0
5400,9039,1,81821,2,0
5401,9080,1,14700,3,0
5402,9080,1,81821,2,0
5403,6813,1,11769,1,1
5404,6813,1,11770,1,1
5405,6813,1,11771,1,1
5406,9100,1,78096,1,0
5407,9100,1,78093,2,0
5411,4508,1,12959,1,1
5412,4510,1,37219,1,1
5413,9102,1,33856,1,0
5414,4908,1,13504,1,1
5415,4908,1,13505,1,1
5428,8475,1,13415,1,0
5429,8476,1,13415,1,0
5430,8477,1,13415,1,0
5431,8478,1,13415,1,0
5433,9167,1,13415,1,0
5434,9169,1,13415,1,0
5435,9168,1,13415,1,0
5436,7526,1,82659,1,0
5437,7505,1,82659,1,0
5438,6858,1,82659,1,0
5439,5739,1,82659,1,0
5440,7967,1,37833,1,1
5441,7967,1,37834,1,1
5442,7967,1,37835,1,1
5445,8046,1,37838,1,1
5448,8046,1,37841,1,1
5449,8046,1,37842,1,1
5450,8046,1,37843,1,1
5451,8046,1,37844,1,1
5452,8047,1,37845,1,1
5453,8047,1,37846,1,1
5454,8047,1,37847,1,1
5457,7971,1,37850,1,1
5459,7971,1,37852,1,1
5460,7712,1,37853,1,1
5461,7712,1,37854,1,1
5462,7712,1,37855,1,1
5463,7712,1,37856,1,1
5464,7712,1,37857,1,1
5465,7712,1,37858,1,1
5466,7712,1,37859,1,1
5467,7712,1,37860,1,1
5468,7712,1,37861,1,1
5469,7712,1,37862,1,1
5470,7712,1,37863,1,1
5471,7712,1,37864,1,1
5472,7970,1,37865,1,1
5473,7970,1,37866,1,1
5474,7970,1,37867,1,1
5475,7970,1,37868,1,1
5476,7970,1,37869,1,1
5477,7970,1,37870,1,1
5478,7970,1,37871,1,1
5479,8050,1,37872,1,1
5481,8050,1,37874,1,1
5482,8037,1,37875,1,1
5483,8037,1,37876,1,1
5484,8037,1,37877,1,1
5485,8037,1,37878,1,1
5486,8037,1,37879,1,1
5487,8037,1,37880,1,1
5488,8037,1,37881,1,1
5489,8037,1,37882,1,1
5490,8037,1,37883,1,1
5491,8037,1,37884,1,1
5492,8037,1,37885,1,1
5493,8037,1,37886,1,1
5494,8049,1,37887,1,1
5495,8049,1,37888,1,1
5496,8049,1,37889,1,1
5497,8049,1,37890,1,1
5498,8049,1,37891,1,1
5499,8049,1,37892,1,1
5500,8049,1,37893,1,1
5501,7973,1,37894,1,1
5502,7973,1,37895,1,1
5503,7973,1,37896,1,1
5504,7972,1,37897,1,1
5507,7972,1,37900,1,1
5508,7972,1,37901,1,1
5509,7681,1,37902,1,1
5510,7681,1,37903,1,1
5511,7681,1,37904,1,1
5515,7685,1,37908,1,1
5516,7685,1,37909,1,1
5517,7685,1,37910,1,1
5518,7685,1,37911,1,1
5519,7685,1,37912,1,1
5520,7685,1,37913,1,1
5521,7685,1,37914,1,1
5522,7685,1,37915,1,1
5523,7685,1,37916,1,1
5524,7685,1,37917,1,1
5525,7685,1,37918,1,1
5526,7685,1,37919,1,1
5527,8026,1,37920,1,1
5528,8026,1,37921,1,1
5529,8026,1,37922,1,1
5533,8095,1,37926,1,1
5534,8095,1,37927,1,1
5535,8095,1,37928,1,1
5536,8099,1,37929,1,1
5537,8099,1,37930,1,1
5538,8099,1,37931,1,1
5539,8099,1,37932,1,1
5540,8099,1,37933,1,1
5541,8099,1,37934,1,1
5542,8099,1,37935,1,1
5543,8099,1,37936,1,1
5544,8099,1,37937,1,1
5545,8099,1,37938,1,1
5546,8099,1,37939,1,1
5547,8099,1,37940,1,1
5548,8909,1,37941,1,1
5549,8909,1,37942,1,1
5550,8909,1,37943,1,1
5551,7691,1,37944,1,1
5552,7691,1,37945,1,1
5553,7691,1,37946,1,1
5555,7691,1,37948,1,1
5557,8021,1,37950,1,1
5558,8021,1,37951,1,1
5559,8021,1,37952,1,1
5560,8021,1,37953,1,1
5561,8025,1,37954,1,1
5563,8025,1,37956,1,1
5564,8025,1,37957,1,1
5565,8105,1,37958,1,1
5566,8105,1,37959,1,1
5568,8105,1,37961,1,1
5569,8105,1,37962,1,1
5570,8844,1,37963,1,1
5571,8844,1,37964,1,1
5572,8844,1,37965,1,1
5573,8844,1,37966,1,1
5574,8844,1,37967,1,1
5576,8845,1,37969,1,1
5577,8845,1,37970,1,1
5578,8845,1,37971,1,1
5579,8845,1,37972,1,1
5580,8848,1,37973,1,1
5582,8848,1,37975,1,1
5583,8848,1,37976,1,1
5585,8159,1,37978,1,1
5587,8159,1,37980,1,1
5588,8159,1,37981,1,1
5590,8160,1,37983,1,1
5591,8160,1,37984,1,1
5592,8160,1,37985,1,1
5594,8581,1,37987,1,1
5596,8581,1,37989,1,1
5597,8581,1,37990,1,1
5598,8581,1,37991,1,1
5599,8581,1,37992,1,1
5602,8987,1,37995,1,1
5603,8987,1,37996,1,1
5604,8987,1,37997,1,1
5605,8987,1,37998,1,1
5606,8600,1,37999,1,1
5608,8600,1,38001,1,1
5609,8600,1,38002,1,1
5611,8600,1,38004,1,1
5613,8355,1,38006,1,1
5614,8355,1,38007,1,1
5615,8355,1,38008,1,1
5616,8355,1,38009,1,1
5617,8355,1,38010,1,1
5618,8357,1,38011,1,1
5619,8357,1,38012,1,1
5620,8357,1,38013,1,1
5622,8357,1,38015,1,1
5623,8357,1,38016,1,1
5624,8357,1,38017,1,1
5626,7099,1,49647,1,3
5627,7099,1,49648,1,3
5628,7099,1,49649,1,3
5633,7100,1,2031,1,3
5634,7100,1,2629,1,3
5635,7100,1,3372,1,3
5641,8849,1,10444,1,1
5642,7692,1,10444,1,1
5673,9271,1,38769,5,0
5674,9201,1,38770,1,1
5675,9201,1,38772,1,1
5676,9201,1,38773,1,1
5677,9201,1,38774,1,1
5678,9201,1,38775,1,1
5679,9201,1,38776,1,1
5680,9201,1,38777,1,1
5681,9201,1,38778,1,1
5682,9201,1,38779,1,1
5683,9201,1,38780,1,1
5684,9201,1,38781,1,1
5685,9201,1,38782,1,1
5686,5306,1,40466,1,1
5687,4954,1,40467,1,1
5688,4954,1,40468,1,1
5689,4767,1,40469,1,1
5690,4767,1,40470,1,1
5691,4926,1,40471,1,1
5692,4926,1,40472,1,1
5693,4961,1,40473,1,1
5694,4745,1,40474,1,1
5695,4796,1,40475,1,1
5696,3753,1,40476,1,1
5697,5648,1,40477,1,1
5698,5648,1,40478,1,1
5699,5653,1,40479,1,1
5700,5653,1,40480,1,1
5701,5552,1,40481,1,1
5702,5552,1,40482,1,1
5703,5555,1,40483,1,1
5704,5671,1,40484,1,1
5705,5843,1,40485,1,1
5706,4970,1,40486,1,1
5707,4970,1,40487,1,1
5744,9213,3,4,10,0
5745,9214,3,4,10,0
5746,9215,3,4,10,0
5747,9216,3,4,10,0
5748,9217,3,4,10,0
5749,9218,3,4,10,0
5750,9219,3,4,10,0
5751,9220,3,4,10,0
5752,9221,3,4,10,0
5753,9222,3,4,10,0
5754,9223,3,4,10,0
5755,9224,3,4,10,0
5756,9225,3,4,10,0
5757,9226,3,4,10,0
5758,9228,3,4,10,0
5759,9233,3,4,10,0
5760,9234,3,4,10,0
5761,9235,3,4,10,0
5762,9236,3,4,10,0
5763,9237,3,4,10,0
5764,9238,3,4,10,0
5765,9239,3,4,10,0
5766,9240,3,4,10,0
5767,9241,3,4,10,0
5768,9242,3,4,1467,0
5769,9243,3,4,2201,0
5770,9244,3,4,3303,0
5771,9245,3,4,1467,0
5772,9246,3,4,2201,0
5773,9247,3,4,3303,0
5774,9249,3,4,1467,0
5775,9250,3,4,2201,0
5776,9251,3,4,3303,0
5777,9252,3,4,1467,0
5778,9253,3,4,2201,0
5779,9254,3,4,3303,0
5780,9404,1,37949,1,1
5781,9404,1,37950,1,1
5782,9404,1,37951,1,1
5783,9404,1,37952,1,1
5784,9404,1,37953,1,1
5785,9056,1,18926,1,1
5786,9056,1,18628,3,1
5787,8987,1,37993,1,1
5788,9412,1,36608,1,1
5789,9412,1,36609,1,1
5790,9412,1,36610,1,1
5792,9202,1,38770,1,1
5793,9202,1,38772,1,1
5794,9202,1,38773,1,1
5795,9202,1,38774,1,1
5796,9202,1,38775,1,1
5797,9202,1,38776,1,1
5798,9202,1,38777,1,1
5799,9202,1,38778,1,1
5800,9202,1,38779,1,1
5801,9202,1,38781,1,1
5802,9202,1,38782,1,1
5803,9202,1,38780,1,1
5876,9207,1,40084,1,1
5877,9207,1,40090,1,1
5878,9207,1,40085,1,1
5879,9207,1,40091,1,1
5880,9207,1,40087,1,1
5881,6236,2,1135,1,0
5882,9207,1,40093,1,1
5883,9207,1,40086,1,1
5884,9207,1,40092,1,1
5885,9207,1,40088,1,1
5886,9207,1,40094,1,1
5887,9207,1,40089,1,1
5888,9207,1,40095,1,1
5889,9428,1,40084,1,1
5890,9428,1,40090,1,1
5891,9428,1,40085,1,1
5892,9428,1,40086,1,1
5893,9428,1,40087,1,1
5894,9428,1,40088,1,1
5895,9428,1,40089,1,1
5896,9428,1,40091,1,1
5897,9428,1,40092,1,1
5898,9428,1,40093,1,1
5899,9428,1,40094,1,1
5900,9428,1,40095,1,1
5901,3925,1,42089,1,1
5902,3925,1,42090,1,1
5903,3925,1,42091,1,1
5904,3925,1,42092,1,1
5905,3925,1,42093,1,1
5906,3925,1,42094,1,1
5907,6972,1,42174,1,1
5908,6972,1,42175,1,1
5909,6972,1,42176,1,1
5910,6972,1,42177,1,1
5911,6972,1,42178,1,1
5912,6972,1,42179,1,1
5913,5515,1,42180,1,1
5914,5515,1,42181,1,1
5915,5515,1,42182,1,1
5916,5515,1,42183,1,1
5917,5515,1,42184,1,1
5918,5515,1,42185,1,1
5925,4967,1,42192,1,1
5926,4967,1,42193,1,1
5927,4967,1,42194,1,1
5928,4967,1,42195,1,1
5929,4967,1,42196,1,1
5930,4967,1,42197,1,1
5931,5643,1,42198,1,1
5932,5643,1,42199,1,1
5933,5643,1,42200,1,1
5934,5643,1,42201,1,1
5935,5643,1,42202,1,1
5936,5643,1,42203,1,1
5937,4812,1,42204,1,1
5938,4812,1,42205,1,1
5939,4812,1,42206,1,1
5940,4812,1,42207,1,1
5941,4812,1,42208,1,1
5942,4812,1,42209,1,1
5943,3902,1,42210,1,1
5944,3902,1,42211,1,1
5945,3902,1,42212,1,1
5946,3902,1,42213,1,1
5947,3902,1,42214,1,1
5948,3902,1,42215,1,1
5949,9160,1,41983,1,1
5950,9160,1,41984,1,1
5951,9159,1,41983,1,1
5952,9159,1,41984,1,1
5953,9448,3,4,250,0
5954,9438,3,4,250,0
5957,9449,3,4,250,0
5958,9469,3,4,250,0
5959,9512,2,480,1337,0
5960,9513,2,789,2850,0
5961,9367,1,42828,1,0
5962,9368,1,42829,1,0
5963,7441,1,42431,1,1
5969,5444,1,44445,1,1
5970,6591,1,44446,1,1
5971,6629,1,44447,1,1
5972,4530,1,44448,1,1
5980,4908,1,44457,1,1
5984,5722,1,44461,1,1
5985,5535,1,44462,1,3
5987,5332,1,44464,1,1
5989,7763,1,44466,1,1
5999,8159,1,44476,1,1
6000,8600,1,44477,1,1
6001,9156,1,36612,1,0
6002,9157,1,36613,1,0
6004,8994,1,45217,1,1
6005,8994,1,45218,1,1
6006,8994,1,45219,1,1
6008,8994,1,45221,1,1
6009,8994,1,45222,1,1
6011,8994,1,45224,1,1
6012,8994,1,45225,1,1
6014,9002,1,45217,1,1
6015,9002,1,45218,1,1
6016,9002,1,45219,1,1
6018,9002,1,45221,1,1
6019,9002,1,45222,1,1
6021,9002,1,45224,1,1
6022,9002,1,45225,1,1
6023,8997,1,45226,1,1
6024,8997,1,45227,1,1
6025,8997,1,45228,1,1
6027,9006,1,45230,1,1
6028,9006,1,45231,1,1
6029,9006,1,45232,1,1
6031,9001,1,45234,1,1
6035,9001,1,45238,1,1
6036,9001,1,45239,1,1
6038,9122,1,45241,1,1
6039,9122,1,45242,1,1
6041,9122,1,45244,1,1
6042,9122,1,45245,1,1
6043,9122,1,45246,1,1
6044,9122,1,45247,1,1
6046,9122,1,45249,1,1
6047,9123,1,45250,1,1
6049,9123,1,45252,1,1
6050,9123,1,45253,1,1
6052,9123,1,45255,1,1
6053,9123,1,45256,1,1
6054,9123,1,45257,1,1
6056,9123,1,45259,1,1
6058,9161,1,45261,1,1
6062,9161,1,45265,1,1
6064,9061,1,45267,1,1
6065,9061,1,45268,1,1
6067,9061,1,45270,1,1
6068,9061,1,45271,1,1
6069,9061,1,45272,1,1
6071,9061,1,45274,1,1
6072,9061,1,45275,1,1
6073,9068,1,45276,1,1
6075,9068,1,45278,1,1
6077,9068,1,45280,1,1
6078,9068,1,45281,1,1
6079,9068,1,45282,1,1
6080,9068,1,45283,1,1
6082,9068,1,45285,1,1
6083,9014,1,45286,1,1
6087,9014,1,45290,1,1
6088,9014,1,45291,1,1
6090,9015,1,45293,1,1
6091,9015,1,45294,1,1
6093,9015,1,45296,1,1
6094,9015,1,45297,1,1
6095,9015,1,45298,1,1
6096,9015,1,45299,1,1
6098,9015,1,45301,1,1
6100,9016,1,45303,1,1
6101,9016,1,45304,1,1
6103,9016,1,45306,1,1
6104,9016,1,45307,1,1
6105,9016,1,45308,1,1
6106,9016,1,45309,1,1
6107,9016,1,45310,1,1
6121,9056,1,45324,1,1
6122,9056,1,45325,1,1
6123,9056,1,45326,1,1
6141,9009,1,45234,1,1
6145,9009,1,45238,1,1
6146,9009,1,45239,1,1
6148,9063,1,45241,1,1
6149,9063,1,45242,1,1
6151,9063,1,45244,1,1
6152,9063,1,45245,1,1
6153,9063,1,45246,1,1
6154,9063,1,45247,1,1
6156,9063,1,45249,1,1
6157,9064,1,45250,1,1
6159,9064,1,45252,1,1
6160,9064,1,45253,1,1
6162,9064,1,45255,1,1
6163,9064,1,45256,1,1
6164,9064,1,45257,1,1
6166,9064,1,45259,1,1
6168,9149,1,45261,1,1
6172,9149,1,45265,1,1
6173,9476,1,45372,1,0
6174,9110,1,18919,1,0
6175,9581,1,45902,1,1
6176,9581,1,45903,1,1
6177,9581,1,45904,1,1
6178,9581,1,45905,1,1
6179,9581,1,45906,1,1
6180,9581,1,45907,1,1
6181,9582,1,45902,1,1
6182,9582,1,45903,1,1
6183,9582,1,45904,1,1
6184,9582,1,45905,1,1
6185,9582,1,45906,1,1
6186,9582,1,45907,1,1
6199,9229,1,46871,1,0
6200,9230,1,46871,1,0
6203,9200,1,47155,1,0
6204,7099,1,49650,1,3
6205,7099,1,49651,1,3
6206,7099,1,49652,1,3
6207,7099,1,49653,1,3
6208,7098,1,49647,1,3
6209,7098,1,49648,1,3
6210,7098,1,49649,1,3
6211,7098,1,49650,1,3
6212,7098,1,49651,1,3
6213,7098,1,49652,1,3
6214,7098,1,49653,1,3
6215,7074,1,44099,1,3
6216,7074,1,44094,1,3
6217,7074,1,37106,1,3
6218,7074,1,38317,1,3
6219,7074,1,38318,1,3
6220,7084,1,44099,1,3
6221,7084,1,44094,1,3
6222,7084,1,37106,1,3
6223,7084,1,38317,1,3
6224,7084,1,38318,1,3
6225,7091,1,44099,1,3
6226,7091,1,44094,1,3
6227,7091,1,37106,1,3
6228,7091,1,38317,1,3
6229,7091,1,38318,1,3
6230,7072,1,44099,1,3
6231,7072,1,44094,1,3
6232,7072,1,37106,1,3
6233,7072,1,38317,1,3
6234,7072,1,38318,1,3
6235,7083,1,44099,1,3
6236,7083,1,44094,1,3
6237,7083,1,37106,1,3
6238,7083,1,38317,1,3
6239,7083,1,38318,1,3
6240,7090,1,44099,1,3
6241,7090,1,44094,1,3
6242,7090,1,37106,1,3
6243,7090,1,38317,1,3
6244,7090,1,38318,1,3
6245,9585,1,44863,1,0
6246,9585,1,44865,1,0
6247,9585,3,2,1500,0
6248,8778,2,927,362,0
6249,7210,2,927,50,0
6250,7211,2,754,100,0
6251,7212,2,754,100,0
6252,7387,2,755,147,0
6253,7386,2,755,294,0
6254,7393,2,755,100,0
6255,7395,2,755,100,0
6256,7396,2,755,100,0
6257,7397,2,755,100,0
6258,7398,2,755,100,0
6259,7403,2,927,50,0
6260,7404,2,927,50,0
6261,7405,2,927,50,0
6262,7406,2,754,100,0
6263,7407,2,754,100,0
6264,7408,2,754,100,0
6265,7410,2,927,50,0
6266,7411,2,927,50,0
6267,7412,2,927,50,0
6268,7413,2,754,100,0
6269,7414,2,754,100,0
6270,8562,2,755,73,0
6297,7391,2,928,200,0
6298,7392,2,928,200,0
6299,7394,2,928,200,0
6300,7767,2,928,200,0
6301,7768,2,928,200,0
6302,7769,2,928,200,0
6303,7770,2,928,200,0
6304,7218,2,928,200,0
6305,7219,2,928,200,0
6306,7220,2,928,200,0
6307,5539,2,927,100,0
6308,3890,2,755,50,0
6309,3891,2,755,50,0
6311,3901,2,755,50,0
6312,3902,2,755,50,0
6313,3932,2,755,50,0
6314,3947,2,755,50,0
6315,5910,2,755,50,0
6316,5928,2,755,50,0
6317,5933,2,755,50,0
6318,5944,2,755,50,0
6319,5955,2,755,50,0
6320,5973,2,755,50,0
6321,5976,2,755,50,0
6322,5977,2,755,50,0
6323,5978,2,755,50,0
6324,5979,2,755,50,0
6325,5980,2,755,50,0
6331,5832,2,755,100,0
6332,5833,2,755,100,0
6333,5834,2,755,100,0
6334,5835,2,755,100,0
6335,5836,2,755,100,0
6336,5838,2,755,100,0
6337,5839,2,755,100,0
6338,5840,2,755,100,0
6339,5841,2,755,100,0
6340,5946,2,755,100,0
6341,5945,2,755,100,0
6342,6025,2,755,100,0
6343,7419,2,755,100,0
6344,7420,2,755,100,0
6345,7421,2,755,100,0
6346,7422,2,755,100,0
6347,7423,2,755,100,0
6348,7426,2,755,100,0
6349,7427,2,755,100,0
6350,7428,2,755,100,0
6351,7430,2,755,100,0
6352,7431,2,755,100,0
6353,7432,2,755,100,0
6354,7433,2,755,100,0
6355,7434,2,755,100,0
6356,5540,2,927,50,0
6357,5541,2,927,50,0
6358,5542,2,927,50,0
6359,5543,2,927,50,0
6360,5544,2,927,50,0
6361,5545,2,927,50,0
6362,5546,2,927,50,0
6363,5547,2,927,50,0
6365,5578,2,927,100,0
6366,5572,2,927,50,0
6367,5574,2,927,50,0
6368,5576,2,927,50,0
6369,5577,2,927,50,0
6370,5588,2,927,100,0
6371,5587,2,927,100,0
6372,5586,2,927,50,0
6373,5585,2,927,50,0
6374,7900,2,927,50,0
6375,7901,2,927,50,0
6376,7902,2,927,50,0
6377,7903,2,927,50,0
6378,7904,2,927,50,0
6379,7905,2,927,50,0
6380,7906,2,927,50,0
6381,7907,2,927,50,0
6382,7908,2,927,50,0
6383,7909,2,927,50,0
6384,7910,2,927,50,0
6385,7911,2,927,50,0
6386,7912,2,927,50,0
6387,7913,2,927,50,0
6388,7143,2,927,50,0
6389,7144,2,927,50,0
6390,7145,2,927,50,0
6391,7146,2,927,50,0
6392,7147,2,927,50,0
6393,7148,2,927,50,0
6394,7149,2,927,50,0
6395,7150,2,927,50,0
6396,7151,2,927,50,0
6397,7152,2,927,50,0
6398,7153,2,927,50,0
6399,7155,2,927,50,0
6400,7156,2,927,50,0
6401,7157,2,927,50,0
6402,7159,2,927,50,0
6403,7160,2,927,50,0
6404,7161,2,927,50,0
6405,7162,2,927,50,0
6406,7163,2,927,50,0
6407,7164,2,927,50,0
6408,7189,2,927,50,0
6409,7190,2,927,50,0
6410,7191,2,927,50,0
6411,7192,2,927,50,0
6412,7205,2,927,50,0
6413,7206,2,927,50,0
6414,7207,2,927,50,0
6415,7400,2,927,50,0
6416,7170,2,754,100,0
6417,7171,2,754,100,0
6418,7172,2,754,100,0
6419,6366,2,929,250,0
6420,9376,1,48169,1,0
6421,9387,1,48171,1,0
6422,9375,1,48170,1,0
6423,9390,1,44099,1,3
6424,9390,1,44094,1,3
6425,9390,1,37106,1,3
6426,9390,1,38317,1,3
6427,9390,1,38318,1,3
6428,9617,1,44099,1,3
6429,9617,1,44094,1,3
6430,9617,1,37106,1,3
6431,9617,1,38317,1,3
6432,9617,1,38318,1,3
6433,9616,1,44099,1,3
6434,9616,1,44094,1,3
6435,9616,1,37106,1,3
6436,9616,1,38317,1,3
6437,9616,1,38318,1,3
6439,9179,1,48794,1,1
6440,9179,1,48795,1,1
6442,9179,1,48797,1,1
6443,9179,1,48798,1,1
6444,9179,1,48799,1,1
6446,9179,1,48801,1,1
6447,9179,1,48802,1,1
6450,9185,1,48794,1,1
6451,9185,1,48795,1,1
6452,9185,1,48796,1,3
6453,9185,1,48797,1,1
6454,9185,1,48798,1,1
6455,9185,1,48799,1,1
6457,9185,1,48801,1,1
6458,9185,1,48802,1,1
6461,9174,1,48805,1,1
6462,9174,1,48806,1,1
6463,9174,1,48807,1,1
6464,9211,1,48804,1,3
6465,9211,1,48805,1,3
6466,9211,1,48806,1,3
6467,9211,1,48807,1,3
6468,9191,1,48808,1,1
6469,9191,1,48809,1,1
6470,9191,1,48810,1,1
6472,9191,1,48812,1,1
6473,9191,1,48813,1,1
6474,9191,1,48814,1,1
6475,9191,1,48815,1,1
6476,9188,1,48808,1,1
6477,9188,1,48809,1,1
6478,9188,1,48810,1,1
6480,9188,1,48812,1,1
6481,9188,1,48813,1,1
6482,9188,1,48814,1,1
6483,9188,1,48815,1,1
6484,9197,1,48816,1,1
6485,9197,1,48817,1,1
6487,9197,1,48819,1,1
6488,9197,1,48820,1,1
6489,9197,1,48821,1,1
6490,9197,1,48822,1,1
6491,9197,1,48823,1,1
6493,9192,1,48825,1,1
6494,9192,1,48826,1,1
6497,9192,1,48829,1,1
6498,9192,1,48830,1,1
6499,9193,1,48831,1,1
6500,9193,1,48832,1,1
6502,9193,1,48834,1,1
6503,9193,1,48835,1,1
6504,9193,1,48836,1,1
6505,9193,1,48837,1,1
