"ID","Description","HeightScale","HeightOffset","ParallaxScale","ParallaxOffset","MetersPerTextureTile","ColorMapPath","NormalMapPath","AverageColor","Projection","materialType","worldClutterId00","worldClutterId01","worldClutterId02","worldClutterId03","specularPower","emissiveGlow","scrollSpeed00","scrollSpeed01"
637,"Farside_Rock_Scraped_Eldan_001_XY",1,0,0,0,8,"Art\Terrain\_Farside\terrain_farside_rock_scraped_eldan_001_color.tex","Art\Terrain\_Farside\terrain_farside_rock_scraped_eldan_001_dxtnormal.tex",2202879307,1,11,0,0,0,0,0,0,0,0
638,"Algoroc_Sand",0.5,0.5,0,0,8,"Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Color.tex","Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Normal.tex",2140112497,0,10,0,0,0,0,0,0,0,0
639,"Farside_Rock_Scraped_Eldan_001_ZY",1,0,0,0,8,"Art\Terrain\_Farside\terrain_farside_rock_scraped_eldan_001_color.tex","Art\Terrain\_Farside\terrain_farside_rock_scraped_eldan_001_dxtnormal.tex",2202879307,2,11,0,0,0,0,0,0,0,0
640,"Terrain_Honey_Scrolling",1,0,-16,-16,8,"Art\Terrain\_Auroria\Terrain_Honey_000_color.tex","Art\Terrain\_Auroria\terrain_honey_000_dxtnormal.tex",2141865728,0,17,0,0,0,0,0,0,0.15,-0.25
641,"Gold_Coins_000",2,0,0,0,2,"Art\Terrain\_Skullcano\Terrain_GoldCoins_000_color.tex","Art\Terrain\_Skullcano\terrain_goldcoins_000_dxtnormal.tex",1635146246,0,2,0,233,0,0,0,0,0,0
642,"Gold_Coins_001",1,0,0,0,4,"Art\Terrain\_Skullcano\Terrain_GoldCoins_001_color.tex","Art\Terrain\_Skullcano\Terrain_GoldCoins_001_normal.tex",1837590537,0,2,0,0,0,0,0,0,0,0
643,"Wilderrun_Sand",0.5,0.5,0,0,8,"Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Color.tex","Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Normal.tex",2140112497,0,10,189,157,159,158,0,0,0,0
644,"EverstarGroveTech_Eldan_Plasma",1,0,0,0,8,"Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_000_Color.tex","Art\Terrain\Tech\Terrain_Tech_Eldan_Plasma_000_Normal.tex",2156585816,0,17,0,0,0,0,0,4280311575,1,0
645,"Tech_Eldan_Bark_000",1,0,0,0,8,"Art\Terrain\Tech\Tech_Eldan_Bark_000_color.tex","Art\Terrain\Tech\tech_eldan_bark_000_dxtnormal.tex",2199988252,0,2,0,0,0,0,0,0,0,0
646,"Everstar_TermiteYellowGlobs",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Normal.tex",2106352445,0,1,0,0,0,0,0,0,0,0
647,"Farside_MoonRock_Cracked_med",1,0,0,0,32,"Art\Terrain\_Farside\Terrain_Farside_Rock_FlatCracked_000_Color.tex","Art\Terrain\_Farside\terrain_farside_rock_flatcracked_000_dxtnormal.tex",2171496555,0,11,404,232,0,0,0,0,0,0
648,"Farside_MoonRock_Cracked_large",1,0,0,0,128,"Art\Terrain\_Farside\Terrain_Farside_Rock_FlatCracked_000_Color.tex","Art\Terrain\_Farside\terrain_farside_rock_flatcracked_000_dxtnormal.tex",2171496555,0,11,404,232,405,406,0,0,0,0
649,"Farside_MoonRock_FlatDusty_med",1,0,0,0,16,"Art\Terrain\_Farside\Terrain_Farside_Rock_DustyFlat_000_Color.tex","Art\Terrain\_Farside\terrain_farside_rock_dustyflat_000_dxtnormal.tex",2155245684,0,11,398,399,382,383,0,0,0,0
650,"Everstar_TermiteFlat",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Normal.tex",2154186571,0,1,0,0,0,0,0,0,0,0
651,"Torine_CreepCraters",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Normal.tex",2153988936,0,1,0,0,0,0,0,0,0,0
652,"Torine_CreepFlat",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Normal.tex",2154186571,0,1,0,0,0,0,0,0,0,0
653,"Torine_CreepGlobs",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Normal.tex",2106352445,0,1,0,0,0,0,0,0,0,0
654,"Farside_Dunes",1,0,0,0,16,"Art\Terrain\_Farside\terrain_farside_dunes_000_color.tex","Art\Terrain\_Farside\terrain_farside_dunes_000_dxtnormal.tex",2119522139,0,10,407,408,409,410,0,0,0,0
656,"Auroria_TermiteCraters",1,1,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_000_Normal.tex",2153988936,0,1,0,0,0,0,0,0,0,0
657,"HalonRing_Road",1,0,0,0,8,"Art\Terrain\_HalonRing\Terrain_Road_HalonRing_Color.tex","Art\Terrain\_Malgrave\Terrain_Road_Malgrave_GreenYellow_Normal.tex",2149526578,0,13,485,486,0,0,0,0,0,0
658,"Farside_Flora_Alien_Slime",3,0,-0.5,0,16,"Art\Terrain\_HalonRing\Terrain_Rock_MoonSlime_YellowGreen_000_Color.tex","Art\Terrain\_HalonRing\Terrain_Rock_MoonSlime_YellowGreen_000_Normal.tex",2134927481,0,1,0,0,0,0,0,4291676874,0,0
659,"Auroria_Ore_XY",2,0,1,0,16,"Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Color.tex","Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Normal.tex",2234461757,1,15,0,0,0,0,0,0,0,0
660,"Auroria_Ore_ZY",2,0,1,0,32,"Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Color.tex","Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Normal.tex",2234461757,2,15,0,0,0,0,0,0,0,0
661,"OBSOLETE_Strain_001",1,0,0,0,32,"Art\Terrain\_Grimvault\Terrain_Strain_Base_000_Color.tex","Art\Terrain\_Grimvault\Terrain_Strain_Base_000_Normal.tex",2169848210,0,0,0,0,0,0,0,0,0,0
662,"Celestion_Roots_Up-Down",1,0,0,0,32,"Art\Terrain\_Celestian\terrain_celestion_bark_000_color.tex","Art\Terrain\_Celestian\terrain_celestion_bark_000_normal.tex",2152941860,0,3,0,0,0,0,0,0,0,0
663,"Corrupted_Water_000",1,0,-6,3,16,"Art\Terrain\_Grimvault\Corrupted_Water_000_color.tex","Art\Terrain\_Grimvault\corrupted_water_000_dxtnormal.tex",2187928716,0,1,0,0,0,0,0,0,0,0
664,"OBSOLETE_Strain_Veins_000",1,0,0,0,8,"Art\Terrain\_Grimvault\Corrupted_Water_001_color.tex","Art\Terrain\_Grimvault\Corrupted_Water_001_normal.tex",2183795533,0,0,0,0,0,0,0,0,0,0
665,"Corrupted_Black_Organic_000",1,0,0,0,2,"Art\Terrain\_Grimvault\Corrupted_BlackOrganic_000_color.tex","Art\Terrain\_Grimvault\corrupted_blackorganic_000_dxtnormal.tex",2250322234,0,0,0,0,0,0,0,0,0,0
666,"Grimvault_Road",1,0,0,0,8,"Art\Terrain\_Grimvault\Corrupted_BlackOrganic_001_color.tex","Art\Terrain\_Grimvault\corrupted_blackorganic_001_dxtnormal.tex",2133270572,0,5,0,247,0,0,0,0,0,0
667,"Corrupted_Rock_000",1,0,0,0,8,"Art\Terrain\_Grimvault\Corrupted_Rock_000_color.tex","Art\Terrain\_Grimvault\Corrupted_Rock_000_normal.tex",2170772086,0,11,28,246,28,28,0,0,0,0
668,"Corrupted_Rock_001",1,0,0,0,4,"Art\Terrain\_Grimvault\Corrupted_Rock_001_color.tex","Art\Terrain\_Grimvault\corrupted_rock_001_dxtnormal.tex",2184126541,0,1,28,243,244,245,0,0,0,0
669,"Dominion_TechPlates_Large_Auroria",1,1,0,0,32,"Art\Terrain\Tech\Tech_Dominion_Plating_000_Color.tex","Art\Terrain\Tech\Tech_Dominion_Plating_000_Normal.tex",2134325565,0,2,0,0,0,0,0,0,0,0
670,"Dominion_TechPlates_Base_Auroria",3,1,0,0,16,"Art\Terrain\Tech\Tech_Dominion_Flattener_000_Color.tex","Art\Terrain\Tech\Tech_Dominion_Flattener_000_Normal.tex",2151102781,0,2,0,0,0,0,0,0,0,0
671,"Dominion_TechPlates_Detail_Auroria",3,1,0,0,32,"Art\Terrain\Tech\Tech_Dominion_Details_000_Color.tex","Art\Terrain\Tech\tech_dominion_details_000_dxtnormal.tex",2167551029,0,16,0,0,0,0,0,0,0,0
672,"Corrupted_Grass",3,0,0,0,4,"Art\Terrain\_Grimvault\Terrain_Corrupted_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Color.tex","Art\Terrain\_Grimvault\terrain_corrupted_grass_crisplongdirectional_greendarkdesaturated_000_dxtnormal.tex",2167552331,0,8,248,249,365,366,0,0,0,0
673,"Celestion_Bones",5,0,0,0,16,"Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Color.tex","Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Normal.tex",2134717732,0,15,359,358,0,0,0,0,0,0
676,"Terrain_Strain_Soft_Flattener_000",1,0,0,0,8,"Art\Terrain\_Grimvault\Terrain_Strain_soft_Flattener_000_color.tex","Art\Terrain\_Grimvault\terrain_strain_flattener_000_dxtnormal.tex",2203272313,0,1,0,0,0,0,0,0,0,0
677,"Terrain_Strain_Soft_Main_0002",2,0,0,0,16,"Art\Terrain\_Grimvault\Terrain_Strain_soft_main_000_color.tex","Art\Terrain\_Grimvault\terrain_strain_soft_main_000_normal.tex",2118988406,0,5,0,346,347,348,0,0,0,0
678,"Terrain_Strain_Soft_Unique",1,0,-1,0.5,8,"Art\Terrain\_Grimvault\terrain_strain_soft_unique_000_color.tex","Art\Terrain\_Grimvault\terrain_strain_soft_unique_000_dxtnormal.tex",2169324393,0,17,0,352,353,0,0,0,0,0
679,"LevianBay_Sand_Stones",3,0,-0.5,0,8,"Art\Terrain\_Malgrave\Terrain_RoadStones_Malgrave_Color.tex","Art\Terrain\_Malgrave\Terrain_RoadStones_Malgrave_Normal.tex",2139188285,0,15,0,0,0,0,0,0,0,0
680,"Terrain_Strain_Hard_Ribbed_UPDOWN",1.5,0,-1,0.5,32,"Art\Terrain\_Grimvault\Terrain_Strain_Hard_Pattern_000_color.tex","Art\Terrain\_Grimvault\Terrain_Strain_Hard_Pattern_000_normal.tex",2184130125,0,5,0,0,0,0,0,0,0,0
681,"Terrain_Strain_Hard_Main_001",1,0,0,0,8,"Art\Terrain\_Grimvault\Terrain_Strain_soft_Flattener_001_color.tex","Art\Terrain\_Grimvault\terrain_strain_soft_flattener_001_normal.tex",2168273232,0,5,0,342,343,0,0,0,0,0
682,"Terrain_Strain_Hard_Flattener_001",1,0,0,0,8,"Art\Terrain\_Grimvault\Terrain_Strain_soft_Flattener_002_color.tex","Art\Terrain\_Grimvault\terrain_strain_soft_flattener_002_normal.tex",2167878731,0,5,389,243,244,245,0,0,0,0
683,"Terrain_Strain_Goo_000",1,0,-1,0.5,8,"Art\Terrain\_Grimvault\Terrain_Strain_Goo_000_Color.tex","Art\Terrain\_Grimvault\Terrain_Strain_Goo_000_Normal.tex",2151704694,0,17,0,344,345,346,0,13429233,0.02,0
684,"Deradune_Bones",5,0,0,0,8,"Art\Terrain\_Malgrave\Terrain_Bones_Pile_Bleached_000_Color.tex","Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Normal.tex",2140503627,0,15,0,91,0,0,0,0,0,0
685,"Halon_Rock_Slanted_000",1,0,0,0,32,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_normal.tex",2149530187,0,11,0,0,0,0,0,0,0,0
686,"Halon_Rock_Slanted_000_XY",1,0,0,0,32,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_normal.tex",2149530187,1,11,0,0,0,0,0,0,0,0
687,"Halon_Rock_Slanted_000_ZY",1,0,0,0,32,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_000_normal.tex",2149530187,2,11,0,0,0,0,0,0,0,0
688,"Halon_Rock_Slanted_001",1,0,0,0,32,"Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_001_color.tex","Art\Terrain\_HalonRing\terrain_rock_slanted_bluegreydark_001_normal.tex",2132752971,0,11,0,0,0,0,0,0,0,0
689,"Celestionr_RoundStones",3,0,-2,1,16,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,15,20,0,0,0,0,0,0,0
690,"Datascape_Earth_Dirt",2,0,0,0,8,"Art\Terrain\_Algoroc\Terrain_Algoroc_Dirt_DryGravelBits_Rust_000_Color.tex","Art\Terrain\_Algoroc\Terrain_Algoroc_Dirt_DryGravelBits_Rust_000_Normal.tex",2153790756,0,7,181,182,183,184,0,0,0,0
691,"Datascape_Water_Snow",1,0.5,-0.5,0,8,"Art\Terrain\Snow\Terrain_Snow_LightSoftPowder_BlueLight_000_Color.tex","Art\Terrain\Snow\Terrain_Snow_LightSoftPowderSoftRim_PurpleLight_000_Normal.tex",2176372711,0,6,28,199,200,201,0,0,0,0
692,"Datascape_Fire_LavaRock",2,0,0,0,16,"Art\Terrain\Mud\Terrain_Lava_Datascape_Color.tex","Art\Terrain\Mud\Terrain_Lava_Datascape_Normal.tex",2117219634,0,17,0,375,374,376,0,0,0,0
693,"Datascape_Fire_Lava",1,0,0,0,16,"Art\Terrain\_Skullcano\Terrain_Lava_Skullcano_000_Color.tex","Art\Terrain\_Skullcano\terrain_lava_skullcano_000_dxtnormal.tex",2176005385,0,17,28,223,0,0,0,4294170133,-0.5,0.25
694,"Datascape_Fire_RockFlattener",10,1,-2,0,32,"Art\Terrain\_Skullcano\Terrain_Rock_SquareCirclesCracks_gray_000_Color.tex","Art\Terrain\_Malgrave\Terrain_Rock_SquareCirclesCracks_brown_01_Normal.tex",2169195867,0,11,0,289,290,291,0,0,0,0
695,"Datascape_Earth_Dirt_DryRippled",1,0,0,0,8,"Art\Terrain\_Algoroc\Terrain_Algoroc_Dirt_Dry_000_Diffuse.tex","Art\Terrain\_Algoroc\Terrain_Algoroc_Dirt_Dry_000_Normal.tex",2138325281,0,12,187,169,170,186,48,0,0,0
696,"Datascape_Water_Ice_Wall_XY",3,0,-4,-2,128,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2087422632,1,9,0,0,0,0,0,0,0,0
697,"Datascape_Water_Ice_Wall_ZY",3,0,-4,-2,128,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2087422632,2,9,0,0,0,0,0,0,0,0
698,"Datascape_Water_Ice_Aerated",3,0,-16,16,8,"Art\Terrain\Ice\Terrain_Ice_SmoothAerated_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_SmoothAerated_Blue_000_Normal.tex",2155121317,0,9,0,0,0,0,0,0,0,0
699,"Datascape_Water_Ice_Cracked_ZY_32",1,0,4,-2,16,"Art\Terrain\_Whitevale\Terrain_Ice_Whitevale_Cracked_000_Color.tex","Art\Terrain\_Whitevale\Terrain_Ice_Whitevale_Cracked_000_Normal.tex",2117955485,2,9,0,0,0,0,0,0,0,0
700,"Datascape_Water_Ice_Cracked_XY_32",1,0,4,-2,16,"Art\Terrain\_Whitevale\Terrain_Ice_Whitevale_Cracked_000_Color.tex","Art\Terrain\_Whitevale\Terrain_Ice_Whitevale_Cracked_000_Normal.tex",2117955485,1,9,0,0,0,0,0,14869494,0,0
701,"Ellevar_Gravel_Mud",4,0,0,0,16,"Art\Terrain\Gravel\Terrain_Gravel_WavyCutSand_GreenBrown_001_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_WavyCutSand_GreenBrown_000_Normal.tex",2135639362,0,15,28,272,0,0,0,0,0,0
702,"Ellevar_StripMined_ZY",1,0,0,0,64,"Art\Terrain\_Ellevar\Terrain_Ellevar_Rock_StripMined_000_Diffuse.tex","Art\Terrain\Rock\Terrain_Rock_StripMined_000_Normal.tex",2169526363,2,11,0,0,0,0,0,0,0,0
703,"Ellevar_StripMined_XY",1,0,0,0,64,"Art\Terrain\_Ellevar\Terrain_Ellevar_Rock_StripMined_000_Diffuse.tex","Art\Terrain\Rock\Terrain_Rock_StripMined_000_Normal.tex",2169526363,1,11,0,0,0,0,0,0,0,0
704,"Dreadmoor_MountainStone_Small_XY",1,1,0,0,32,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,1,11,0,0,0,0,0,0,0,0
705,"Dreadmoor_MountainStone_Small_XZ",1,0,0,0,16,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,0,11,0,0,0,0,0,0,0,0
706,"Dreadmoor_MountainStone_Small_ZY",1,0,0.1,-0.05,32,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
707,"Dreadmoor_MountainStone_XY",3,0,0,0,128,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,1,11,0,0,0,0,0,0,0,0
708,"Dreadmoor_MountainStone_ZY",3,0,0.1,-0.05,128,"Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
709,"Dreadmoor_RoundStones",3,0,-1,0.5,8,"Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SmoothRoundStonesMossy_GreyGreen_000_Normal.tex",2151696701,0,15,20,0,0,0,0,0,0,0
710,"Dreadmoor_Dirt_Clumpy",0,2,-0.5,0,8,"Art\Terrain\_Auroria\Terrain_Dirt_DryFertile_Auroria_000_redo_Color.tex","Art\Terrain\_Auroria\Terrain_Dirt_DryFertile_Auroria_000_Normal.tex",2153661735,0,7,0,0,0,0,0,0,0,0
711,"Dreadmoor_GreenGrass",2,0,0,0,4,"Art\Terrain\Grass\Terrain_Grass_LongDirectional_YellowGreen_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_LongDirectional_YellowGreen_000_Normal.tex",2154524447,0,8,22,106,107,188,0,0,0,0
712,"PEI_MountainStone_Small_XY",1,1,0,0,32,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,1,11,0,0,0,0,0,0,0,0
713,"PEI_MountainStone_ZY",3,0,0.1,-0.05,128,"Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\terrain\rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
714,"PEI_MountainStone_Small_ZY",1,0,0.1,-0.05,32,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,2,11,0,0,0,0,0,0,0,0
715,"PEI_MountainStone_XY",3,0,0,0,128,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,1,11,0,0,0,0,0,0,0,0
716,"PEI_MountainStone_Small_XZ",1,0,0,0,16,"Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_color.tex","Art\Terrain\Rock\Terrain_Rock_JaggedAngularBumped_GreyLight_000_Normal.tex",2135774555,0,11,0,0,0,0,0,0,0,0
717,"PEI_GroundStone_XZ",3,0,-0.1,0.02,8,"Art\Terrain\Rock\Terrain_Rock_EllevarMicro_Grey_Color.tex","Art\Terrain\Rock\Terrain_Rock_EllevarMicro_Grey_Normal.tex",2253215064,0,11,0,0,0,0,0,0,0,0
718,"PEI_StoneFlattener",0,1,-0.1,0.05,64,"Art\Terrain\_Wilderun\Terrain_Rock_Flattener_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Rock_Flattener_Wilderun_000_Normal.tex",2169856085,0,11,0,0,0,0,0,0,0,0
719,"PEI_Ellevar_Mud",3,1,-0.7,0.025,4,"Art\Terrain\Mud\Terrain_Mud_DriedBubbly_BrownDark_000_Color.tex","Art\Terrain\Mud\Terrain_Mud_DriedBubbly_BrownDark_000_Normal.tex",2168997170,0,7,0,0,0,0,0,0,0,0
720,"Dreadmoor_StoneFlattener_XY",0,1,-0.1,0.05,32,"Art\Terrain\Rock\Terrain_Rock_EllevarMicroSmooth_Grey_Color.tex","Art\Terrain\Dev\Terrain_Dev_1_Normal.tex",2152749147,1,11,0,0,0,0,0,0,0,0
721,"Dreadmoor_StoneFlattener_ZY",0,1,-0.1,0.05,32,"Art\Terrain\Rock\Terrain_Rock_EllevarMicroSmooth_Grey_Color.tex","Art\Terrain\Dev\Terrain_Dev_1_Normal.tex",2152749147,2,11,0,0,0,0,0,0,0,0
722,"RuinsOfKelvoreth_Sand",0.5,0.5,0,0,8,"Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Color.tex","Art\Terrain\Sand\Terrain_Sand_WavyWRockbits_TanGrey_000_Normal.tex",2140112497,0,10,189,157,158,159,0,0,0,0
723,"Wilderrun_Rock_StriatedCracked_ZY",4,1,1,1,128,"Art\Terrain\Rock\Terrain_Rock_StriatedCracked_GreyDark_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_StriatedCracked_GreyDark_000_Normal.tex",2151497527,2,11,0,0,0,0,0,0,0,0
724,"Wilderrun_Rock_StriatedCracked_XY",4,1,1,1,128,"Art\Terrain\Rock\Terrain_Rock_StriatedCracked_GreyDark_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_StriatedCracked_GreyDark_000_Normal.tex",2151497527,1,11,0,0,0,0,0,0,0,0
725,"Warplot_Shale_Horizontal_XY",1,0,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_normal.tex",2101691458,1,11,0,0,0,0,0,0,0,0
726,"Not in use",3,1,-0.7,0.025,16,"Art\Terrain\_Whitevale\Terrain_Dirt_CrumbledPeebles_Whitevale_000.tex","Art\Terrain\_HalonRing\Terrain_Rock_CrumbledPeebles_BlueGrey_000_normal.tex",2104781904,0,7,38,0,0,0,0,0,0,0
727,"Warplot_Dirt_Cracked",3,0,-0.5,0,8,"Art\Terrain\_Warplot\terrain_warplot_dirt_cracked_000_color.tex","Art\Terrain\_Deradune\Terrain_Dirt_Cracked_Deradune_000_Normal.tex",2153073725,0,7,0,0,0,0,0,0,0,0
728,"Warplot_Dirt_DryRippled",1,0,0,0,8,"Art\Terrain\_Warplot\terrain_warplot_dirt_dry_000_color.tex","Art\Terrain\_Algoroc\Terrain_Algoroc_Dirt_Dry_000_Normal.tex",2136296509,0,7,354,179,185,190,48,0,0,0
729,"Warplot_Gravel",5,0,-1,0.5,8,"Art\Terrain\_Warplot\terrain_warplot_gravel_000_color.tex","Art\Terrain\Gravel\Terrain_Gravel_SandstoneCut_Rust_000_Normal.tex",2168997186,0,15,28,185,0,0,48,0,0,0
730,"Warplot_SandFlat",1,0,0,0,8,"Art\Terrain\_Warplot\terrain_warplot_sand_drifts_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_sand_drifts_000_normal.tex",2140112497,0,10,189,158,157,159,0,4278190080,0,0
731,"Warplot_Rock_Angular_ZY",2,0,0,0,64,"Art\Terrain\_Warplot\terrain_warplot_rock_angular_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_angular_000_normal.tex",2168997189,2,11,0,0,0,0,0,0,0,0
732,"Warplot_Rock_Angular_XY",2,0,0,0,64,"Art\Terrain\_Warplot\terrain_warplot_rock_angular_000_color.tex","Art\Terrain\_Auroria\Terrain_BaseRock_Obsidian_Normal.tex",2185774405,1,11,0,0,0,0,0,0,0,0
733,"Warplot_Rock_Smooth_XY",1,1,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_flat_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_flat_000_normal.tex",2152416578,1,11,0,28,0,0,0,0,0,0
734,"Warplot_Rock_Smooth_ZY",1,1,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_flat_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_flat_000_normal.tex",2152416578,2,11,0,28,0,0,0,0,0,0
735,"RuinsofKelVoreth_Shale_Horizontal_XY",1,0,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_color.tex","Art\Terrain\_Whitevale\terrain_whitevale_stone_shalehorizontal_000_dxtnormal.tex",2185577538,1,11,0,0,0,0,0,0,0,0
736,"Warplot_Shale_Horizontal_ZY",1,0,0,0,32,"Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_color.tex","Art\Terrain\_Warplot\terrain_warplot_rock_shale_000_normal.tex",2101691458,2,11,0,0,0,0,0,0,0,0
737,"Celestion_Spiderweb_Base",2,0,0,0,16,"Art\Terrain\Organic\Terrain_Organic_Spiderweb_Malgrave_000_Color.tex","Art\Terrain\Organic\Terrain_Organic_Spiderweb_Malgrave_000_Normal.tex",2071755091,0,4,0,0,0,0,0,0,0,0
738,"Dreadmoor_Rock_Olive_Wavy_128_ZY",4,0,-0.5,0,128,"Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Normal.tex",2251963445,2,11,0,0,0,0,0,0,0,0
739,"Dreadmoor_Rock_Olive_Wavy_128_XY",4,0,-0.5,0,128,"Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Normal.tex",2251963445,1,11,0,0,0,0,0,0,0,0
