"ID","vehicleTypeEnum","numberPilots","pilotPosture00","pilotPosture01","numberPassengers","passengerPosture00","passengerPosture01","passengerPosture02","passengerPosture03","passengerPosture04","passengerPosture05","numberGunners","gunnerPosture00","gunnerPosture01","gunnerPosture02","gunnerPosture03","gunnerPosture04","gunnerPosture05","vendorItemPrice","localizedTextIdName","localizedTextIdTooltip","buttonIcon","flags","soundEventIdTakeoff","soundEventIdLanding","waterSurfaceEffectIdMoving","waterSurfaceEffectIdStanding","waterSurfaceEffectIdJumpIn","waterSurfaceEffectIdJumpOut"
551,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592357,592358,"Icon_ItemMisc_tool_0003",3,0,0,0,0,0,0
552,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592359,592360,"Icon_ItemMisc_tool_0003",3,0,0,0,0,0,0
553,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592361,592362,"Icon_ItemMisc_tool_0003",3,0,0,0,0,0,0
554,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592363,592364,"Icon_ItemMisc_tool_0003",3,0,0,0,0,0,0
555,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592365,592366,"Icon_ItemMisc_tool_0003",3,0,0,0,0,0,0
556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",55360,0,0,0,0,0,0
557,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",171072,0,0,0,0,0,0
558,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
563,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6605,0,0,0,0,0,0
564,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
565,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2509,0,0,0,0,0,0
567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",186432,0,0,0,0,0,0
568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",410688,0,0,0,0,0,0
569,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637630,"",409672,0,0,0,0,0,0
570,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10506,0,0,0,0,0,0
571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
572,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
573,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
574,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
575,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
576,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
577,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8202,0,0,0,0,0,0
578,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1868864,0,0,11,12,15,16
579,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",296000,0,0,0,0,0,0
581,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",166222,0,0,0,0,0,0
583,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683662,"Icon_SkillEnergy_ui_srcr_shckntrp",137224,0,0,0,0,0,0
584,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",402496,0,0,0,0,0,0
586,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1999936,0,0,11,12,15,16
587,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",658496,0,0,9,10,13,14
588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2125,0,0,0,0,0,0
589,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",427072,0,0,0,0,0,0
591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
596,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",926784,0,0,11,12,15,16
597,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",787520,0,0,11,12,15,16
600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",263233,0,0,0,0,0,0
605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",265280,0,0,0,0,0,0
606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
608,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",690511,0,0,0,0,0,0
609,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",690511,0,0,0,0,0,0
