"ID","creature2Id","unitPropertyIndex","unitPropertyValue"
17031,25305,131,0.4
17032,26126,131,0.4
17033,26042,131,0.4
17035,26693,131,0.4
17036,26677,131,0.4
17037,26444,131,0.4
17038,25089,131,0.4
17039,24697,131,0.4
17040,24651,131,0.4
17041,24521,131,0.4
17042,24624,131,0.4
17045,37114,44,2
17046,37114,46,2
17047,37111,45,8000
17048,37111,46,4
17052,60367,0,485
17053,60367,1,485
17054,60367,2,485
17055,60367,3,485
17056,60367,4,485
17057,60367,7,75000
17058,60367,35,485
17059,60367,40,1920
17060,60367,41,0
17061,60367,42,2300
17062,37801,100,0.7
17063,23832,0,2630
17064,23832,1,2630
17065,23832,2,2630
17066,23832,3,2630
17067,23832,4,2630
17068,23832,35,10520
17069,23832,36,10520
17070,23832,40,7220
17071,23832,42,3730
17072,40311,40,6280
17073,40311,41,105000
17074,40311,42,1290
17075,40311,0,2770
17076,40311,1,2770
17077,40311,2,2770
17078,40311,3,2770
17079,40311,4,2770
17080,40311,35,11080
17081,40311,36,11080
17082,51433,44,3
17083,51433,46,3
17084,32619,44,3
17085,32619,46,3
17086,52083,0,1550
17087,52083,1,1550
17088,52083,2,1550
17089,52083,3,1550
17090,52083,4,1550
17091,52083,35,6200
17092,52083,36,6200
17093,23801,40,5760
17094,23801,42,1650
17097,42793,100,1.25
17098,43011,100,1.4
17099,42705,100,1.1
17100,39011,0,1900
17101,39011,35,7600
17108,61390,129,3.4
17109,61390,130,0.85
17110,61391,129,3.4
17111,61391,130,0.85
17112,61392,129,3.4
17113,61392,130,0.85
17114,61393,129,3.4
17115,61393,130,0.85
17116,19662,7,149980
17117,19662,40,1960
17118,19662,42,960
17119,54695,159,0
17120,54695,160,0
17121,54695,161,0
17461,48483,7,525000
17470,48626,40,1
17471,20584,7,300000
17472,20584,42,8000
17473,21284,131,0.5
17474,21286,131,1.125
17475,21287,131,1.125
17476,21292,131,1.125
17477,21478,131,1.125
17478,21496,131,5
17479,21497,131,5
17480,21499,131,1.125
17481,21512,131,1.125
17482,21544,131,12.5
17483,21545,131,12.5
17484,21546,131,12.5
17485,21547,131,12.5
17486,21549,131,12.5
17487,21550,131,12.5
17488,21551,131,12.5
17489,21552,131,12.5
17490,21553,131,5
17491,21554,131,5
17492,21555,131,5
17493,21556,131,5
17494,21557,131,12.5
17495,21568,131,2.5
17496,21633,131,0.25
17497,21736,131,0.1
17498,22161,131,0.15
17499,22162,131,0.5
17500,22163,131,1.125
17501,22170,131,12.5
17502,22198,131,1.125
17503,22199,131,12.5
17504,22203,131,0.15
17505,22204,131,0.5
17506,22205,131,0.5
17507,22231,131,0.15
17508,22247,131,0.15
17509,22253,131,2.5
17510,22288,131,12.5
17511,22289,131,12.5
17512,22402,131,1.125
17513,22403,131,1.125
17514,22725,131,0.25
17515,22726,131,0.25
17517,23743,131,0.8
17518,23783,131,32
17519,23801,131,4
17520,23804,131,0.9
17521,23805,131,0.4
17522,23806,131,2
17523,23807,131,0.9
17524,23808,131,0.4
17525,23809,131,10
17526,23812,131,2
17527,23816,131,2
17528,23818,131,0.4
17529,23823,131,0.4
17530,23832,131,4
17531,23838,131,2
17532,23839,131,0.9
17533,23840,131,0.9
17534,23841,131,0.9
17535,23842,131,0.4
17536,23843,131,4
17537,23844,131,0.9
17538,23845,131,0.9
17539,23846,131,0.2
17540,23847,131,0.4
17541,23848,131,0.4
17542,23849,131,0.4
17543,23854,131,0.4
17544,23945,131,0.12
17545,24014,131,0.9
17546,24189,131,0.2
17547,24190,131,0.2
17548,24191,131,0.2
17549,24263,131,0.9
17550,24270,131,2
17551,24427,131,0.4
17552,24453,131,0.4
17553,24705,131,4
17555,24715,131,0.4
17556,24737,131,2
17557,24756,131,4
17558,24757,131,4
17559,24774,131,0.4
17563,25379,131,0.4
17564,30711,131,0.25
17565,30718,131,0.25
17566,30725,131,0.25
17567,30738,131,0.25
17568,30746,131,0.25
17569,37842,131,0.8
17570,38050,131,0.9
17571,38364,131,0.4
17572,38366,131,0.4
17573,38451,131,0.4
17574,38452,131,0.8
17575,38453,131,0.4
17576,38454,131,0.4
17577,38525,131,2
17578,38583,131,0.2
17579,38584,131,0.2
17580,38585,131,0.2
17581,38586,131,0.2
17582,38587,131,0.2
17583,38588,131,0.2
17584,38618,131,0.2
17585,38619,131,0.2
17586,38621,131,0.2
17587,38928,131,4
17588,39011,131,2
17589,39012,131,2
17590,39013,131,2
17591,39096,131,4
17592,39129,131,0.4
17593,39131,131,0.4
17594,39132,131,0.4
17595,39133,131,0.4
17596,39151,131,2
17597,39207,131,0.9
17598,39233,131,0.4
17599,39234,131,0.4
17600,39242,131,0.4
17601,39358,131,0.9
17602,39359,131,0.9
17603,39362,131,2
17604,39373,131,2
17605,39531,131,0.4
17606,39539,131,0.4
17607,39540,131,0.4
17608,39543,131,4
17609,39545,131,4
17610,39546,131,4
17611,39599,131,2
17612,39601,131,2
17613,39793,131,2
17614,39853,131,2
17615,39887,131,2
17616,40047,131,4
17617,40051,131,4
17618,40052,131,4
17619,40054,131,4
17620,40311,131,4
17621,40406,131,4
17622,40440,131,0.4
17623,40441,131,0.4
17624,40442,131,0.4
17625,40443,131,0.4
17628,40951,131,0.4
17629,40952,131,0.2
17630,40953,131,0.2
17631,43478,131,2
17632,43608,131,0.4
17633,43612,131,0.4
17634,44966,131,0.9
17635,44967,131,0.4
17636,45227,131,4
17637,45228,131,4
17638,45229,131,4
17639,45230,131,4
17640,45232,131,0.9
17641,45233,131,0.9
17642,45995,131,0.25
17643,45997,131,0.25
17644,47087,131,0.25
17645,47163,131,0.15
17646,47164,131,0.15
17647,47607,131,0.4
17648,51532,131,0.5
17649,51533,131,0.5
17650,51534,131,0.5
17651,51535,131,0.5
17652,51536,131,0.5
17653,51537,131,5
17654,51538,131,5
17655,51539,131,0.5
17656,51540,131,1.125
17657,51541,131,2.5
17658,51542,131,0.15
17659,51543,131,0.25
17660,51544,131,0.25
17661,51564,131,12.5
17662,51576,131,12.5
17663,51577,131,12.5
17664,51578,131,12.5
17665,51579,131,12.5
17666,51580,131,12.5
17667,51582,131,12.5
17668,51583,131,12.5
17669,51584,131,12.5
17670,51586,131,5
17671,51587,131,5
17672,51588,131,5
17673,51589,131,5
17674,51590,131,12.5
17675,51591,131,12.5
17676,51592,131,12.5
17677,51594,131,0.25
17678,51595,131,0.25
17679,51717,131,0.15
17680,51718,131,0.15
17681,52063,131,0.4
17682,52064,131,0.9
17683,52066,131,0.4
17684,52067,131,0.4
17685,52068,131,0.9
17686,52069,131,0.9
17687,52070,131,0.4
17688,52073,131,0.4
17689,52074,131,0.4
17690,52075,131,2
17691,52076,131,0.9
17692,52077,131,2
17693,52078,131,2
17694,52079,131,0.4
17695,52080,131,0.4
17696,52082,131,0.4
17697,52083,131,2
17698,52091,131,4
17699,52092,131,0.9
17700,52093,131,0.4
17701,52094,131,2
17702,52095,131,0.9
17703,52096,131,0.4
17704,52097,131,10
17705,52098,131,2
17706,52099,131,2
17707,52100,131,0.4
17708,52101,131,0.4
17709,52102,131,4
17710,52103,131,2
17711,52106,131,0.9
17712,52107,131,0.9
17713,52109,131,0.9
17714,52110,131,0.4
17715,52112,131,4
17716,52114,131,0.9
17717,52116,131,0.2
17718,52117,131,0.4
17719,52118,131,0.4
17720,52119,131,0.4
17721,52120,131,0.9
17722,52122,131,0.4
17723,52123,131,4
17724,52124,131,0.4
17725,52125,131,4
17726,52126,131,4
17727,52127,131,0.4
17728,52128,131,0.4
17729,52130,131,0.4
17730,52131,131,0.8
17731,52134,131,0.4
17732,52135,131,2
17733,52138,131,0.4
17734,52140,131,0.8
17735,52141,131,0.4
17736,52142,131,0.4
17737,52143,131,2
17738,52144,131,0.2
17739,52145,131,0.2
17740,52146,131,0.2
17741,52147,131,0.2
17742,52148,131,0.2
17743,52149,131,2
17744,52150,131,2
17745,52151,131,2
17746,52153,131,4
17747,52154,131,0.4
17748,52155,131,0.4
17749,52156,131,0.4
17750,52157,131,0.4
17751,52158,131,0.9
17752,52159,131,0.4
17753,52160,131,0.4
17754,52161,131,0.4
17755,52162,131,0.9
17756,52163,131,0.9
17757,52166,131,2
17758,52167,131,2
17759,52168,131,4
17760,52169,131,4
17761,52170,131,4
17762,52171,131,2
17763,52172,131,2
17764,52173,131,2
17765,52174,131,2
17766,52175,131,2
17767,52176,131,2
17768,52177,131,2
17769,52179,131,2
17770,52180,131,4
17771,52181,131,4
17772,52182,131,4
17773,52184,131,4
17774,52186,131,4
17775,52187,131,4
17776,52188,131,0.4
17777,52189,131,0.4
17778,52190,131,0.4
17779,52191,131,0.4
17780,52192,131,0.4
17781,52193,131,0.2
17782,52194,131,2
17783,52195,131,0.4
17784,52196,131,0.9
17785,52197,131,0.4
17786,52198,131,4
17787,52199,131,4
17788,52200,131,4
17789,52201,131,4
17790,52202,131,0.9
17791,52203,131,0.9
17792,52204,131,0.4
17793,52205,131,0.4
17794,52206,131,0.9
17795,52207,131,0.4
17796,52208,131,0.4
17797,52209,131,0.9
17798,52210,131,0.9
17799,52212,131,0.4
17800,52213,131,0.4
17801,52214,131,0.4
17802,52215,131,2
17803,52216,131,0.9
17804,52217,131,2
17805,52218,131,0.4
17806,52219,131,2
17807,52255,131,0.2
17808,52256,131,2
17809,52387,131,0.9
17810,52388,131,0.9
17811,54402,131,0.12
17812,61399,7,1200
17813,61399,8,0
17814,61400,7,1200
17815,61400,8,0
17816,61401,7,1200
17817,61401,8,0
17818,61402,7,1200
17819,61402,8,0
17832,55042,46,5
17833,25967,124,0
17834,25968,124,0
17835,25970,124,0
17836,26961,44,1
17837,26961,32,28
17838,26961,33,26
17839,26961,34,25
17840,26961,38,200
17841,26961,39,1
17842,61417,44,-1
17843,61417,45,7000
17844,61417,46,2
17845,61428,129,3.4
17846,61428,130,0.85
17847,61436,7,500
17848,61479,100,0.001
17850,61514,33,-10000
17851,61515,7,1200
17852,61515,8,0
17853,61516,7,1200
17854,61516,8,0
17855,53766,7,100
17856,53767,7,200
17857,61517,7,1200
17858,61517,8,0
17859,34552,129,3.4
17860,58978,129,3.4
17861,58424,129,3.4
17870,61463,109,1
17878,51532,2,735
17879,51532,35,2940
17880,51534,2,735
17881,51534,35,2940
17886,43879,7,1000
17902,61463,44,-1
17920,51579,2,3200
17929,51590,41,651000
17936,51541,40,5170
17938,51533,0,998
17939,51533,35,3990
17943,51535,35,4880
17944,51535,1,1220
17945,51535,2,1220
17946,51535,3,1220
17947,51536,0,998
17948,51536,2,998
17949,51536,35,3990
17951,51539,2,1220
17952,51539,35,4880
17954,51540,0,1710
17955,51540,1,1710
17956,51540,2,1710
17957,51540,3,1710
17958,51540,4,1710
17959,51540,35,6840
17961,61468,44,-1
17962,61468,46,0
17964,61689,44,0
17965,61689,45,7000
17966,61689,46,1
17967,61690,44,5
17968,61690,45,7000
17969,61690,46,1
17970,61691,44,4
17971,61691,45,7000
17972,61691,46,1
17973,61692,44,-1
17974,61692,45,7000
17975,61692,46,1
17976,61693,129,3.4
17977,61693,130,0.85
17978,61695,33,-10000
17979,61696,33,-10000
18006,52167,35,13600
18007,52167,36,13600
18009,52161,0,1770
18010,52161,1,1770
18011,52161,2,1770
18012,52161,3,1770
18013,52161,4,1770
18014,52161,35,7000
18015,52161,36,7000
18016,52117,0,2000
18017,52117,1,2000
18018,52117,2,2000
18019,52117,3,2000
18020,52117,4,2000
18021,52117,35,8000
18022,52117,36,8000
18023,52162,0,2480
18024,52162,35,9920
18025,52163,0,2480
18026,52163,35,9920
18029,52106,2,2560
18030,52106,35,10240
18031,52107,0,2470
18032,52107,35,9880
18033,52109,0,2470
18034,52109,35,9880
18035,52110,2,1760
18036,52110,35,7000
18039,52127,2,1520
18040,52127,35,6000
18041,52130,0,1700
18042,52130,35,6800
18043,52138,0,1520
18044,52138,35,6000
18045,52140,2,1700
18046,52140,35,6800
18047,52141,0,1520
18048,52141,35,6000
18049,52142,0,1320
18050,52142,35,5280
18051,52155,1,1700
18052,52155,35,6800
18053,52156,3,1760
18054,52156,35,6120
18059,52196,0,2470
18060,52196,35,9880
18061,52197,2,1700
18062,52197,35,6800
18063,52202,2,2590
18064,52202,35,10360
18065,52203,0,2470
18066,52203,35,9880
18067,52209,2,2590
18068,52209,35,10360
18069,52210,0,2590
18070,52210,35,10360
18071,52212,2,1760
18072,52212,35,7000
18073,52216,0,2490
18074,52216,35,9960
18075,52092,2,2590
18076,52092,35,10360
18077,52093,2,1700
18078,52093,35,6800
18079,52095,0,2840
18080,52095,35,11360
18081,52096,0,1940
18082,52096,35,7760
18083,52122,2,1760
18084,52122,35,7000
18085,52124,2,1760
18086,52124,35,7000
18087,52128,0,1620
18088,52128,35,6480
18089,52134,2,1520
18090,52134,35,6000
18091,52135,2,1520
18092,52135,35,6000
18093,52154,1,1700
18094,52154,35,6800
18095,52157,2,1760
18096,52157,35,7000
18097,52158,2,2590
18098,52158,35,10360
18099,52205,2,1760
18100,52205,35,7000
18101,52206,0,2470
18102,52206,35,9880
18103,52207,0,1700
18104,52207,35,6800
18105,52208,2,1700
18106,52208,35,6800
18107,52213,2,1700
18108,52213,35,6800
18109,61762,129,3.4
18110,61762,130,0.85
18111,61763,8,0
18112,38821,8,0.05
18113,38825,8,0.05
18115,61771,44,-1
18116,61771,109,1
18118,61763,7,40000
18119,61763,40,0
18123,52093,44,2
18124,52093,45,5000
18125,52093,46,2
18128,52096,44,1
18129,52096,45,5000
18130,52096,46,1
18135,52100,44,1
18136,52100,45,5000
18137,52100,46,1
18138,52101,44,1
18139,52101,45,5000
18140,52101,46,1
18141,52110,44,1
18142,52110,45,5000
18143,52110,46,1
18144,52116,44,1
18145,52116,45,5000
18146,52116,46,1
18147,52117,44,2
18148,52117,45,5000
18149,52117,46,2
18150,52118,44,1
18151,52118,45,5000
18152,52118,46,1
18153,52119,44,1
18154,52119,45,5000
18155,52119,46,1
18156,52122,44,2
18157,52122,45,5000
18158,52122,46,2
18159,52123,44,2
18160,52123,46,2
18161,52124,44,1
18162,52124,45,5000
18163,52124,46,1
18164,52128,44,1
18165,52128,45,5000
18166,52128,46,1
18167,52130,44,1
18168,52130,45,5000
18169,52130,46,1
18170,52131,44,1
18171,52131,45,5000
18172,52131,46,1
18173,52134,44,2
18174,52134,45,5000
18175,52134,46,2
18176,52135,44,1
18177,52135,45,5000
18178,52135,46,1
18179,52138,44,1
18180,52138,45,5000
18181,52138,46,1
18182,52140,44,1
18183,52140,45,5000
18184,52140,46,1
18185,52141,44,1
18186,52141,45,5000
18187,52141,46,1
18188,52142,44,1
18189,52142,45,5000
18190,52142,46,1
18193,52144,44,1
18194,52144,45,5000
18195,52144,46,1
18196,52145,44,1
18197,52145,45,5000
18198,52145,46,1
18199,52146,44,1
18200,52146,45,5000
18201,52146,46,1
18202,52147,44,1
18203,52147,45,5000
18204,52147,46,1
18205,52148,44,1
18206,52148,45,5000
18207,52148,46,1
18208,52149,44,2
18209,52149,46,2
18210,52150,44,2
18211,52150,46,2
18214,52154,44,1
18215,52154,45,5000
18216,52154,46,1
18217,52155,44,1
18218,52155,45,5000
18219,52155,46,1
18220,52156,44,1
18221,52156,45,5000
18222,52156,46,1
18223,52157,44,1
18224,52157,45,5000
18225,52157,46,1
18226,52159,44,1
18227,52159,45,5000
18228,52159,46,1
18229,52160,44,1
18230,52160,45,5000
18231,52160,46,1
18232,52161,44,2
18233,52161,45,5000
18234,52161,46,2
18239,52173,44,1
18240,52173,46,1
18243,52176,46,1
18244,52179,44,1
18245,52179,46,1
18246,52195,44,1
18247,52195,45,5000
18248,52195,46,1
18249,52197,44,1
18250,52197,45,5000
18251,52197,46,1
18252,52204,44,1
18253,52204,45,5000
18254,52204,46,1
18255,52205,44,2
18256,52205,45,5000
18257,52205,46,2
18258,52207,44,1
18259,52207,45,5000
18260,52207,46,1
18261,52208,44,1
18262,52208,45,5000
18263,52208,46,1
18264,52212,44,1
18265,52212,45,5000
18266,52212,46,1
18267,52213,44,1
18268,52213,45,5000
18269,52213,46,1
18270,52214,44,1
18271,52214,45,5000
18272,52214,46,1
18275,52216,44,2
18276,52216,46,2
18279,52218,44,1
18280,52218,45,5000
18281,52218,46,1
18284,52255,44,1
18285,52255,45,5000
18286,52255,46,1
18289,52366,44,1
18290,52366,46,1
18296,52133,2,1480
18297,52133,35,5920
18304,61771,100,0
18305,61818,44,-1
18306,61818,46,-1
18307,61818,109,1
18308,61819,44,-1
18309,61819,46,-1
18310,61819,109,1
18315,61823,129,3.4
18316,61823,130,0.85
18317,61833,129,3.4
18318,61833,130,0.85
18319,61835,7,1200
18320,61835,8,0
18321,52118,0,1700
18322,52118,35,6800
18323,52160,2,1760
18324,52160,35,7000
18325,52119,1,1700
18326,52119,35,6800
18327,52159,2,1760
18328,52159,35,7000
18329,52114,2,2150
18330,52114,35,8600
18331,52116,2,842
18332,52116,35,3370
18335,52100,2,1700
18336,52100,35,6800
18337,52101,2,1700
18338,52101,35,6800
18345,52204,2,1770
18346,52204,35,7000
18347,52214,2,1480
18348,52214,35,5920
18349,52218,2,1480
18350,52218,35,5920
18355,52366,35,8600
18356,61850,7,1200
18357,61850,8,0
18362,48826,8,0
18363,48826,41,1750000
18367,48826,174,1
18368,48826,175,1
18369,48826,7,50000
18370,61771,7,375000
18377,39717,7,100000
18378,61700,44,-1
18379,48826,159,0.01
18380,48826,160,0.01
18381,48826,161,0.01
18382,62080,100,0.0001
18383,46328,101,0
18387,48171,44,-1
18388,54748,40,0
18389,48065,7,21330000
18390,61775,44,0
18391,61775,46,0
18392,61775,45,0
18393,61775,8,0
18394,48771,100,0
18395,20584,8,0
18396,48404,7,300000
18397,48483,40,1
18398,54792,45,8000
18399,54792,46,10
18400,54766,46,10
18406,61775,23,0
18407,61775,24,0
18408,61775,26,0
18409,61775,27,0
18410,61775,28,0
18411,61775,42,0
18412,62218,8,0
18413,62218,23,4000
18414,62218,24,5
18415,62218,26,0
18416,62218,27,0
18417,62218,28,0
18418,62218,42,0
18419,62218,44,5
18420,62218,45,0
18421,62218,46,0
18423,20585,0,1000
18424,20585,1,1000
18425,20585,2,1000
18426,20585,3,1000
18427,20585,4,1000
18428,20585,35,4000
18429,20585,36,4000
18430,52970,46,0
18440,61468,7,2800000
18441,61468,40,1
18442,53032,42,1280
18443,53033,42,1280
18444,53034,42,1280
18445,53035,42,1280
18446,53036,42,1280
18447,53037,42,1280
18448,53038,42,1280
18449,53039,42,1280
18450,53040,42,1280
18451,53041,42,1280
18452,53042,42,1280
18453,53043,42,1280
18454,53044,42,1280
18455,53045,42,1280
18456,53046,42,1280
18457,53047,42,1280
18458,53048,42,1280
18459,53049,42,1280
18460,53050,42,1280
18461,53051,42,1280
18462,19478,44,0
18463,19478,46,0
18464,20387,44,0
18465,20387,46,0
18466,19518,44,2
18467,19518,45,5000
18468,19518,46,2
18469,19774,44,2
18470,19774,45,5000
18471,19774,46,2
18472,20599,44,2
18473,20599,45,5000
18474,20599,46,2
18475,44802,44,2
18476,44802,45,5000
18477,44802,46,2
18478,53213,44,2
18479,53213,45,5000
18480,53213,46,2
18481,19519,44,2
18482,19519,45,5000
18483,19519,46,2
18484,19776,44,2
18485,19776,45,5000
18486,19776,46,2
18487,20600,44,2
18488,20600,45,5000
18489,20600,46,2
18490,44804,44,2
18491,44804,45,5000
18492,44804,46,2
18493,30755,109,1
18494,19780,8,0
18495,19778,8,0
18496,62219,8,0
18497,62219,26,0
18498,62219,27,0
18499,62219,28,0
18500,62219,42,0
18501,62219,44,1
18502,62219,45,3000
18503,62219,46,1
18504,62220,8,0
18505,62220,26,0
18506,62220,27,0
18507,62220,28,0
18508,62220,42,0
18512,62220,44,0
18513,62332,131,0.4
18524,20585,7,100000
18530,19778,42,1000
18531,19780,7,30000
18533,19778,40,2000
18535,19780,42,800
18536,28559,100,0
18537,52812,100,0
18538,52813,100,0
18539,52814,100,0
18540,52815,100,0
18541,52816,100,0
18542,52817,100,0
18543,52818,100,0
18544,52819,100,0
18545,62011,44,4
18546,62011,46,4
18547,62371,44,-1
18548,62377,7,3530000
18549,62377,44,-1
18550,62378,7,3530000
18551,62378,44,-1
18559,23847,0,1000
18560,23847,1,1000
18561,23847,2,1000
18562,23847,3,1000
18563,23847,4,1000
18564,23847,35,4000
18565,23847,36,4000
18566,62407,0,200
18567,62407,35,800
18568,62407,44,2
18569,62407,45,4000
18570,62407,46,1
18571,13142,124,120
18572,13143,124,120
18573,13144,124,120
18574,14060,124,250
18575,24650,124,488
18576,16908,124,488
18577,22321,124,488
18578,22322,124,488
18579,22323,124,488
18580,24527,124,250
18581,26414,124,488
18582,26696,124,120
18583,46464,124,120
18584,46466,124,120
18585,28297,124,120
18586,29038,124,1170
18587,29039,124,1170
18588,29563,124,1170
18589,29564,124,1170
18590,31132,124,250
18591,31133,124,250
18592,32070,124,250
18593,32071,124,250
18594,32072,124,250
18595,39343,124,940
18596,39344,124,940
18597,39345,124,940
18598,39881,124,940
18599,39882,124,940
18600,39883,124,940
18602,19513,44,1
18603,19513,45,5000
18604,19513,46,1
18605,20597,44,1
18606,20597,45,5000
18607,20597,46,1
18608,32541,44,1
18609,32541,45,5000
18610,32541,46,1
18611,53212,44,1
18612,53212,45,5000
18613,53212,46,1
18614,53212,0,1230
18615,53212,1,1230
18616,53212,2,1230
18617,53212,35,4920
18618,20597,0,616
18619,20597,1,616
18620,20597,2,616
18621,20597,35,2464
18622,19513,0,616
18623,19513,1,616
18624,19513,2,616
18625,19513,35,2464
18626,19515,0,616
18627,19515,1,616
18628,19515,2,616
18629,19515,35,2464
18630,19515,44,1
18631,19515,45,5000
18632,19515,46,1
18633,19516,1,546
18634,19516,2,546
18635,19516,3,546
18636,19516,35,2184
18637,19516,44,1
18638,19516,45,5000
18639,19516,46,1
18640,19777,1,546
18641,19777,2,546
18642,19777,3,546
18643,19777,35,2184
18644,19777,44,1
18645,19777,45,5000
18646,19777,46,1
18647,44800,1,546
18648,44800,2,546
18649,44800,3,546
18650,44800,35,2184
18651,44800,44,1
18652,44800,45,5000
18653,44800,46,1
18654,19517,1,546
18655,19517,2,546
18656,19517,3,546
18657,19517,35,2184
18658,19517,44,1
18659,19517,45,5000
18660,19517,46,1
18661,20598,1,546
18662,20598,2,546
18663,20598,3,546
18664,20598,35,2184
18665,20598,44,1
18666,20598,45,5000
18667,20598,46,1
18668,44803,1,546
18669,44803,2,546
18670,44803,3,546
18671,44803,35,2184
18672,44803,44,1
18673,44803,45,5000
18674,44803,46,1
18675,19520,0,616
18676,19520,1,616
18677,19520,2,616
18678,19520,35,2464
18679,19520,44,1
18680,19520,45,5000
18681,19520,46,1
18682,19775,0,616
18683,19775,1,616
18684,19775,2,616
18685,19775,35,2464
18686,19775,44,1
18687,19775,45,5000
18688,19775,46,1
18689,34583,0,616
18690,34583,1,616
18691,34583,2,616
18692,34583,35,2464
18693,34583,44,1
18694,34583,45,5000
18695,34583,46,1
18696,44801,0,616
18697,44801,1,616
18698,44801,2,616
18699,44801,35,2464
18700,44801,44,1
18701,44801,45,5000
18702,44801,46,1
18703,53214,0,1230
18704,53214,1,1230
18705,53214,2,1230
18706,53214,35,4920
18707,53214,44,1
18708,53214,45,5000
18709,53214,46,1
18710,19518,0,523
18711,19518,1,523
18712,19518,2,523
18713,19518,35,2092
18714,19774,0,523
18715,19774,1,523
18716,19774,2,523
18717,19774,35,2092
18718,20599,0,523
18719,20599,1,523
18720,20599,2,523
18721,20599,35,2092
18722,44802,0,523
18723,44802,1,523
18724,44802,2,523
18725,44802,35,2092
18726,53213,0,1500
18727,53213,1,1500
18728,53213,2,1500
18729,53213,35,6000
18730,19519,0,639
18731,19519,1,639
18732,19519,2,639
18733,19519,35,2556
18734,19776,0,639
18735,19776,1,639
18736,19776,2,639
18737,19776,35,2556
18738,20600,0,639
18739,20600,1,639
18740,20600,2,639
18741,20600,35,2556
18742,44804,0,639
18743,44804,1,639
18744,44804,2,639
18745,44804,35,2556
18746,20918,45,5000
18747,20918,46,1
18748,20588,45,5000
18749,20588,46,1
18750,62010,44,-1
18751,62010,46,0
18752,49542,44,0
18753,62451,44,1
18754,62451,45,5000
18755,62451,46,1
18756,62451,109,1
18757,62452,44,2
18758,62452,45,10000
18759,62452,46,2
18760,62452,109,1
18761,62468,109,1
18762,62469,109,1
18763,62470,109,1
18764,62471,109,1
18767,32536,109,1
18775,48177,7,14500000
18776,62542,8,0
18777,62543,8,0
18778,62546,8,0
18779,54792,24,10
18780,62558,100,0.9
18781,62559,33,-10000
18782,46328,44,-1
18784,46328,46,0
18785,49806,44,-1
18786,49806,46,0
18787,45385,7,150000
18788,51034,7,150000
18789,51035,7,150000
18790,45385,44,1
18791,45385,45,3000
18792,45385,46,1
18793,51034,44,1
18794,51034,45,3000
18795,51034,46,1
18796,51035,44,1
18797,51035,45,3000
18798,51035,46,1
18799,51036,7,150000
18800,51036,44,1
18801,51036,45,3000
18802,51036,46,1
18803,51038,7,150000
18804,51038,44,1
18805,51038,45,3000
18806,51038,46,1
18807,51039,7,150000
18808,51039,44,1
18809,51039,45,3000
18810,51039,46,1
18811,51040,7,150000
18812,51040,44,1
18813,51040,45,3000
18814,51040,46,1
18815,51326,7,100000
18816,51326,41,50000
18817,51326,44,2
18818,51326,45,3000
18819,51326,46,2
18820,51327,7,100000
18821,51327,41,50000
18822,51327,44,2
18823,51327,45,3000
18824,51327,46,2
18825,51328,7,100000
18826,51328,41,50000
18827,51328,44,2
18828,51328,45,3000
18829,51328,46,2
18830,51337,7,100000
18831,51337,41,50000
18832,51337,44,2
18833,51337,45,3000
18834,51337,46,2
18835,62564,7,10000000
18836,62565,7,10000000
18837,62566,7,10000000
18838,62567,7,10000000
18839,62568,7,10000000
18840,62569,7,10000000
18841,62570,7,10000000
18842,62571,7,10000000
18843,62572,7,10000000
18844,62573,7,10000000
18845,62574,7,10000000
18846,51339,7,150000
18847,51339,44,1
18848,51339,45,3000
18849,51339,46,1
18850,51340,7,100000
18851,51340,41,50000
18852,51340,44,2
18853,51340,45,3000
18854,51340,46,2
18855,51341,7,100000
18856,51341,41,50000
18857,51341,44,2
18858,51341,45,3000
18859,51341,46,2
18860,51356,7,100000
18861,51356,41,50000
18862,51356,44,2
18863,51356,45,3000
18864,51356,46,2
18869,62598,7,400300
18870,62548,7,1
18871,62548,40,0
18872,62010,7,1430000
18873,62010,40,1
18874,43504,40,0
18875,62549,7,1e+10
18876,62549,40,0
18877,62548,33,0
18879,62549,33,0
18880,62549,43,0
18881,62548,43,0
18882,36416,7,250000
18883,36416,41,50000
18884,36416,141,2
18885,36416,142,2
18886,36416,143,2
18887,36474,7,250000
18888,36474,41,50000
18889,36474,141,2
18890,36474,142,2
18891,36474,143,2
18892,50673,141,2
18893,50673,142,2
18894,50673,143,2
18895,50674,141,2
18896,50674,142,2
18897,50674,143,2
18898,51492,141,2
18899,51492,142,2
18900,51492,143,2
18901,51493,141,2
18902,51493,142,2
18903,51493,143,2
18904,52976,141,2
18905,52976,142,2
18906,52976,143,2
18907,53359,141,2
18908,53359,142,2
18909,53359,143,2
18911,62673,33,0
18913,62673,43,0
18914,53418,41,20000
18915,53443,41,20000
18916,53422,41,40000
18917,53444,41,40000
18918,53483,41,25000
18919,53485,41,25000
18920,53486,41,20000
18921,53487,41,20000
18922,53500,41,30000
18923,53501,41,30000
18924,53502,41,40000
18925,53503,41,40000
18926,53523,41,30000
18927,53524,41,30000
18928,53526,41,20000
18929,53527,41,20000
18931,46328,141,2
18932,46328,142,2
18933,46328,143,2
18934,49806,141,2
18935,49806,142,2
18936,49806,143,2
18937,62718,7,50
18948,55066,46,0
18949,62718,8,0
18950,62718,40,0
18951,62718,42,0
18952,62718,131,0.1
18953,30496,100,1.3
18954,30495,100,1.3
18955,30495,109,1
18956,30496,109,1
