"ID","quest2Id","questVOTextType","randomTextLineId"
36643,4842,4,16489
36645,4842,6,16459
36646,4826,0,18410
36647,4826,1,18448
36658,4856,5,15896
36661,4984,1,15539
36662,4984,3,15579
36664,4984,5,15600
36665,6971,0,24186
36666,6971,2,24261
36667,6971,3,24268
36668,6971,4,24261
36673,6972,3,24270
36674,6972,5,13654
36677,6973,3,10169
36678,6973,4,10151
36680,6975,4,13625
36681,6975,5,13652
36682,6974,0,13541
36683,6974,3,13634
36684,6974,4,13618
36685,6974,5,13652
36686,5390,1,4176
36687,5390,4,4233
36688,5390,5,4320
36689,7108,4,11056
36690,7108,5,11104
36691,7108,6,11202
36697,7388,0,21483
36699,7388,3,21528
36700,7388,4,21523
36701,7388,5,21538
36709,6898,3,13634
36710,6897,3,13630
36711,7065,3,13634
36712,6902,3,13630
36713,6903,3,15576
36714,6899,3,13631
36715,6904,3,15576
36716,6905,3,15213
36727,7499,6,25395
36736,6438,4,25466
36737,6438,5,25503
36738,6438,6,25521
36756,8759,0,11122
36763,8759,5,11104
36766,6298,0,25394
36768,6298,3,25471
36769,6298,4,25456
36770,6298,5,25493
36773,8759,3,11071
36774,6301,0,25399
36775,6301,1,25417
36776,6301,3,25472
36777,6301,4,25465
36779,6302,0,25399
36780,6302,1,25452
36781,6302,2,25469
36782,6302,3,25474
36783,6303,0,25385
36784,6303,1,25423
36785,6303,3,25473
36786,6303,4,25457
36787,6303,5,25497
36788,6304,0,24709
36789,6304,1,24785
36790,6304,3,24813
36791,6304,4,24808
36792,6304,5,24831
36793,6305,0,25375
36794,6305,1,25436
36795,6305,3,25470
36796,6305,4,25459
36797,6305,5,25502
36798,6306,0,24713
36799,6306,1,24755
36800,6306,3,24810
36801,6306,4,24805
36802,6306,5,24828
36803,6308,4,24793
36804,6308,5,24834
36805,6309,5,25498
36806,6309,6,25504
36807,6310,0,18196
36808,6310,1,18205
36809,6310,3,18253
36810,6310,4,18239
36811,6310,5,18277
36812,6311,0,25392
36813,6311,1,25427
36814,6311,3,25470
36815,6311,4,25456
36816,6311,5,25491
36818,6312,1,18231
36819,6312,2,18239
36820,6312,3,18254
36821,6312,4,24807
36824,6335,0,24754
36825,6335,1,24784
36826,6335,2,24803
36827,6335,3,24814
36828,6335,4,18249
36829,6335,5,18265
36830,6335,6,18260
36834,6844,3,24812
36835,6844,5,18264
36841,7429,6,25415
36842,7539,4,18240
36843,7539,5,18284
36844,6659,0,14186
36847,6659,1,14227
36848,6659,2,14245
36849,6659,3,14257
36850,6659,5,13643
36851,6659,6,13639
36859,6805,3,18256
36860,5885,3,8654
36861,6628,3,10399
36863,5897,0,8435
36864,5897,1,8504
36866,5897,4,8645
36867,5897,5,8718
36869,5893,0,8393
36871,5893,3,8666
36872,5893,4,8609
36873,5893,5,8673
36874,5893,6,8679
36875,5891,0,8468
36876,5891,1,8516
36877,5891,3,8660
36878,5891,4,8651
36879,5891,5,8721
36880,5891,6,8682
36886,6844,0,24746
36887,6844,2,24881
36889,6312,5,24829
36890,6312,6,24876
36893,6246,3,9414
36894,6246,4,9399
36897,6247,0,9219
36898,6247,1,9342
36899,6247,3,9408
36900,6247,4,9396
36901,6247,5,9423
36905,6248,3,9411
36910,6253,1,9258
36915,6249,1,9255
36916,6249,3,9417
36920,6254,0,9138
36921,6254,1,9264
36922,6254,3,9414
36923,6254,4,9366
36928,6255,3,9420
36932,8772,0,14472
36933,8772,1,13584
36934,8772,3,13630
36935,8772,4,13625
36936,8772,5,13639
36948,6261,3,9417
36951,6409,4,9369
36952,6409,5,9504
36962,5536,4,15564
36966,6276,0,21483
36967,6276,1,21507
36968,6276,3,21528
36969,6276,4,21524
36970,6276,5,21539
36971,6276,6,21576
36983,6532,0,21485
36984,6532,1,21506
36985,6532,3,21531
36986,6532,4,21525
36987,6532,5,21538
36988,6532,6,21571
36989,6533,0,21485
36990,6533,1,21503
36991,6533,3,21531
36992,6533,4,21523
36993,6533,5,21542
36994,6534,0,21486
36995,6534,1,21504
36996,6534,3,21532
36997,6534,4,21527
36998,6534,5,21540
36999,6534,6,21576
37000,6252,0,20136
37001,6252,0,20133
37002,6252,0,20135
37003,6252,0,20137
37004,6252,0,20134
37005,6252,1,20156
37006,6252,1,20153
37007,6252,1,20155
37008,6252,1,20157
37009,6252,1,20154
37010,6252,3,20176
37011,6252,3,20173
37012,6252,3,20175
37013,6252,3,20177
37014,6252,3,20174
37015,6252,4,20170
37016,6252,4,20172
37017,6252,4,20169
37018,6252,4,20171
37019,6252,4,20168
37020,6252,5,20187
37021,6252,5,20184
37022,6252,5,20186
37023,6252,5,20183
37024,6252,5,20185
37025,6252,6,20221
37026,6252,6,20218
37027,6252,6,20220
37028,6252,6,20214
37029,6252,6,20222
37030,6252,6,20219
37031,6477,0,9125
37032,6477,1,9245
37033,6477,3,9419
37034,6477,4,9392
37035,6477,5,9503
37036,6477,6,9793
37037,6244,0,20145
37038,6244,1,20164
37039,6244,2,20169
37040,6244,3,20174
37041,6244,5,21356
37050,6297,0,14160
37051,6297,1,14232
37052,6297,2,14250
37053,6297,3,14257
37056,6515,0,22720
37057,6515,1,22731
37058,6515,3,22748
37059,6515,4,22740
37060,6515,5,22749
37063,6365,2,21212
37068,6263,3,21213
37069,6263,4,21208
37072,4826,2,18467
37076,6264,4,21103
37081,6480,1,18590
37082,6480,3,18745
37083,6480,4,18692
37084,6480,5,18727
37085,6262,0,21288
37086,6262,1,21304
37087,6262,2,21314
37088,6262,3,21318
37090,6262,5,21170
37091,6262,4,21208
37092,6272,0,18813
37094,6272,3,18917
37095,6272,4,18908
37096,6272,5,18945
37097,6273,0,18812
37098,6273,1,18875
37099,6273,3,18915
37112,6587,3,6941
37113,8487,1,6854
37114,8487,2,6912
37115,8487,4,6760
37116,8487,5,7016
37117,8487,6,7321
37118,6275,0,18834
37120,6275,4,18912
37122,6277,5,18938
37132,6280,0,18852
37134,6280,4,18851
37135,6280,3,18912
37137,6480,0,18616
37139,6275,3,18875
37140,6281,0,18893
37141,6281,3,18894
37142,6281,4,18894
37143,6281,5,18983
37144,6281,5,18857
37145,6283,0,18976
37147,6283,4,18808
37150,6274,5,18978
37151,6280,5,18919
37152,6275,5,18928
37173,6535,1,4169
37174,6535,3,4259
37175,6535,4,4232
37176,6535,5,4289
37184,6283,5,18936
37186,6250,0,21486
37187,6250,1,21503
37188,6250,3,21528
37189,6250,4,21525
37190,6250,5,21536
37191,6410,0,21485
37192,6410,1,21503
37193,6410,3,21531
37194,6410,4,21523
37195,6410,5,21540
37196,6410,6,21571
37197,6514,0,21486
37198,6514,1,21507
37199,6514,3,21530
37200,6514,4,21524
37201,6514,5,21538
37202,6514,6,21568
37203,6547,4,21105
37204,6547,5,21121
37214,6274,4,18906
37217,6274,6,18939
37218,6486,4,18685
37219,6486,5,18720
37220,6486,6,18676
37233,5856,4,19998
37235,5856,6,20021
37236,5857,0,19935
37237,5857,1,19996
37238,5857,3,20014
37239,5857,4,20012
37240,5857,5,20029
37242,5858,6,8049
37243,5859,0,24166
37244,5859,1,24211
37245,5859,3,24266
37246,5859,4,24262
37247,5859,5,24286
37248,5859,6,24332
37249,5860,0,24186
37250,5860,1,24222
37251,5860,3,24270
37252,5860,4,24264
37253,5860,5,24231
37254,5861,0,24188
37255,5861,1,24248
37256,5861,2,24259
37257,5861,3,24269
37258,5861,4,20008
37261,5863,5,5517
37265,5865,3,20016
37266,5865,4,19998
37267,5865,5,20035
37268,5865,6,19978
37269,5866,0,19915
37270,5866,1,19929
37271,5866,2,20000
37272,5866,3,20017
37274,5866,5,20033
37275,5866,6,20066
37276,5867,0,19949
37277,5867,1,19992
37278,5867,3,20015
37279,5867,4,20010
37281,5868,0,19939
37282,5868,1,19961
37283,5868,2,20011
37284,5868,3,20013
37285,5868,4,20011
37286,5868,5,20034
37287,5959,0,24190
37288,5959,1,24245
37289,5959,3,24267
37290,5959,4,24265
37291,5959,5,24274
37292,5959,6,24326
37293,5960,0,24180
37294,5960,1,24218
37295,5960,3,24268
37296,5960,4,24251
37297,5960,5,24298
37298,5960,6,24195
37308,8457,3,9407
37310,8556,1,16761
37311,6337,0,21280
37312,8784,4,24803
37313,8784,5,24855
37314,8784,6,24857
37315,6337,1,21301
37316,6337,3,21322
37317,6337,5,21330
37318,6337,4,21316
37319,6483,0,18650
37320,6483,1,18654
37321,6483,3,18749
37325,6487,0,18591
37327,6487,3,18694
37328,6487,4,18690
37329,6487,5,18770
37331,6490,0,18588
37332,6490,3,18697
37333,6490,4,18689
37334,6490,5,18702
37335,8778,0,21275
37336,8778,1,21294
37337,8778,3,21319
37338,6491,0,18675
37339,8778,4,21317
37341,8778,6,21357
37342,6491,3,18688
37345,6491,4,18674
37346,6491,5,18676
37347,6506,0,18630
37349,6506,3,18764
37350,6506,4,18631
37351,6506,5,18708
37359,6277,4,18874
37360,6513,4,18617
37361,6411,0,21288
37362,6411,3,21321
37363,6411,4,21315
37364,6411,5,21327
37365,8785,0,21607
37366,8785,1,21611
37367,8785,3,21634
37368,8785,4,21630
37369,8785,5,21647
37370,8785,6,21676
37373,6478,2,21316
37378,6338,0,21280
37379,6338,2,21317
37380,6338,3,21322
37383,6537,1,23817
37400,8371,1,4171
37401,8371,1,4168
37407,8371,4,4231
37408,8371,4,4225
37412,8768,3,24266
37413,8768,4,4249
37419,8767,3,24266
37424,7015,1,25228
37425,7015,2,25248
37426,7015,3,25252
37430,7499,0,14802
37431,7499,1,14871
37432,7499,3,14894
37434,7499,5,25495
37435,7175,1,6775
37443,7795,0,23100
37444,7795,1,23112
37445,7795,2,23130
37446,7795,3,23138
37460,6619,0,18155
37463,6619,1,18225
37464,6619,3,18255
37467,6619,4,18247
37468,6619,5,18264
37469,6619,6,18180
37475,6797,3,18253
37476,6797,4,18252
37478,6797,5,18272
37482,6618,0,18176
37483,6618,1,18223
37485,6618,3,18254
37488,6618,4,18245
37491,6618,5,18284
37493,6618,6,18182
37494,6620,0,18192
37498,6620,1,18212
37500,6620,3,18257
37502,6620,4,18249
37506,6620,5,18276
37508,6620,6,18259
37510,6621,0,18176
37511,6621,1,18215
37515,6621,3,18299
37516,6621,4,18251
37518,6621,5,18285
37520,6621,6,18262
37521,6254,5,9600
37522,6254,6,9192
37523,6622,0,18169
37525,6622,3,18257
37526,6622,4,18238
37527,6622,5,18283
37529,6622,6,18260
37530,7795,5,23021
37531,7795,6,23058
37532,6627,0,18187
37534,6627,1,18220
37535,6627,2,18243
37538,6627,3,18257
37539,6627,5,18265
37542,6627,6,18312
37545,6626,0,18162
37547,6626,1,18210
37549,6626,3,18256
37551,6626,4,18239
37552,6626,5,18345
37555,6626,6,18258
37556,6997,1,18201
37560,6805,0,18157
37561,6805,1,18214
37563,6805,4,18248
37566,6805,5,18268
37567,6805,6,18196
37573,6961,3,18255
37575,7841,1,17776
37576,7841,1,17774
37577,6347,4,20172
37578,6347,5,20187
37583,8638,0,24736
37584,8638,4,24801
37585,8638,5,24831
37586,8638,3,24813
37589,8791,0,17488
37590,8791,1,17542
37591,8791,3,17596
37592,8791,4,17588
37593,8791,5,17605
37594,8791,6,17615
37619,5726,0,19251
37620,5726,1,19298
37622,5726,4,19349
37626,5702,3,19355
37627,5702,4,19351
37628,5702,5,19379
37633,5727,4,19348
37635,5724,0,19271
37636,5724,1,19312
37643,8792,3,6946
37644,8792,4,6925
37647,6262,6,21155
37648,6365,0,21378
37649,6365,1,21404
37650,6365,3,21426
37651,6365,4,21418
37652,6365,5,21434
37653,6365,6,21465
37654,6789,0,19945
37655,6789,1,19983
37656,6789,2,20005
37657,6789,3,20016
37658,6789,4,24262
37668,6488,0,21063
37669,6488,1,21087
37670,6488,3,21110
37671,6488,4,21103
37672,6488,5,21122
37673,6488,6,21156
37677,6246,1,9321
37682,6505,2,21210
37684,6505,4,21212
37685,6505,5,21221
37687,6844,4,18250
37688,6844,6,18170
37689,6844,1,24861
37693,8797,0,5241
37694,8797,1,5332
37695,8797,2,5434
37696,8797,3,5449
37698,6248,4,9264
37701,8798,3,14895
37703,8798,0,14831
37704,8798,1,14872
37705,8798,2,14892
37707,7499,2,14892
37708,6253,0,9803
37709,6253,3,9579
37710,6253,4,9582
37711,6253,5,9453
37712,6478,0,21231
37713,6478,1,21189
37714,6478,3,21217
37715,6478,4,21208
37716,6478,5,21223
37717,6478,6,21243
37718,6328,0,21185
37719,6328,2,21209
37720,6328,4,21211
37721,6328,5,21218
37722,6328,6,21254
37723,6263,0,21072
37724,6263,6,21149
37725,6263,1,21090
37726,6264,0,21185
37727,6264,1,21199
37728,6264,3,21214
37729,6264,5,21218
37730,6264,6,21257
37731,6263,5,21129
37732,6338,4,21212
37733,6338,5,21225
37734,6338,6,21255
37735,6351,0,21287
37736,6351,1,21293
37737,6351,3,21321
37738,6351,4,21315
37739,6351,5,21328
37740,6351,6,21366
37741,8800,0,23747
37742,8800,1,23797
37743,8800,2,23820
37744,8800,3,23829
37745,8800,4,16327
37746,8800,5,16193
37747,5716,0,3255
37748,5716,1,3464
37749,5716,2,3513
37750,5716,3,3529
37751,5716,4,10711
37752,5716,5,6755
37753,5716,6,6817
37754,5726,3,19357
37755,5726,5,19377
37756,5726,6,19380
37757,5717,0,6697
37758,5717,1,6866
37759,5717,3,6943
37760,5717,4,6925
37761,5717,5,6970
37762,5717,6,7343
37763,5718,0,6706
37764,5718,1,5905
37765,5718,3,6947
37766,5718,4,6931
37767,5718,5,6991
37768,5718,6,6958
37769,5725,4,19308
37770,5725,5,19420
37771,5725,6,19411
37775,5722,4,20687
37776,5722,5,20700
37777,6328,1,21204
37778,6328,3,21217
37779,5756,4,6808
37780,5756,5,7033
37781,7332,4,20683
37782,7332,5,20643
37783,7332,6,20733
37784,5723,0,5896
37786,5723,3,6947
37787,5723,4,6894
37788,5723,5,7039
37789,5723,1,6791
37790,6259,0,9219
37791,6259,1,9339
37792,6259,3,9420
37793,6259,4,9396
37794,6259,5,9504
37795,6259,6,9782
37796,5700,0,5908
37797,5700,1,6810
37798,5700,3,6946
37799,5700,4,6900
37800,5700,5,6998
37801,5719,0,6717
37802,5719,1,6866
37803,5719,3,6937
37804,5719,4,6920
37805,5719,5,7004
37806,5719,6,7295
37807,5702,0,19334
37808,5702,1,19331
37809,5702,6,19361
37810,5727,0,19274
37811,5727,1,19317
37812,5727,3,19357
37813,5727,5,19400
37814,5724,3,19353
37815,5724,4,19338
37816,5724,5,19373
37817,5724,6,19413
37819,6297,5,14904
37820,6296,4,14842
37821,6296,5,14927
37822,6296,6,14874
37823,6297,4,14936
37824,6297,6,14803
37825,5533,0,17053
37826,5533,1,17066
37827,5533,3,17116
37828,5533,4,17100
37829,5533,5,17135
37830,5533,6,17144
37832,5534,0,17022
37833,5534,1,17063
37834,5534,3,17114
37835,5534,4,17099
37836,5534,5,17145
37837,6337,2,21317
37838,6337,6,21362
37841,5535,4,17161
37842,5535,5,17173
37843,5536,0,15505
37844,5536,1,17466
37845,5536,3,15576
37846,5536,5,15593
37847,8804,0,14799
37848,8804,1,14843
37849,8804,2,14854
37850,8804,3,14897
37851,8804,4,25482
37852,8804,5,25476
37853,8804,6,25439
37854,5705,4,25410
37855,5705,5,25493
37856,5705,6,25502
37857,5706,0,25365
37858,5706,1,25417
37859,5706,3,25472
37860,5706,4,25469
37861,5706,5,25502
37862,5755,4,15502
37863,5755,5,15598
37864,7331,4,17162
37865,7331,5,17096
37866,7331,6,17242
37867,5529,0,15794
37868,5529,1,15852
37869,5529,2,15869
37870,5529,3,15882
37871,5529,4,15633
37872,5529,5,15631
37873,5529,6,15585
37876,5530,1,15550
37877,5530,3,15580
37878,5530,4,15570
37880,5530,6,15585
37883,6258,5,18729
37893,6352,5,18952
37894,5531,0,15511
37895,5531,3,15577
37896,5531,5,15727
37897,5531,6,15600
37898,5531,1,15558
37899,5532,0,15505
37900,5532,1,15530
37901,5532,3,15579
37902,5532,4,15562
37903,5532,5,15596
37904,5532,6,15667
37907,6251,0,9358
37908,6251,1,9322
37909,6251,3,9415
37910,6251,4,9331
37911,6251,5,9484
37912,6251,6,9789
37913,5689,0,25372
37914,5689,1,25454
37915,5689,3,25473
37916,5689,4,25468
37917,5689,5,25496
37918,5689,6,25477
37919,6311,6,25425
37920,4756,6,18088
37921,5259,6,18112
37924,8813,3,11075
37927,5707,0,25397
37928,5707,1,25449
37929,5707,3,25474
37930,5707,4,25469
37931,5707,5,25485
37932,5655,0,25392
37933,5655,1,25438
37934,5655,3,25471
37935,5655,4,25459
37936,5655,5,25492
37937,5655,6,25522
37938,6301,5,25478
37939,5530,5,15569
37940,6312,0,18166
37943,6535,0,4549
37944,6535,6,4624
37945,4753,6,9217
37946,5014,5,12128
37947,8806,4,25515
37948,8806,5,25411
37949,8806,6,25525
37950,8806,0,10380
37951,8806,1,9994
37952,8806,2,10147
37953,8806,3,10383
37954,5183,5,12039
37961,8063,1,21621
37963,8816,0,9881
37964,8816,1,10095
37966,8816,2,10155
37967,8816,3,10167
37970,8816,5,10252
37974,8816,6,10413
37976,8816,4,10383
37979,8063,6,21682
37980,7799,6,21682
37981,7812,4,26276
37982,7812,4,26275
37983,7812,5,26287
37984,7812,6,26268
37985,6606,3,19134
37986,6609,3,20016
37987,6602,3,20015
37988,6598,0,5175
37989,6598,1,5316
37990,6598,4,5392
37991,6598,5,5476
37992,6598,6,5501
37993,6607,3,6936
37994,6608,3,20797
37995,8094,0,11006
37996,8094,5,11086
37997,8094,6,11039
37998,6605,3,6942
37999,8095,0,10986
38000,8095,1,11024
38001,8095,3,11074
38002,8095,4,11066
38003,8095,5,11094
38005,8096,0,11047
38006,8096,1,11031
38007,8096,3,11073
38008,8096,4,11124
38009,8096,5,11093
38010,8096,6,10996
38011,8097,0,10992
38012,8097,1,11117
38013,8097,3,11128
38014,8097,4,11007
38015,8097,5,11088
38016,8097,6,11050
38017,8818,0,4729
38018,8818,1,4747
38019,8818,2,4841
38020,8818,3,4849
38021,8818,4,19364
38022,8818,5,19419
38023,8818,6,19422
38024,7813,0,26248
38025,7813,3,26280
38026,8098,0,10989
38027,8098,1,11026
38028,8098,3,11074
38029,8098,4,11059
38030,8098,5,11105
38032,7813,1,26260
38033,7813,4,26275
38034,7813,5,26289
38035,7813,6,26308
38036,8099,0,11014
38037,8099,1,11049
38038,8099,3,11072
38039,8099,4,11070
38040,8099,5,11086
38041,8099,6,11201
38048,8103,0,23504
38049,8103,1,23659
38050,8103,3,23609
38051,8103,4,23605
38052,8103,5,23628
38053,8103,6,23615
38054,7814,0,26233
38055,7814,1,26254
38056,7814,2,26273
38057,7814,4,18458
38058,7814,6,18524
38059,6894,3,7602
38060,6894,5,7875
38063,6597,1,21521
38064,6597,3,21529
38065,6597,4,21525
38066,6597,5,21541
38067,6597,6,21538
38068,5424,3,10166
38069,5424,4,10154
38070,8762,0,14162
38071,5855,4,20687
38072,5855,5,20693
38073,8762,4,14247
38075,8762,3,14257
38076,8762,5,14271
38077,5855,6,20665
38085,6610,3,21425
38086,5856,0,20644
38087,5856,1,20677
38088,5856,2,20670
38089,5856,3,20688
38090,5856,5,20074
38091,6611,3,21108
38092,7836,1,25195
38093,7836,3,25250
38094,7836,4,25244
38095,7836,5,25276
38096,7836,6,25215
38097,6779,0,21067
38098,6779,1,21085
38099,6779,3,21110
38100,6779,4,21105
38101,6779,5,21121
38102,6779,6,21120
38104,5782,6,15909
38105,8824,0,5895
38106,8824,1,6825
38107,8824,3,6948
38108,8824,4,6907
38109,8824,5,6960
38110,8609,0,21592
38111,8609,1,21610
38112,8609,3,21634
38113,8609,4,21632
38114,8609,5,21647
38123,8823,0,10979
38124,8823,1,11030
38125,8823,3,11074
38126,8823,4,11062
38127,8823,5,11092
38128,8823,6,10996
38130,7849,1,9298
38131,7849,6,9780
38132,7847,1,8541
38133,7847,6,9039
38136,7848,1,8493
38137,7848,6,8846
38139,8793,1,20163
38140,8793,3,20174
38141,8793,4,20171
38145,8794,1,20163
38146,8794,3,20174
38147,8794,4,20171
38151,6883,1,19109
38152,6883,3,19137
38160,6594,0,23361
38161,6594,1,23392
38162,6594,3,23406
38163,6594,4,23402
38164,6594,5,23414
38165,6594,6,23417
38166,6882,3,19133
38167,6590,4,19171
38169,6590,6,19206
38170,6638,0,6009
38171,6638,1,6092
38172,6638,3,6244
38173,6638,4,6199
38174,6638,5,6301
38181,6637,0,5931
38182,6637,1,6077
38183,6637,4,6235
38184,6637,5,6289
38185,5861,5,20034
38186,5861,6,19982
38187,8826,0,19935
38188,8826,1,19997
38189,8826,3,20014
38190,8826,4,20011
38193,7845,6,20632
38195,6887,3,7773
38196,6917,0,5934
38197,6917,1,6089
38198,6917,3,6247
38199,6917,4,6241
38200,6917,5,6337
38201,6917,6,6656
38203,6878,3,19133
38204,6878,6,19186
38207,6800,5,20179
38208,6800,6,20131
38209,6801,5,20179
38210,6801,6,20200
38211,6802,3,20176
38212,6803,0,20146
38213,6803,3,20176
38214,6802,0,20146
38215,6802,1,20167
38216,6803,1,20167
38217,6803,2,20172
38218,6802,2,20172
38220,6885,1,6825
38221,6885,3,6945
38222,6879,3,19136
38223,6648,0,3008
38224,6648,3,3087
38225,6617,0,18835
38226,6617,1,18858
38227,6617,3,18917
38228,6617,4,18908
38229,6617,5,18945
38230,6909,0,25393
38231,6909,3,25471
38232,6909,4,25469
38233,6909,5,25479
38234,7597,0,6043
38235,7597,1,6160
38236,7597,2,6223
38237,7597,3,6247
38238,7597,4,6910
38239,7597,5,6963
38240,6909,1,25434
38241,6592,0,23219
38242,6592,1,23241
38243,6592,3,23262
38244,6592,4,23259
38245,6592,5,23271
38246,6592,6,23329
38248,6593,0,23218
38249,6593,1,23237
38250,6593,3,23260
38251,6593,4,23257
38252,6593,5,23274
38253,6593,6,23324
38255,6952,0,25375
38256,6952,1,25422
38257,6952,3,25473
38258,6952,6,25525
38259,6632,0,18808
38260,6632,1,18862
38261,6632,2,18907
38262,6632,3,18913
38263,6632,5,6286
38264,6952,4,25458
38265,6952,5,25498
38271,6644,0,18851
38272,6644,1,18874
38273,6644,2,18909
38274,6644,4,18985
38275,6644,5,18941
38276,6644,3,18917
38286,6912,3,6948
38288,6608,0,20750
38289,6639,4,7047
38290,6880,1,19101
38291,6880,3,19136
38292,6884,1,19090
38293,6884,3,19134
38294,7031,3,4260
38295,7031,6,4311
38296,6584,4,6190
38297,6584,6,6307
38298,6577,0,6000
38299,6577,1,6092
38300,6577,3,6250
38301,6577,4,6199
38302,6577,5,6262
38303,6577,6,6068
38306,6580,1,4117
38307,6580,3,4258
38309,6580,5,4309
38318,6794,3,20017
38319,6979,0,25398
38320,6979,1,25454
38321,6979,3,25470
38322,6979,4,25468
38323,6979,5,25478
38324,6979,6,25399
38325,6681,0,18808
38326,6681,1,18879
38327,6681,3,18917
38328,6681,4,18912
38329,6681,5,18922
38330,6588,1,23237
38331,6588,3,23263
38332,6734,0,18811
38333,6734,1,18890
38334,6734,2,18909
38335,6734,3,18913
38336,6734,4,18910
38337,6734,5,18936
38338,6652,1,6792
38339,6652,3,6942
38340,6589,0,23351
38342,6881,1,19161
38343,6881,3,19133
38344,7047,3,7941
38345,7047,6,7842
38346,6995,0,25366
38347,6995,1,25428
38348,6995,3,25474
38349,6641,0,6071
38350,6641,1,6077
38351,6641,3,6247
38352,6641,4,6229
38353,6641,5,6307
38354,6641,6,6020
38355,6575,0,5997
38356,6575,1,6172
38357,6575,3,6415
38358,6575,2,6122
38359,6575,4,6122
38360,6575,5,6289
38361,6575,6,5968
38362,6995,4,25469
38363,6995,5,25492
38364,6995,6,25502
38365,6605,6,6765
38366,6640,0,6032
38368,6640,3,6250
38370,6640,5,6313
38371,6640,6,6316
38372,6881,4,19129
38373,6603,3,19136
38374,6603,6,6963
38377,6653,1,6786
38378,6653,3,6948
38379,6664,0,5889
38380,6664,1,6738
38382,6664,3,7110
38383,6664,5,18950
38384,6664,6,18917
38385,6649,3,3087
38386,6649,4,7071
38391,6798,5,19155
38392,6798,6,19113
38393,7027,1,11032
38394,7027,3,11071
38395,7027,4,11069
38396,7027,5,11104
38397,7027,6,11101
38398,7028,0,10979
38399,7028,1,11022
38400,7028,3,11072
38401,7028,6,11206
38402,7028,4,10980
38403,7028,5,11090
38404,7590,5,11188
38407,7590,6,11001
38408,5990,4,8547
38409,8829,0,7205
38410,8829,1,6847
38411,8829,3,6943
38412,8829,4,6919
38413,8829,5,7033
38414,5873,0,8427
38415,5873,1,8538
38416,5873,3,8667
38417,5873,4,8646
38418,5873,5,8680
38419,5873,6,8777
38420,8830,4,6924
38421,8830,5,7362
38422,8830,6,7002
38423,6647,0,6720
38424,6647,1,6870
38425,6647,4,6924
38426,6647,5,7002
38427,6171,5,20952
38428,6171,6,20942
38429,6171,4,20895
38430,8832,5,7008
38438,8833,1,7724
38439,8833,3,7775
38444,8835,0,15130
38445,8835,0,15132
38446,8835,0,15129
38447,8835,0,15116
38448,8835,1,15175
38449,8835,3,15212
38450,8835,3,15209
38451,8835,3,15210
38454,8835,6,15342
38455,8835,6,15340
38456,8836,0,3979
38457,8836,1,4098
38458,8836,3,4263
38459,8836,3,4260
38460,8836,3,4257
38461,8836,3,4254
38463,8836,6,4637
38464,8836,6,4616
38465,8837,0,9882
38466,8837,0,9879
38472,8837,3,10165
38473,8837,3,10162
38476,8838,0,7573
38477,8838,0,7568
38478,8838,1,7657
38479,8838,3,7780
38480,8838,3,7774
38481,8838,3,7781
38482,8838,5,7556
38483,8838,6,8144
38484,8838,6,8155
38485,8838,6,8138
38494,8842,3,12017
38503,5867,5,20037
38504,5867,6,20068
38507,8841,0,20868
38508,8841,1,20889
38509,8841,3,20872
38512,6412,3,16182
38513,6412,4,16177
38514,6412,5,16212
38515,6412,0,16094
38516,6412,1,16156
38517,6963,3,10159
38518,6963,6,10572
38520,6953,1,25449
38521,6953,0,25373
38522,6953,2,25462
38523,6953,3,25474
38525,6957,3,14577
38526,6960,4,25467
38527,6960,5,25412
38529,6961,5,25410
38531,6961,6,25545
38532,6955,3,14577
38533,6956,5,14601
38536,8853,0,11923
38539,8853,3,12018
38542,8853,4,12012
38545,6780,0,20751
38546,6780,1,20774
38547,6780,2,20789
38548,6780,3,20794
38549,6780,4,20684
38550,6780,5,20697
38551,6780,6,20707
38552,6613,0,18813
38553,6613,1,18861
38554,6613,2,18904
38556,6613,3,18915
38557,6613,4,18904
38558,6613,5,18921
38559,6612,0,18836
38560,6612,1,18875
38561,6612,3,18914
38562,6612,4,18912
38563,6612,5,18947
38564,6576,0,6049
38565,6576,1,6172
38566,6576,3,6250
38567,6576,4,6238
38568,6576,5,6271
38569,6576,6,6043
38570,6591,0,19074
38571,6591,1,19114
38572,6591,2,19130
38573,6591,3,19136
38574,6591,4,19130
38575,6591,5,19160
38581,7977,0,21388
38582,7977,1,21398
38583,7977,3,21424
38584,7977,2,21421
38585,7977,5,21327
38586,6236,1,19113
38587,6608,4,20788
38588,6954,0,14813
38589,6954,1,14840
38590,6954,3,14896
38591,6954,4,14879
38592,6954,5,14918
38593,6954,6,15029
38600,6142,4,5652
38601,6142,5,5526
38602,6142,6,5541
38603,5865,1,19989
38604,8831,4,8902
38607,8844,0,8369
38608,8844,1,8504
38609,8844,3,8663
38610,8844,4,8588
38611,8844,5,8724
38612,8844,6,8706
38613,6903,0,15500
38614,6903,1,15533
38615,6903,4,15563
38616,6903,5,15597
38618,6789,5,24276
38619,6237,1,23249
38620,6604,0,5898
38621,8847,0,8465
38622,8847,1,8507
38623,8847,3,8663
38624,8847,4,8609
38625,8847,5,8757
38626,8847,6,9038
38628,6598,3,5446
38629,8846,5,8718
38630,8846,6,8745
38631,8321,5,4378
38633,8320,5,7888
38634,8320,5,7895
38635,8320,6,7870
38636,8319,5,7889
38637,8319,6,7864
38642,8279,5,14617
