"ID","localizedTextIdOnEnterCombat00","localizedTextIdOnEnterCombat01","localizedTextIdOnEnterCombat02","localizedTextIdOnEnterCombat03","chanceToSayOnEnterCombat","localizedTextIdOnDeath00","localizedTextIdOnDeath01","localizedTextIdOnDeath02","localizedTextIdOnDeath03","chanceToSayOnDeath","localizedTextIdOnKill00","localizedTextIdOnKill01","localizedTextIdOnKill02","localizedTextIdOnKill03","chanceToSayOnKill"
794,453446,453447,453448,453515,50,0,0,0,0,100,0,0,0,0,100
795,453449,453450,453451,453453,100,0,0,0,0,100,0,0,0,0,100
796,453455,453456,453457,453458,100,0,0,0,0,100,0,0,0,0,100
797,453459,453460,453461,453462,100,0,0,0,0,100,0,0,0,0,100
798,453475,453476,453477,453478,100,0,0,0,0,100,0,0,0,0,100
799,453505,453506,453507,0,40,0,0,0,0,100,0,0,0,0,100
800,453499,453500,453501,0,60,0,0,0,0,100,0,0,0,0,100
801,453502,453503,453504,0,70,0,0,0,0,100,0,0,0,0,100
802,453520,453521,453522,0,50,0,0,0,0,100,0,0,0,0,100
803,453523,453524,453534,0,50,0,0,0,0,100,0,0,0,0,100
805,456757,456758,456761,456770,100,456775,456776,456777,0,100,456778,456779,456780,0,100
806,457398,457401,457402,457410,40,457414,457416,457417,0,50,457420,457421,457426,457427,60
807,457471,457472,457473,457474,35,457475,457476,457477,457478,35,460599,460600,0,0,100
808,458663,458664,458665,458666,75,458670,458671,458672,458673,100,0,0,0,0,60
809,458675,458676,458677,458678,100,0,0,0,0,100,0,0,0,0,100
810,458690,0,0,0,100,458691,458692,458698,458699,35,0,0,0,0,100
811,458702,0,0,0,100,458703,458704,0,0,35,0,0,0,0,100
812,458708,460580,0,0,100,458709,458710,0,0,35,460578,460579,0,0,100
813,458756,458757,458758,0,100,458752,458759,0,0,35,460583,460584,0,0,100
814,458760,458761,458762,0,100,458763,458764,0,0,35,460585,460586,0,0,100
815,458765,458770,458766,0,100,458767,458768,458774,0,35,460587,460588,460589,0,100
816,458776,458777,0,0,100,458778,458779,458780,0,35,460590,460591,460592,0,100
817,458793,458794,458795,0,100,458796,458797,458798,0,35,460593,460594,460595,0,100
818,458826,458827,458828,0,100,458829,458830,458831,0,100,458832,458833,458834,0,100
819,458835,458836,458837,458844,100,458838,458839,458840,0,35,458841,458842,458843,458845,80
820,458851,458852,458853,458854,100,458855,458856,458857,0,35,458858,458859,458860,458861,80
821,458925,458926,458927,458928,99,458929,458930,458931,458932,99,458933,458934,458935,458936,100
822,459060,459061,459062,459063,100,459064,459065,459066,459067,100,459068,459069,459070,459071,100
823,460568,460569,0,0,100,460570,460571,460572,0,100,460573,460574,0,0,100
824,459775,459776,459777,459778,100,459779,459780,459781,459782,100,459783,459784,459785,459786,100
825,460602,460603,460604,0,100,460605,460606,0,0,50,460607,460608,0,0,100
826,460609,460610,460611,0,100,460612,460613,0,0,50,460614,460615,0,0,100
827,460616,460617,460618,0,100,460619,460620,0,0,50,460621,460622,0,0,100
828,460623,460624,460625,0,100,460626,460627,0,0,50,460628,460629,0,0,100
829,460630,460631,460632,0,100,460633,460634,0,0,50,460635,460636,0,0,100
830,460639,460640,460641,0,100,460642,460643,0,0,50,460644,460645,0,0,100
831,460646,460647,460648,0,100,460649,460650,0,0,50,460651,460652,0,0,100
832,460653,460654,460655,0,100,460656,460657,0,0,50,460658,460659,0,0,100
833,463013,463014,463015,463016,20,463017,463018,463019,467672,20,463025,463027,463028,467673,20
834,463085,463086,463087,463088,30,463089,463090,463091,463092,40,463093,463094,463095,463096,50
835,463057,463058,463059,463060,30,463061,463062,463063,463064,40,463065,463066,463067,463068,50
836,465395,465396,0,0,75,465397,465398,0,0,100,465399,465400,0,0,100
837,0,0,0,0,0,466634,466635,466636,466637,100,466638,466639,466640,466641,100
838,466966,466967,466968,0,100,466969,466970,466971,0,100,466972,466973,466974,0,100
839,467684,467685,467686,467687,35,467688,467689,467690,467691,45,467692,467693,467694,467695,55
840,467698,467699,467700,467701,35,467702,467703,467704,467705,45,467706,467707,467708,467709,55
841,467717,467718,467719,467720,35,467721,467722,467723,467724,45,467725,467726,467727,467728,55
842,467734,467735,467736,467737,35,467738,467739,467740,467741,45,467742,467743,467744,467745,65
843,468273,468274,468275,468276,100,468277,561519,561524,561525,100,468278,468279,468280,468281,100
844,468282,468283,468284,468285,35,468286,468287,468288,468289,45,468290,468291,468292,468293,55
845,470038,470039,470040,470041,100,470042,470043,470044,470045,100,470055,470056,470057,470058,100
846,473271,0,0,0,100,473989,0,0,0,100,473272,0,0,0,100
847,473762,0,0,0,100,473766,0,0,0,100,473765,473769,473770,473771,100
848,474354,474355,474356,0,100,474357,474358,474359,0,100,474360,474361,474362,0,100
850,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
851,553625,553626,553627,553628,0,553629,553630,553631,553632,100,553633,553634,553635,553636,20
852,558025,558026,558027,0,0,558028,558029,558030,558031,100,558032,558033,558034,0,10
853,560244,0,0,0,100,560245,560246,560247,0,100,560248,560249,560250,0,100
854,560251,0,0,0,100,560252,560253,560254,0,100,560255,560256,560257,0,100
855,560258,560259,560260,0,100,560261,0,0,0,100,560262,560263,560264,0,100
856,560265,0,0,0,100,560266,560267,560268,0,100,560269,560270,560271,0,100
857,558292,558293,558294,558295,100,558296,558297,558298,558299,100,558300,558301,558302,558303,15
858,558304,558305,558306,558307,100,558308,558309,558310,558311,100,558312,558313,558314,558315,15
859,561590,561591,561592,561593,100,561594,561595,561596,561597,100,561598,561599,561600,561601,15
860,558316,558317,558318,558319,100,558320,558321,558322,558323,100,558324,558325,558326,558327,15
861,558328,558329,558330,558331,100,558332,558333,558334,558335,100,558336,558337,558338,558339,15
862,558340,558341,558342,558343,100,558344,558345,558346,558347,100,558348,558349,558350,558351,15
863,558214,558215,558216,558217,100,558218,558219,558220,558221,100,558222,558223,558224,558225,70
864,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
865,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
866,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
867,475437,475438,475439,475440,100,0,0,0,0,100,0,0,0,0,100
868,475443,475444,475445,475446,50,0,0,0,0,100,0,0,0,0,100
869,475453,475454,475455,475456,25,0,0,0,0,100,0,0,0,0,100
870,476338,476339,476340,476341,75,0,0,0,0,75,0,0,0,0,75
871,477111,477112,477113,477114,70,477115,477116,477117,477118,50,477119,477120,477121,477122,50
872,479292,479309,479310,479311,75,0,0,0,0,100,0,0,0,0,100
873,479297,479298,479299,479300,75,0,0,0,0,100,0,0,0,0,100
874,479293,479294,479295,479296,75,0,0,0,0,100,0,0,0,0,100
875,483793,483795,483796,483797,75,0,0,0,0,100,0,0,0,0,100
876,484152,0,0,0,100,484153,0,0,0,100,484154,484155,484156,484157,100
877,487227,487228,487229,0,100,487241,487242,487243,0,100,487244,487245,519212,0,100
878,489672,489673,489674,0,75,489684,489694,0,0,50,489715,489716,0,0,100
879,489720,489721,489722,0,75,489723,489727,0,0,50,0,0,0,0,100
880,489729,0,0,0,100,489732,0,0,0,100,0,0,0,0,100
881,492854,492855,492856,0,100,492857,492858,492859,492860,100,492861,492862,492863,0,100
882,493425,493427,493428,0,100,493429,493430,493431,0,100,493432,493433,493434,0,100
883,494192,0,0,0,100,494193,0,0,0,100,0,0,0,0,100
884,494444,0,0,0,100,494445,0,0,0,100,0,0,0,0,100
885,494446,0,0,0,100,494447,0,0,0,100,0,0,0,0,100
886,494448,0,0,0,100,494449,0,0,0,100,0,0,0,0,100
887,494452,494453,494454,494455,100,494456,494457,494458,0,100,0,0,0,0,100
888,494861,0,0,0,100,494864,0,0,0,100,0,0,0,0,100
889,494951,494952,494953,494954,70,494955,494956,494957,494958,50,494959,494960,494961,494962,100
890,495241,495242,0,0,100,495243,495244,500570,0,100,495245,495246,500571,0,100
891,496153,0,0,0,100,0,0,0,0,100,0,0,0,0,100
892,496154,0,0,0,100,0,0,0,0,100,0,0,0,0,100
893,497600,497601,497602,497603,50,497613,497614,497615,497616,30,0,0,0,0,0
894,497977,497978,0,0,100,497979,497980,0,0,100,497981,497982,0,0,100
895,498112,498113,0,0,100,498114,498115,0,0,100,498116,498117,0,0,100
896,498222,498223,498224,498225,100,498226,498227,499388,0,100,498228,498229,0,0,100
897,500513,500514,500515,500516,100,500517,500518,500519,500520,100,500521,500522,500523,500524,100
898,501216,501217,501218,0,100,0,0,0,0,100,0,0,0,0,100
899,502461,502462,502463,502464,65,502465,502466,502467,0,100,502468,502469,502470,502471,100
900,0,0,0,0,0,508538,508539,508540,508541,100,0,0,0,0,0
901,0,0,0,0,100,508907,508908,508909,508910,100,0,0,0,0,100
902,0,0,0,0,100,508911,508912,508913,508914,100,0,0,0,0,100
903,0,0,0,0,100,508951,508952,508953,508954,100,0,0,0,0,100
904,0,0,0,0,100,508957,508958,508959,508960,100,0,0,0,0,100
905,0,0,0,0,100,508962,508963,508964,508965,100,0,0,0,0,100
906,0,0,0,0,100,508966,508967,508968,508969,100,0,0,0,0,100
907,508979,508980,508981,508982,100,0,0,0,0,100,0,0,0,0,100
908,510631,0,0,0,100,510632,0,0,0,100,0,0,0,0,100
909,510634,0,0,0,100,510635,0,0,0,100,0,0,0,0,100
910,510636,0,0,0,100,510637,0,0,0,100,510668,0,0,0,100
911,510639,0,0,0,100,510640,0,0,0,100,510685,0,0,0,100
912,510643,0,0,0,100,510644,0,0,0,100,0,0,0,0,100
913,510645,0,0,0,100,510646,0,0,0,100,0,0,0,0,100
914,510650,0,0,0,100,510651,0,0,0,100,510688,0,0,0,100
915,510661,0,0,0,100,510662,0,0,0,100,0,0,0,0,100
916,510663,0,0,0,100,510664,0,0,0,100,510692,510693,0,0,100
917,510665,510694,0,0,100,510666,0,0,0,100,0,0,0,0,100
918,518209,518210,518211,0,100,518212,518213,518214,0,100,0,0,0,0,100
919,518667,518668,518669,518670,35,518695,518696,0,0,35,518671,518673,518678,0,50
920,518679,518680,518681,518682,35,518693,518701,0,0,35,518683,518684,518685,0,50
921,518702,518703,518704,518705,35,518706,518707,0,0,35,518708,518709,518710,0,50
922,521079,521080,521081,521082,35,521083,521084,0,0,35,521085,521086,521087,521088,50
923,521090,521091,521092,521093,35,521094,521095,0,0,35,521096,521097,521098,0,50
924,521102,521103,521104,0,35,521105,521106,0,0,35,521107,521108,521109,0,50
925,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
926,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100
927,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
928,558141,0,0,0,100,558137,558138,558139,558140,100,558133,558134,558135,558136,70
929,556717,556718,556719,556720,100,556721,556722,556723,556724,100,556725,556726,556727,556728,100
930,568877,568878,568879,568880,100,568881,568882,568883,568884,100,568885,568886,568887,568888,100
931,568973,568974,568975,568976,100,568977,568978,568979,568980,100,568981,568982,568983,568984,100
932,556705,556706,556707,556708,100,556709,556710,556711,556712,100,556713,556714,556715,556716,100
933,556691,0,0,0,100,556692,556693,556694,556695,100,556696,556697,556698,556699,100
934,529497,529498,529499,0,100,529500,529501,529502,0,100,529503,529504,0,0,100
935,531812,0,0,0,100,531813,0,0,0,100,0,0,0,0,100
936,532058,532059,532060,532070,40,532061,532062,532063,532064,40,532065,532066,532067,532068,50
937,534001,534002,534003,534004,100,534005,534006,534007,534008,100,534009,534010,534011,534012,100
938,534707,534708,534709,534710,65,534711,534712,534719,534720,65,0,0,0,0,100
939,534753,534754,534755,534756,65,534807,534808,534820,534821,65,0,0,0,0,100
940,534846,534847,534848,534849,65,534850,534851,534852,534853,65,0,0,0,0,100
941,535545,535546,535547,535548,75,535549,535550,535551,535552,40,535553,535554,535555,535556,50
942,0,0,0,0,100,536068,0,0,0,100,0,0,0,0,100
943,0,0,0,0,100,536079,0,0,0,100,0,0,0,0,100
944,0,0,0,0,100,536080,0,0,0,100,0,0,0,0,100
945,0,0,0,0,100,536081,0,0,0,100,0,0,0,0,100
946,536652,615343,615344,0,100,615349,615350,615351,0,100,615345,615346,615347,615348,100
947,537760,537761,537762,537763,100,0,0,0,0,100,0,0,0,0,100
948,611427,0,0,0,100,545791,0,0,0,100,0,0,0,0,100
949,546281,546282,546283,0,100,596744,0,0,0,100,546284,546285,546286,0,100
950,546288,546289,546290,546291,100,597206,0,0,0,100,546292,546293,546294,0,100
951,550246,550247,550248,550256,80,550249,550250,550252,550253,80,550255,0,0,0,100
952,553345,553346,553347,553348,70,553349,553350,553351,553352,70,0,0,0,0,100
953,553460,0,0,0,100,553461,0,0,0,100,0,0,0,0,100
954,554040,554041,554042,554043,100,554044,554045,554046,554047,100,554048,554049,554050,554051,100
955,556535,0,0,0,100,556536,0,0,0,100,0,0,0,0,100
959,558761,558762,558763,558764,60,558765,558766,558767,558768,60,558769,558770,558771,558772,60
960,558918,558919,0,0,100,558920,0,0,0,100,0,0,0,0,100
961,558922,558923,558925,0,100,558924,0,0,0,100,0,0,0,0,100
962,0,0,0,0,100,559031,559032,0,0,100,0,0,0,0,100
963,559063,0,0,0,100,559064,0,0,0,100,0,0,0,0,100
964,559070,559071,559072,0,100,559073,559074,0,0,100,0,0,0,0,100
965,559080,559081,0,0,0,559082,559083,559084,0,100,0,0,0,0,100
966,560519,560520,560521,560522,100,560523,560524,560527,563028,100,560525,560526,563026,563027,50
967,561656,0,0,0,100,561657,0,0,0,100,561658,0,0,0,100
968,562609,562610,562611,562612,80,562625,562626,562627,0,70,0,0,0,0,100
969,562638,0,0,0,100,562639,0,0,0,100,0,0,0,0,100
970,563029,563030,563031,563032,100,0,0,0,0,100,563033,563034,563035,0,100
971,563366,563367,563368,563369,65,563370,563371,563372,563373,65,563375,563376,563377,563378,70
972,566839,566840,566841,566842,65,566843,566852,566853,566857,65,0,0,0,0,100
973,0,0,0,0,100,566855,0,0,0,100,0,0,0,0,100
975,571551,0,0,0,100,571552,0,0,0,100,571553,0,0,0,100
976,572211,0,0,0,100,572212,0,0,0,100,0,0,0,0,100
977,582479,0,0,0,100,582480,0,0,0,100,585140,0,0,0,100
978,582488,0,0,0,100,582487,0,0,0,100,585141,0,0,0,100
983,586491,586492,586493,586494,50,0,0,0,0,100,0,0,0,0,100
984,586497,586498,586499,586500,0,586566,586567,586568,586569,100,586501,586502,586503,586504,0
985,586510,586511,586512,586513,0,586562,586563,586564,586565,100,586514,586515,586516,586517,0
986,586521,586522,586523,586524,100,586525,586526,586527,0,50,586528,0,0,0,100
987,586529,586530,586531,586532,100,586533,586534,586535,586536,100,586537,586538,586539,586540,100
988,586543,586544,586545,586546,100,586547,586548,586549,586550,100,586551,586552,586553,586554,100
989,586557,586558,586559,0,0,586560,586561,0,0,100,0,0,0,0,100
990,586629,586630,586631,586632,100,586633,586634,586635,586636,100,586637,586638,586639,586640,100
991,0,0,0,0,0,586773,586774,586775,586776,100,0,0,0,0,0
992,587078,587081,587082,0,100,587083,587084,0,0,100,587085,0,0,0,100
993,589789,0,0,0,100,589778,0,0,0,100,589777,0,0,0,100
994,589844,0,0,0,100,589788,0,0,0,100,589839,0,0,0,100
995,589846,0,0,0,100,589785,0,0,0,100,589840,0,0,0,100
996,589831,589832,589833,589834,60,589790,589835,589836,589837,60,589792,589793,589794,589795,60
997,589874,589875,589876,589877,40,589878,589879,589880,0,60,589881,589882,589883,589884,100
998,593899,0,0,0,100,593900,0,0,0,100,593901,0,0,0,100
999,593902,0,0,0,100,593903,0,0,0,100,593904,0,0,0,100
1000,593905,0,0,0,100,593906,0,0,0,100,593907,0,0,0,100
1001,593908,0,0,0,100,593909,0,0,0,100,593910,0,0,0,100
1002,593911,0,0,0,100,593912,0,0,0,100,593913,0,0,0,100
1003,593914,0,0,0,100,593915,0,0,0,100,593916,0,0,0,100
1004,593917,0,0,0,100,593918,0,0,0,100,593919,0,0,0,100
1005,593920,0,0,0,100,593921,0,0,0,100,593922,0,0,0,100
1006,593923,0,0,0,100,593924,0,0,0,100,593925,0,0,0,100
1007,594572,594573,594574,594575,60,594576,594577,594578,594579,60,594585,594586,594587,594588,60
1008,594589,594590,594591,594592,60,594593,594594,594595,594596,60,594597,594598,594599,594600,60
1009,594601,594602,594603,594604,60,594605,594606,594607,594608,60,594609,594610,594611,594612,60
1010,594750,594751,594752,594753,60,594754,594755,594756,594757,60,594758,594759,594760,594761,60
1011,596324,596325,596326,0,50,0,0,0,0,100,0,0,0,0,100
1012,596327,0,0,0,100,0,0,0,0,100,0,0,0,0,100
1013,596328,0,0,0,100,0,0,0,0,100,0,0,0,0,100
1015,596964,596965,596966,596967,100,596968,596969,0,0,100,596970,596971,596972,597014,100
1016,596974,597016,0,0,100,596975,597015,0,0,100,596976,597013,597017,597018,100
1017,596980,596998,0,0,100,596981,597005,0,0,100,596982,597009,597011,597012,100
1018,596983,596992,596995,0,100,596984,596997,0,0,100,596985,596990,596991,596996,100
1019,597025,597026,618673,0,100,597027,597028,0,0,100,597029,597030,597031,597032,100
1020,608660,608661,608669,608673,66,608662,608663,0,0,0,608664,608665,608666,608667,0
1021,608674,608675,608676,608677,66,608678,0,0,0,0,608679,0,0,0,0
1022,608684,608685,608686,608687,66,0,0,0,0,0,0,0,0,0,0
1023,608688,608689,608690,608691,66,0,0,0,0,0,0,0,0,0,0
1024,608744,0,0,0,100,608745,0,0,0,100,0,0,0,0,100
1025,608746,0,0,0,100,608747,0,0,0,100,611604,0,0,0,100
1026,608862,608863,608864,0,100,0,0,0,0,100,0,0,0,0,100
1027,609888,0,0,0,100,609889,0,0,0,100,0,0,0,0,100
1032,611550,611551,611552,611553,100,611554,611555,611556,611557,100,611558,611559,611560,611561,100
1033,611571,611572,611573,611574,100,611575,611576,611577,611578,100,611579,611580,611581,611582,100
1034,611593,611594,611595,611596,100,611597,611598,611599,611600,100,611601,611602,611603,0,100
1035,612753,612754,612755,612756,100,0,0,0,0,0,0,0,0,0,0
1036,612757,612758,612759,612760,100,0,0,0,0,0,0,0,0,0,0
1037,612761,612762,612763,612764,100,0,0,0,0,0,0,0,0,0,0
1038,612765,612766,612767,612768,100,0,0,0,0,0,0,0,0,0,0
1039,613132,613133,613134,613135,100,613136,613137,613138,613139,100,613140,613141,613142,613143,100
1040,613144,613145,613146,613147,100,613148,613149,613150,613151,100,613152,613153,613154,613155,100
1041,614902,614903,614904,0,100,614912,614915,614918,0,100,614905,614907,614908,0,100
1042,614920,614921,614922,0,50,614923,614924,614925,0,30,614926,614927,614928,0,100
1043,614930,614931,614932,0,30,614933,0,0,0,30,0,0,0,0,100
1044,615572,615573,615574,615575,40,615576,615577,615578,640628,60,615579,615580,615581,615582,100
1045,628712,628713,628714,628715,100,628716,628717,628718,628719,100,628720,628721,628722,628723,100
1046,628724,628725,628726,628727,30,628728,628729,628730,628731,40,628732,628733,628734,628735,50
1047,629268,629269,629270,629271,60,629272,629273,629274,629275,60,629276,629277,629278,629279,60
1048,629280,0,0,0,100,629281,0,0,0,100,629282,0,0,0,100
1049,630579,630580,630581,630582,100,630583,630584,630585,0,60,630586,630587,630588,630589,100
1050,630594,630595,630596,0,100,630597,630598,630599,630608,60,630600,630601,630602,0,100
1051,631125,631126,631127,631128,100,631129,631130,631131,631132,100,0,0,0,0,100
1052,631916,631917,631918,0,60,631919,631920,631921,631922,60,631923,631924,631925,0,100
1053,631927,631928,631929,0,60,631930,631931,631932,0,60,631933,631934,631935,0,100
1054,634159,634160,0,0,100,634161,634162,0,0,100,0,0,0,0,100
1055,639750,639751,639752,639753,100,639754,639755,639756,639757,100,639758,0,0,0,100
1056,639759,639760,639761,639762,100,639763,639764,639765,639766,100,639767,639768,0,0,100
1057,639900,639901,639902,639903,100,639907,639908,639909,0,100,639904,639905,639906,0,100
1058,639928,639929,639930,639931,50,639932,639933,639934,639935,50,639936,639937,639938,639939,100
1059,639940,639941,639942,639943,50,639944,639945,639946,639947,50,639948,639949,639950,639951,100
1060,639952,639953,639954,639955,50,639956,639957,639958,0,50,639959,639960,0,0,100
1061,639961,639962,639963,639964,50,639965,639966,639967,639968,50,639969,639970,639971,639972,100
1062,639976,639977,639978,639979,100,639980,639981,639982,639983,100,639984,639985,639986,639987,100
1063,639994,639995,639996,639997,50,639998,639999,640000,640001,50,640002,640003,640004,640005,100
1064,640097,640098,640099,640100,50,640101,640102,640103,640104,50,640105,640106,640107,640108,100
1065,640880,640881,640882,640883,100,640884,640885,640886,640887,100,0,0,0,0,0
1066,640888,640889,640890,640891,100,640892,640893,640894,640895,100,0,0,0,0,0
1067,641789,641790,641793,641794,30,641791,641795,641796,641799,30,641792,641797,641798,641800,100
1068,642485,642486,642487,642488,100,642489,642490,642491,642492,100,642493,642494,642495,642496,100
1069,653671,0,0,0,100,653672,0,0,0,100,653673,0,0,0,100
1070,658581,0,0,0,100,658582,658583,658584,0,100,0,0,0,0,100
1071,0,0,0,0,0,678562,0,0,0,100,678558,0,0,0,0
1072,679035,679036,679037,679038,80,679039,679040,679041,679042,100,0,0,0,0,0
1073,679434,679435,679436,679437,65,679438,679439,679440,679441,65,0,0,0,0,100
1074,679872,679873,679874,679875,40,679876,679877,679907,679921,50,679878,679879,679880,679898,70
1075,679950,679952,0,0,100,679951,0,0,0,100,679953,0,0,0,100
1079,0,0,0,0,100,682949,682950,682951,682952,100,0,0,0,0,100
1081,691109,691110,691145,691148,50,690978,691112,691149,0,40,691111,691150,0,0,100
1083,691392,691393,0,0,100,691394,0,0,0,100,691395,0,0,0,100
1084,691397,691398,0,0,100,691400,0,0,0,100,691401,0,0,0,100
1085,691402,691403,691404,0,35,691405,691406,691407,0,35,691408,691409,691410,0,50
1086,691412,691413,691414,0,100,691415,691416,691417,0,100,691418,691419,691420,0,100
1087,694711,694712,694713,694714,60,694715,694716,694717,694718,40,694719,694720,694721,694722,30
1088,694724,694725,694726,694727,60,694728,694729,694730,694731,40,694732,694733,694734,694735,30
1089,694739,694740,694741,694742,100,694743,694744,694745,694746,50,694747,694748,694749,694750,70
1090,696497,696498,696499,696500,100,696501,696502,696503,696504,100,696505,696506,696507,696508,100
1091,700019,700020,700021,700022,60,700023,700024,700025,700026,40,700027,700028,700029,700030,30
1092,700037,700038,700039,700040,60,700041,700042,700043,700044,40,700045,700046,700047,700048,30
1093,700049,700050,700051,700052,60,700053,700054,700055,700056,40,700057,700058,700059,700060,30
1094,700071,700072,700073,700074,60,700075,700076,700077,700078,40,700079,700080,700081,700082,30
1095,700090,700091,700092,700093,60,700094,700095,700096,700097,40,700098,700099,700100,700101,30
1096,700102,700103,700104,700105,60,700112,700113,700114,700115,40,700116,700117,700118,700119,30
1097,700526,700527,700528,700529,40,700520,700521,700522,700523,60,700518,700519,700524,700525,80
1098,701088,701089,701090,701099,35,701091,701092,701093,701094,35,701095,701096,701097,701098,50
1099,706591,706592,706593,706599,40,706594,706595,706596,706598,40,706597,706792,706793,706794,40
1100,718626,718627,718628,718629,100,718630,718631,718632,718633,100,718634,718635,718636,718637,100
1101,718638,718639,718640,718641,100,718642,718643,718644,718645,100,718646,718647,718648,718649,100
1103,719005,719006,719007,719013,50,719030,719031,719033,719037,50,719028,719029,719034,719035,50
1104,719008,719009,719011,719012,80,719032,719038,719039,719040,80,719036,719041,719042,719043,80
1105,719016,719017,719021,719022,70,719018,719019,719020,719023,70,719024,719025,719026,719027,70
1106,731992,731993,731994,731995,60,731996,731997,731998,731999,40,732000,732001,732002,732003,30
1107,732004,732005,732006,732007,60,732008,732009,732010,732011,40,732012,732013,732014,732015,30
1108,732019,732020,732021,732022,60,732023,732024,732025,732026,50,732027,732028,732029,732030,40
1109,732031,732032,732033,732034,100,732035,732036,732037,732038,100,732039,732040,732041,732042,100
1110,732043,732044,732045,732046,100,732047,732048,732049,732050,100,732051,732052,732053,732054,100
1111,732056,732057,732058,732059,100,732060,732061,732062,732063,100,732064,732065,732066,732067,100
1112,732068,732069,732070,732071,100,732072,732073,732074,732075,100,732076,732077,732078,732079,100
1113,732093,732094,732095,732096,100,732097,732098,732099,732100,100,732101,732102,732103,732104,100
1114,732107,732108,732109,732110,100,732111,732112,732113,732114,100,732115,732116,732117,732118,100
1115,732120,732121,732122,732123,100,732124,732127,732128,732129,100,732130,732131,732132,732133,100
1116,732135,732136,732137,0,60,732138,732139,732140,0,60,732141,732142,732143,0,60
1117,732144,732145,732146,732147,25,732148,732149,732150,732151,25,732152,732153,732154,732155,25
1118,732271,732272,732273,732274,100,732275,732276,732277,732278,100,732279,732280,732281,732282,100
1119,732283,732284,732285,732286,100,732287,732288,732289,732290,100,732291,732292,732293,732294,100
1120,732295,732296,732297,732298,100,732299,732300,732301,732302,100,732303,732304,732305,732306,100
1121,732308,732309,732310,732311,100,732312,732313,732314,732315,100,732316,732317,732318,732319,100
1122,736482,736483,736484,736485,100,736486,736487,736488,736489,100,736490,736491,736492,736493,100
1123,736494,736495,736496,736497,100,736498,0,0,0,100,736499,736500,736501,736502,100
1124,736505,0,0,0,100,736506,736507,736508,736509,100,736510,736511,736512,736513,100
1125,736516,736517,736518,736519,100,736520,736521,736522,736523,100,736524,736525,736526,736527,100
1126,736532,0,0,0,100,736533,736534,736535,736536,100,736537,736538,736539,736540,100
1127,736543,0,0,0,100,736544,736545,736546,736547,100,736548,736549,736550,736551,100
1128,736552,0,0,0,100,736553,736554,736555,736556,100,736557,736558,736559,736560,100
1129,739413,739414,739415,739416,100,739417,739418,739419,739420,100,739421,739422,739423,739424,100
1130,739467,739468,739469,739470,35,739471,739472,739473,739474,45,739475,739476,739477,739478,55
1131,739479,739480,739481,739482,35,739483,739484,739485,739486,45,739487,739488,739489,739490,55
1132,746252,746253,746254,746255,60,746256,746257,746258,746259,40,746260,746261,746262,746263,40
1133,746269,746270,746271,746272,60,746273,746274,746275,746276,40,746277,746278,746279,746280,40
1134,746281,746282,746283,746284,60,746285,746286,746287,746288,40,746289,746290,746291,746292,40
1135,746228,746229,746230,0,100,746231,746232,746233,0,100,746234,746235,746236,0,100
1136,746375,746376,746377,746378,66,746379,746380,746381,746382,40,746386,746387,746388,0,30
1137,749027,749028,749029,749030,55,749031,749032,749033,749034,55,0,0,0,0,35
1138,749039,749040,749041,749042,55,749043,749044,749045,749046,55,0,0,0,0,35
1139,753665,753666,0,0,100,761982,0,0,0,100,761983,0,0,0,20
1140,755061,755062,755063,755064,100,755065,755066,755067,755068,100,755069,755070,755071,755072,100
1141,755073,755074,755075,755076,100,755077,755078,755079,755080,100,755081,755082,755083,755084,100
1142,755088,755089,755090,755091,100,755092,755093,755094,755095,100,755096,755097,755098,755099,100
1143,755102,755103,755104,755105,100,755106,755107,755108,755109,100,755110,755111,755112,755113,100
1144,0,0,0,0,100,761985,0,0,0,100,761986,0,0,0,20
1145,0,0,0,0,100,761988,0,0,0,100,761989,0,0,0,20
1146,761999,0,0,0,100,762000,0,0,0,100,762001,0,0,0,20
1147,762419,762420,762421,0,100,762422,762423,762424,0,100,762425,762426,762427,0,100
1148,762428,762429,762430,0,100,762431,762432,762433,0,100,762434,762435,762436,0,100
1149,766561,766562,766564,766565,40,0,0,0,0,20,766563,0,0,0,20
1150,766591,0,0,0,100,766592,0,0,0,100,766593,0,0,0,20
1151,766645,0,0,0,100,766646,0,0,0,100,766647,0,0,0,20
1152,768183,768184,0,0,100,768185,768186,0,0,100,768187,768188,0,0,40
1153,768189,0,0,0,100,0,0,0,0,0,768190,768191,0,0,40
1154,768192,0,0,0,100,0,0,0,0,0,768193,768194,0,0,40
1155,0,0,0,0,0,0,0,0,0,0,768195,768196,0,0,40
1156,0,0,0,0,0,768198,768199,0,0,100,768200,768201,768202,0,40
