"ID","Description","density","clutterFlags","assetPath0","assetPath01","assetPath02","assetPath03","assetPath04","assetPath05","assetWeight0","assetWeight01","assetWeight02","assetWeight03","assetWeight04","assetWeight05","flag0","flag01","flag02","flag03","flag04","flag05","minScale0","minScale01","minScale02","minScale03","minScale04","minScale05","rotationMin0","rotationMin01","rotationMin02","rotationMin03","rotationMin04","rotationMin05","rotationMax0","rotationMax01","rotationMax02","rotationMax03","rotationMax04","rotationMax05","emissiveGlow00","emissiveGlow01","emissiveGlow02","emissiveGlow03","emissiveGlow04","emissiveGlow05"
269,"Ellevar_MysticForest_001",200,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_002.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_008.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_008.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_002.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_007.m3","",0.2,0.05,0.4,0.2,0.04,0,6,6,6,6,6,0,4,4.25,4.5,6.1,5,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
270,"Ellevar_MysticForest_002",350,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_004b.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_004.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_009.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_009.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_009b.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MysticForests_009b.m3",1,0.5,0.5,3,3,0.5,6,6,6,6,6,6,5,8,3,7,7,5,-0.226893,-1.5708,-1.3439,-1.6057,-1.43117,-2.00713,0.314159,-1.46608,-0.802852,-0.663225,-0.296706,-0.314159,0,0,0,0,0,0
271,"Ellevar_Mud_000",123,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_006.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_006.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_007.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_007.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_005.m3","",1,1,1,1,0.01,0,6,6,6,6,2,0,0.015,1.01,0.01,0.01,1,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
272,"Ellevar_Mud_001",100,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_000.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_001.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_002.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_Gravel_003.m3","","",5,5,8,7,1,0,6,6,6,6,0,0,2.015,1.01,2.01,3.01,1,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
273,"Ellevar_Mud_002",100,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_003.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_004.m3","","","","",1,1,1,1,1,0,6,6,6,0,0,0,1.015,1.01,0.01,0.01,1,0,-3.12414,3.12414,3.12414,3.12414,0,0,3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
274,"Ellevar_Mud_003",200,2,"Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_001.m3","Art\Terrain\_Ellevar\Clutter\Clutter_Ellevar_MudRoad_002.m3","","","","",1,4,0,0,0,0,6,6,0,0,0,0,2,3,0,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
275,"SandShore_Junk_001",3,0,"","","","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_junk_bottle_deradune_000.m3","Art\Terrain\_Deradune\Clutter\Clutter_Shoreline_Deradune\clutter_shoreline_junk_bottle_deradune_001.m3","",1,1,1,0.01,0.01,0.2,6,6,6,6,6,6,10,10,10,5,6,8,0,0,0,-3.12414,-3.12414,-3.12414,1.74533,1.74533,1.74533,3.12414,3.12414,3.12414,0,0,0,0,0,0
276,"Auroria_Obsidian_Gravel_001",100,2,"Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_000.m3","Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_001.m3","Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_002.m3","Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_003.m3","Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_004.m3","Art\Terrain\Gravel\Clutter\Clutter_Gravel_Obsidian_GreyDark_005.m3",1,1,1,1,1,1,6,6,6,6,6,6,2,1.7,2.2,1.6,2.5,1.8,-0.523599,-0.523599,-0.523599,-0.523599,-0.523599,-0.523599,0.523599,0.523599,0.523599,0.523599,0.523599,0.523599,0,0,0,0,0,0
277,"Geode_Crystal_000",200,2,"Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_000.m3","Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_000.m3","Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_000.m3","","","",5,0.49,0.01,0,0,0,6,6,6,0,0,0,5,8,12,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0,0
278,"Copy of Geode_Crystal_001",100,2,"Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_001.m3","Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_001.m3","Art\Terrain\_Auroria\Clutter\Clutter_Crystal\Clutter_Crystal_001.m3","","","",5,0.49,0.01,0,0,0,6,6,6,0,0,0,5,8,12,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,3.12414,3.12414,3.12414,0,0,0,0,0,0,0,0,0
279,"Auroria_haystacks_sunflowers_000",250,2,"Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_004.m3","Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_004.m3","Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_004.m3","","","",0.5,0.25,0.25,0,0,0,6,6,6,0,0,0,0.75,0.25,1.4,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
280,"Auroria_Dirt_Clumpy_000",50,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_003.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_002.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_001.m3","","","",0.95,0.05,0.1,0,0,0,6,6,6,0,0,0,1,5,2,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
281,"Auroria_Dirt_Clumpy_001",100,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_003.m3","","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_004.m3","","","",0.01,0.1,0.99,0,0,0,6,6,6,0,0,0,1,1,2,0,0,0,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
282,"Auroria_Dirt_Clumpy_002",100,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_000.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_001.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_002.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_003.m3","","",1,1,1,1,0,0,6,6,6,6,0,0,0.25,0.75,0.5,1,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
283,"Parched_Earth_000",100,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_ParchedEarth_000.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_ParchedEarth_001.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_ParchedEarth_002.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_ParchedEarth_003.m3","","",1,1,1,1,0,0,6,6,6,6,0,0,1,0.75,0.25,0.5,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
284,"Parched_Earth_001",100,0,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_003.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_002.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_001.m3","","","",0.5,0.5,0.25,0,0,0,6,6,0,0,0,0,1.5,3,2,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
285,"Parched_Earth_003",200,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_005.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_005.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_ParchedEarth_003.m3","","","",0.75,0.5,0.5,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
286,"Auroria_Haystacks_001",250,2,"Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_005.m3","Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_005.m3","Art\Terrain\_Auroria\Clutter\Clutter_Grass_Plants_Auroria\Clutter_Grass_Plants_Flower_Auroria_005.m3","Art\Terrain\_Auroria\Clutter\Clutter_Hay_Short_Auroria\Clutter_Grass_Hay_Short_Auroria_001.m3","Art\Terrain\_Auroria\Clutter\Clutter_Hay_Short_Auroria\Clutter_Grass_Hay_Short_Auroria_002.m3","",0.5,0.2,0.25,0.3,0.2,0,6,6,6,0,0,0,1.75,1,1.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,"Buzzbing_pollen_000",200,2,"Art\Terrain\_Auroria\Clutter\honey_plant_000.m3","Art\Terrain\_Auroria\Clutter\honey_plant_000.m3","Art\Terrain\_Auroria\Clutter\honey_plant_006.m3","Art\Terrain\_Auroria\Clutter\honey_plant_005.m3","Art\Terrain\_Auroria\Clutter\honey_plant_007.m3","",0.15,0.25,0.2,0.2,0.2,0,6,6,6,6,6,0,2.5,1,3,3,3,0,3.12414,-3.12414,-3.12414,-3.12414,3.12414,0,-3.12414,3.12414,3.12414,3.12414,-3.12414,0,0,0,0,0,0,0
288,"Buzzing_pollen_001",250,2,"Art\Terrain\_Auroria\Clutter\honey_plant_001.m3","Art\Terrain\_Auroria\Clutter\honey_plant_002.m3","Art\Terrain\_Auroria\Clutter\honey_plant_002.m3","Art\Terrain\_Auroria\Clutter\honey_plant_002.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,5,4.2,6,6,0,0,-0.418879,-0.436332,-0.436332,-0.436332,0,0,0.436332,0.436332,0.436332,0.436332,0,0,0,0,0,0,0,0
289,"Charred_Ground_000",250,2,"Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_005.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_006.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_007.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_008.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,4,4,4,5,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
290,"Charred_Ground_001",250,2,"Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_001.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_002.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_003.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_004.m3","","",0.25,0.25,0.25,0.25,0,0,4,4,4,4,0,0,7,7,6,3,0,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
291,"Charred_Ground_003",200,2,"Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_009.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_010.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_009.m3","Art\Terrain\Scorched\Clutter\Clutter_Scorched_BlackAsh_001.m3","","",0.25,0.25,0.4,0.1,1,1,6,6,6,6,6,6,6,5,6,10,3,8,-2.02458,-2.02458,-2.04204,3.12414,3.12414,3.12414,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
292,"Celestian_Plant_000",150,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_002.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_002.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_002.m3","","","",0.3,0.1,0.1,0,0,0,4,6,0,0,0,0,1,2,3,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
293,"Celestian_Plant_001",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_000.m3","","","",0.6,0.39,0.01,0,0,0,6,6,6,0,0,0,0.5,0.25,1,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
294,"Celestian_Plant_002",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_003.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_004.m3","",0.5,0.39,0.01,0.1,0.2,0,4,4,4,6,6,0,0.5,0.45,1.45,0.5,0.5,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
295,"Celestian_Moss_000",100,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_White_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_016.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_017.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_015.m3","","",0.01,0.3,0.6,0.3,0.2,0.2,6,6,6,6,0,0,1,0.75,2.5,1.75,1.5,1.25,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,3.12414,0,0,0,0,0,0
296,"Celestian_Moss_001",200,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_001.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_002.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_003.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_004.m3","",0.06,0.01,0.02,0.04,0.01,0,6,6,6,6,6,0,1.5,1.75,1,1,2,0,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
297,"Celestian_Moss_002",250,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_Purple_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_Purple_001.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_Purple_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_Purple_001.m3","","",0.25,0.25,0.25,0.25,0.01,0,4,4,4,4,4,0,2.25,1,0.85,1.75,2,0,3.12414,3.12414,3.12414,3.12414,0,0,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
298,"Celestion_Tangle_000",250,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Tangle_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Tangle_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Tangle_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Tangle_000.m3","","",0.25,0.25,0.25,0.25,0.1,0.1,6,6,6,6,6,6,1.25,2,1.85,2.75,0.1,0.2,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
299,"Celestion_Plant_003",100,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_007.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_007.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_007.m3","","","",0.5,0.25,0.25,0.1,0,0,6,6,6,6,0,0,3,2,2,2,0,0,-1.5708,-1.5708,-1.5708,0.436332,0,0,-1.69297,-1.69297,-1.65806,-0.226893,0,0,0,0,0,0,0,0
300,"Celestion_Plant_004",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_010.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_010.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_010.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_010b.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,0,0,0,0.5,0.5,0.25,1,0,0,0,0.0174533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"<New>",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_011.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_011.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_009.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Plants_008.m3","","",0.4,0.25,0.25,0.1,0,0,6,6,6,6,0,0,1.5,1.5,1.25,2,0,0,0.20944,0.191986,-0.191986,-0.20944,0,0,-0.20944,-0.20944,0.20944,0.174533,0,0,0,0,0,0,0,0
302,"Celestian_Rocks_000",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_002.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_002.m3",0.25,0.25,0.25,0.05,0.1,0.1,6,6,6,4,6,6,0.5,0.5,0.05,0.1,0.15,0.1,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
303,"Celestion_Rocks_Moss_000",250,2,"Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_000.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_001.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_002.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_003.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_004.m3","Art\Terrain\_Celestian\Clutter\Celestian_Clutter_Rock_Moss_001.m3",0.25,0.25,0.25,0.05,0.1,0.1,6,6,6,6,6,6,0.5,0.5,0.05,0.1,0.15,0.1,3.12414,3.12414,3.12414,3.12414,3.12414,3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0
304,"Celestion_Road_Plants_000",250,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_005.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_006.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_007.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_008.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Moss_RockySpeckled_Green_009.m3","",0.2,0.05,0.05,0.5,0.5,0.1,6,6,6,6,6,6,1.2,0.5,0.5,0.5,0.25,0.1,3.12414,3.12414,3.12414,3.12414,3.12414,0,-3.12414,-3.12414,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0
305,"Celestian_Mushrooms_000",250,2,"Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_purple_002.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_green_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_purple_002.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_green_000.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_purple_003.m3","Art\Terrain\_Celestian\Clutter\Clutter_Celestian_Mushroom_green_001.m3",0.3,0.1,0.1,0.3,0.1,0.1,6,6,6,6,0,0,1.7,1.7,1.3,1,0.25,0.1,3.12414,-3.12414,3.12414,3.12414,0,0,-3.12414,3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0
306,"Alien_Slime_000",350,2,"Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_000_b.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_001.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_001.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_001.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_002.m3",0.1,0.2,0.1,0.5,0.1,0.05,6,6,6,6,6,6,3,3,3.5,2.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Alien_Slime_001",300,2,"Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_leaf_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_leaf_001.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_leaf_002.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_tube_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_002.m3","",0.25,0.25,0.5,0.01,0.1,0.01,6,6,6,6,6,0,9,7,4,3,4,1,0.383972,0.366519,0.366519,3.12414,0,3.12414,1.13446,0.628319,0.959931,-3.12414,0,-3.12414,0,0,0,0,0,0
308,"Alien_Slime_002",5,2,"Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_002.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_002.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_002.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_tube_000.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_pod_001.m3","Art\Terrain\_HalonRing\Clutter\clutter_AlienSlime_lichen_000.m3",0.25,0.25,0.5,0.01,0.1,0.1,6,6,6,6,6,0,1,2,3,2,2,2,0.401426,0.191986,-0.191986,3.12414,3.12414,0,-0.15708,-0.226893,0.226893,-3.12414,-3.12414,0,0,0,0,0,0,0
309,"Auroria_Dirt_Clumpy_003",10,2,"Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_Gravel_ParchedEarth_003.m3","Art\Terrain\_Auroria\Clutter\Clutter_MudRoad\Clutter_Auroria_MudRoad_002.m3","","","","",0.5,5,0,0,0,0,6,2,0,0,0,0,1,1,0,0,0,0,3.12414,3.12414,0,0,0,0,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0,0
310,"Moss_Wilderrun_Ferns",250,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_022.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_022.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_022.m3","","","",0.5,0.49,0.01,0,0,0,4,4,4,0,0,0,5,8,15,0,0,0,3.12414,-3.12414,3.12414,0,0,0,-3.12414,3.12414,-3.12414,0,0,0,0,0,0,0,0,0
311,"Moss_Wilderrun_Flowers",250,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_023.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_023.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_023.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_023b.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_023b.m3","",0.5,0.4,0.01,0.09,0.01,0,6,6,6,0,0,0,5,8,15,7,9,0,3.12414,1.37881,1.37881,0,0,0,-3.12414,-3.12414,-3.12414,0,0,0,0,0,0,0,0,0
312,"Moss_Wilderrun_Pods",250,2,"Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_024.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_024b.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_024.m3","Art\Terrain\_Wilderun\Clutter\Clutter_Plant_Wilderun_024b.m3","","",0.25,0.25,0.25,0.25,0,0,6,6,6,6,0,0,1,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
