"ID","description","creatureActionSetId","state","event","orderIndex","delayMS","action","actionData00","actionData01","visualEffectId","prerequisiteId"
4096,"Any/Any FX",1862,2,6,0,0,0,0,0,20750,0
4097,"Any/Any FX",1863,2,6,0,0,0,0,0,20745,0
4098,"Any/Any FX",1864,2,6,0,0,0,0,0,20746,0
4099,"Any/Any FX",1865,2,6,0,0,0,0,0,20749,0
4100,"Any/Any FX",1866,2,6,0,0,0,0,0,20747,0
4101,"Q8377 bot sparks",1867,0,0,0,0,0,0,0,20756,0
4102,"Bubble Helm",1868,2,6,0,0,0,0,0,0,0
4103,"",1869,2,0,0,0,0,0,0,20767,0
4104,"Dreadmoor - Tract 1-Q8395-Communicator Sparks-DJU",1870,0,0,0,0,0,0,0,20346,0
4105,"Despawn",1871,0,0,0,0,0,0,0,10940,0
4108,"Blade on Back",1873,2,6,0,0,0,0,0,20785,0
4109,"Torine Sanctuary - Selene - Effigy - Birth",1853,2,0,0,0,0,0,0,20784,0
4110,"Torine Sanctuary - Selene - Effigy - Birth",1853,2,0,0,0,0,0,0,20787,0
4111,"Sporg Sneezing",1874,0,0,0,0,0,0,0,14691,0
4115,"State_Wounded_Ground_02 [Infinite]",1877,2,6,1,0,1,4,4,20816,0
4116,"State_Wounded_Ground_01 [Infinite]",1877,2,6,2,0,1,4,4,20817,0
4117,"State_Wounded_Ground_03 [Infinite]",1877,2,6,3,0,1,4,4,20818,0
4118,"Blank Slate - Random",1877,2,6,0,0,2,1,3,8500,0
4120,"pell hut smolder",1879,2,0,0,0,0,0,0,20845,0
4123,"Hologram Shader (Green)",1881,2,6,0,0,0,0,0,20846,0
4124,"Power Core Orb",1882,0,0,0,0,0,0,0,20858,0
4125,"fog base",1883,0,0,0,0,0,0,0,20863,0
4126,"fog base 2",1883,0,0,0,0,0,0,0,20864,0
4127,"Stealth Effect ",1884,2,6,0,0,0,0,0,18005,0
4128,"Carry Animation",1885,0,0,0,0,0,0,0,15235,0
4129,"Carrying Crate",1885,0,0,0,0,0,0,0,17906,0
4130,"",1886,0,0,0,0,0,0,0,11216,0
4131,"Explosion",1887,2,6,0,0,0,0,0,20868,0
4132,"Q8372 - Primal Scanner",1888,0,0,0,0,0,0,0,20859,0
4134,"Pet Blue Shader",1889,2,6,0,0,0,0,0,13912,0
4135,"fog spew 1",1883,0,0,0,0,0,0,0,20886,0
4136,"fog spew 2",1883,0,0,0,500,0,0,0,20891,0
4137,"fog spew 3",1883,0,0,0,1000,0,0,0,20893,0
4138,"fog spew 4",1883,0,0,0,0,0,0,0,20894,0
4139,"fog spew 5",1883,0,0,0,400,0,0,0,20896,0
4140,"fog spew 6",1883,0,0,0,700,0,0,0,20897,0
4141,"Torine Sanctuary - Selene - Effigy - Birth",1853,2,1,0,0,0,0,0,20721,0
4142,"Hologram Base (Green)",1881,2,6,0,0,0,0,0,20899,0
4143,"Floating",1891,0,0,0,0,0,0,0,1390,0
4146,"Torine Sanctuary - Selene - Effigy - Birth",1892,2,0,0,0,0,0,0,20721,0
4147,"Torine Sanctuary - Selene - Effigy - Birth",1892,2,6,0,0,0,0,0,20784,0
4148,"Torine Sanctuary - Selene - Effigy - Birth",1892,2,6,0,0,0,0,0,20787,0
4149,"Torine Sanctuary - Selene - Effigy - Birth",1892,2,3,0,0,0,0,0,20721,0
4150,"Birth",1893,0,0,0,0,0,0,0,5822,0
4151,"Death",1893,0,1,0,0,0,0,0,8770,0
4152,"Float on exit Combat",1891,0,3,0,0,0,0,0,1390,0
4153,"smoke",1891,0,0,0,0,0,0,0,20907,0
4154,"smoke",1891,0,3,0,0,0,0,0,20907,0
4155,"Casting",1894,0,0,0,0,0,0,0,20904,0
4156,"Casting",1894,0,3,0,0,0,0,0,20904,0
4157,"Cast Hand",1894,0,0,0,0,0,0,0,20908,0
4158,"Cast Hand",1894,0,3,0,0,0,0,0,20908,0
4159,"Firey Glory Birth",1747,0,0,0,0,0,0,0,19657,0
4160,"Smoke",1747,0,0,0,0,0,0,0,20907,0
4161,"Smoke",1747,0,3,0,0,0,0,0,20907,0
4162,"Ready to Rise",1747,0,3,0,0,0,0,0,1699,0
4163,"Ready to Rise",1747,0,3,0,1900,0,0,0,20912,0
4164,"Another Sphere",1895,0,0,0,0,0,0,0,20918,0
4169,"[Datascape] Eldan Sentinels - Holdout - Spawn",1896,2,0,0,0,0,0,0,20925,0
4170,"[Datascape] Eldan Sentinels - Holdout - Spawn",1896,2,0,0,0,0,0,0,20929,0
4171,"Hover",1897,0,0,0,0,0,0,0,20930,0
4172,"Hover",1897,0,3,0,0,0,0,0,20930,0
4173,"Skull Hand",1897,0,0,0,0,0,0,0,20926,0
4174,"Skull Hand",1897,0,3,0,0,0,0,0,20926,0
4175,"Bone Hand",1897,0,0,0,0,0,0,0,20928,0
4176,"Bone Hand",1897,0,3,0,0,0,0,0,20928,0
4177,"default_swim_stand (infinite)",1898,0,0,0,0,0,0,0,18264,0
4178,"Bugs - Green Cloud",1899,2,6,0,0,0,0,0,20931,0
4179,"Bugs - Stinky FX",1899,2,6,0,0,0,0,0,20932,0
4181,"W1627 - Pressure Valve Effect",1900,2,0,0,0,0,0,0,20944,0
4182,"Birthing",1901,0,0,0,0,0,0,0,17514,0
4184,"Block loop [Infinite]",1902,0,0,0,0,1,0,0,20981,0
4188,"Dreadmoor - Tract 1 - Swamp- Horse Vignette - DJU",1903,0,0,0,0,0,0,0,20994,0
4189,"Steam",1904,0,0,0,0,2,1,3,8500,0
4190,"Smoke birth",1901,0,0,0,0,0,0,0,21005,0
4191,"steam 2",1904,0,0,2,0,1,4,4,21006,0
4192,"steam 3",1904,0,0,3,0,1,4,4,21007,0
4193,"Tracer",1905,2,0,0,0,0,0,0,11687,0
4194,"Any - Any",1906,2,6,0,0,0,0,0,21011,0
4195,"C4 Prop_Misc_01",1907,2,6,0,0,0,0,0,11717,0
4196,"C4 Prop_Misc_02",1907,2,6,0,0,0,0,0,11718,0
4197,"C4 Prop_Misc_03",1907,2,6,0,0,0,0,0,11719,0
4198,"C4 Prop_Misc_04",1907,2,6,0,0,0,0,0,11720,0
4199,"C4 Prop_Misc_05",1907,2,6,0,0,0,0,0,11721,0
4200,"C4 Prop_Misc_06",1907,2,6,0,0,0,0,0,11722,0
4201,"Any - Any",1906,2,6,0,0,0,0,0,19180,0
4202,"Any - Any",1906,2,6,0,0,0,0,0,21015,0
4203,"Play Vulernable Loop",1548,2,2,0,0,0,0,0,6305,0
4206,"Any - Any",1909,2,6,0,0,0,0,0,21015,0
4207,"Any - Any",1910,2,6,0,0,0,0,0,21015,0
4208,"Idle - Any",1910,0,6,0,0,0,0,0,21017,0
4209,"Idle - Any",1910,0,6,0,0,0,0,0,1362,0
4210,"Fire_Ground_5m_RED",1569,0,6,0,0,0,0,0,21023,0
4211,"burning overlay",1569,2,6,0,0,0,0,0,5664,0
4212,"Q8358 Seismic Scan Node - Dreadmoor - T1 - WK",1911,0,0,0,0,0,0,0,21016,0
4213,"Q8358 - Seismic Scanner - Dreadmoor - T1 - WK",1912,0,0,0,0,0,0,0,21025,0
4215,"Stunned [Infinite]",1913,0,0,0,0,1,0,0,20983,0
4216,"Aura",1914,0,0,0,0,0,0,0,14867,0
4217,"Leaves",1914,0,0,0,0,0,0,0,21049,0
4218,"Fireflies",1914,0,0,0,0,0,0,0,21051,0
4219,"ground vfx 3",1829,0,0,0,0,0,0,0,20554,0
4221,"Hearts (Idle)",1915,2,6,0,0,0,0,0,1326,0
4222,"Q8363 - Bog Giant - Dreadmoor - Tract 1 - WK",1916,2,0,0,0,0,0,0,21056,0
4223,"Kneel Use",1917,2,0,0,0,0,0,0,19645,0
4224,"Teleport in",1917,2,0,0,0,0,0,0,18361,0
4225,"UI Defend Target ",1918,0,6,0,0,0,0,0,21065,0
4226,"Hearts (Idle)",1919,2,6,0,0,0,0,0,1326,0
4227,"Swimming Chua - Dreadmoor - Tract 1",1920,2,6,0,0,0,0,0,21066,0
4228,"OT_Fire_Smolder_OGE_9",1921,0,0,0,0,0,0,0,21067,0
4229,"Base Pose",1921,0,0,0,0,0,0,0,8069,0
4230,"Spin VFX",1922,2,0,0,0,0,0,0,21068,0
4231,"Spin anim",1922,2,0,0,0,0,0,0,21070,0
4232,"Q8364 - Burnt Chua Corpse ",1923,0,0,1,0,0,0,0,21072,0
4233,"State Dead 2",1923,0,0,1,0,0,0,0,7466,0
4234,"Q8364 - Burnt Chua Corpse ",1923,0,0,2,0,0,0,0,21072,0
4235,"State Dead 3",1923,0,0,2,0,0,0,0,7467,0
4236,"Q8364 - Burnt Chua Corpse ",1923,0,0,3,0,0,0,0,21072,0
4237,"State Dead 4",1923,0,0,3,0,0,0,0,7468,0
4238,"Empty Choose Random",1923,0,0,0,0,2,1,3,19409,0
4239,"Default_Ready",1924,0,0,0,0,0,0,0,2499,0
4240,"Channel",1925,2,0,0,0,0,0,0,21074,0
4241,"Teleport in",1925,2,0,0,0,0,0,0,18361,0
4242,"Default_Ready",1924,0,3,0,0,0,0,0,2499,0
4243,"HologramBase_Aura_FX",1926,2,0,0,0,0,0,0,12397,0
4245,"Portal",1927,2,6,0,0,0,0,0,21082,0
4249,"Default_Use",1929,0,0,0,0,4,0,0,1360,0
4250,"Default_Alert",1929,0,0,1,0,0,0,0,16372,0
4251,"Fireball_Base",1930,2,6,0,0,0,0,0,21086,0
4252,"Spawn in",1931,0,0,0,0,0,0,0,21092,0
4253,"Turn On",1931,0,0,0,0,0,0,0,21094,0
4256,"fire",1879,2,0,0,0,0,0,0,21023,0
4260,"pell hut smolder",1933,2,0,0,0,0,0,0,21101,0
4261,"fire",1933,2,0,0,0,0,0,0,21102,0
4262,"Initial Set",1813,2,0,0,0,0,0,0,20480,0
4263,"explosions",1933,2,0,0,0,0,0,0,21104,0
4264,"Protostar Procurement Beam In",1934,2,6,0,0,0,0,0,5920,0
4265,"fire base fx",1935,2,6,0,0,0,0,0,21118,0
4266,"whirl",1935,2,6,0,0,0,0,0,21121,0
4267,"Explosion",1936,2,0,0,0,0,0,0,19627,0
4268,"Protostar Scannerbot Spawn",1937,0,0,0,0,0,0,0,7057,0
4269,"Protostar Procurement Beam Out",1934,2,1,0,25000,0,0,0,5920,0
4270,"charge target visual overlay",1938,2,6,0,0,0,0,0,21164,0
4271,"Shocking",1939,2,0,0,0,0,0,0,13364,0
4273,"Aura Visual",1941,2,6,0,0,0,0,0,21182,0
4275,"Default_Stand",1943,0,0,0,0,4,10000,20000,1468,0
4276,"Default_Attack",1943,0,0,1,0,5,1667,2000,1286,0
4277,"Default_Ready",1944,0,0,0,0,4,10000,20000,2499,0
4278,"Default_Attack",1944,0,0,1,0,5,1667,2000,1286,0
4279,"Burrow UP",747,1,0,0,0,0,0,0,846,0
4280,"",1945,2,0,0,0,0,0,0,846,0
4281,"Scrolling Symbols",1946,2,6,0,0,0,0,0,21215,0
4285,"Hologram Shader",1948,2,6,0,0,0,0,0,12156,0
4291,"Default Use",1948,0,0,0,0,0,0,0,9507,0
4292,"Default Use",1948,0,0,0,0,0,0,0,21261,0
4293,"steam",1904,0,0,1,0,1,4,4,20972,0
4294,"Empty Choose Random",1949,0,0,0,0,2,1,3,19409,0
4295,"Mordesh Poison Aura",1949,0,0,1,0,0,0,0,21268,0
4296,"State Dead 2",1949,0,0,1,0,0,0,0,7466,0
4297,"Mordesh Poison Aura",1949,0,0,2,0,0,0,0,21268,0
4298,"State Dead 3",1949,0,0,2,0,0,0,0,7467,0
4299,"Mordesh Poison Aura",1949,0,0,3,0,0,0,0,21268,0
4300,"State Dead 4",1949,0,0,3,0,0,0,0,7468,0
4301,"Researcher Tube - Grn prison - ARY",1950,2,6,0,0,0,0,0,21279,0
4302,"Life Buff FX",1951,2,0,0,0,0,0,0,21287,0
4303,"Eye_Right_grn",1899,2,6,0,0,0,0,0,21296,0
4304,"Eye_Left_grn",1899,2,6,0,0,0,0,0,21295,0
4308,"Dreadmoor-Tract 1-Settler Scout-Explosives-DJU",1952,0,0,0,0,0,0,0,21100,0
4309,"On UnAwaret VFX",1490,2,5,0,0,0,0,0,18578,0
4310,"Dreadmoor-Tract 1-Settler Scout-No Explosives-DJU",1953,0,0,0,0,0,0,0,21130,0
4311,"Water Spray",1559,2,0,0,0,0,0,0,19422,0
4312,"Birth from Above",1954,2,0,0,0,0,0,0,18978,0
4313,"Drill Swoosh",1954,2,0,0,0,0,0,0,18976,0
4314,"Water Explo",1954,2,0,0,0,0,0,0,19423,0
4316,"Water Elemental Spawner FX Birth",1956,2,0,0,0,0,0,0,21316,0
4317,"Idle OnBirth",1957,0,0,0,8000,0,1,0,10718,0
4319,"Q7877_AirCoolingUnit_FxMisc_01",1958,2,6,0,2500,0,0,0,21327,0
4320,"Q7877_AirCoolingUnit_FxMisc_02",1958,2,6,0,2500,0,0,0,21328,0
4321,"Q7877_AirCoolingUnit_FxMisc_03",1958,2,6,0,2500,0,0,0,21329,0
4322,"Idle OnBirth",1957,0,0,1,8000,1,0,0,12818,0
4324,"Random Go To",1959,0,0,0,0,2,1,3,8500,0
4325,"Default_Emote_Cheer [3s]",1959,0,0,1,3000,5,4,4,9453,0
4326,"Default_Emote_Applaud [4s]",1959,0,0,2,4000,5,4,4,6261,0
4327,"Default_Emote_Laugh [2.2s]",1959,0,0,3,2200,5,4,4,9345,0
4330,"Cloud",1960,0,0,0,0,0,0,0,21335,0
4331,"Smoke_02_FxMisc01",1958,2,6,0,2500,0,0,0,21340,0
4332,"Smoke_02_FxMisc02",1958,2,6,0,2500,0,0,0,21341,0
4333,"Smoke_02_FxMisc03",1958,2,6,0,0,0,0,0,21342,0
4337,"WindColumn",1958,2,6,0,0,0,0,0,21349,0
4338,"Beam",1962,0,0,0,0,0,0,0,13298,0
4339,"Birthcloud",1963,0,0,0,0,0,0,0,18471,0
4340,"Bot Teleports In ",1964,2,0,0,0,0,0,0,21314,0
4341,"Teleport",1965,2,0,0,0,0,0,0,21361,0
4342,"Flavor Bone Cage Trap FX On Birth",1966,2,0,0,0,0,0,0,21371,0
4343,"Stasis",1967,0,0,0,0,0,0,0,21380,0
4344,"Shock",1967,0,0,0,0,0,0,0,21381,0
4345,"Envelop Death",1968,0,1,0,0,0,0,0,21093,0
4346,"Evelop Reverse - Death",1968,0,0,0,0,0,0,0,21095,0
4348,"Teleporter Spawn",1970,0,0,0,0,0,0,0,21399,0
4352,"Necro_OT_PPL_MED [Inf]",1971,2,0,0,0,0,0,0,24966,0
4355,"Faulty Teleporter",1972,0,0,0,0,0,0,0,21421,0
4356,"Generic Hologram Base - Small (Infinite)",1973,2,6,0,0,0,0,0,12397,0
4358,"Sigil_CrestLightVertical_BLE (ChestCtr) [Inf]",1973,2,6,0,0,0,0,0,21423,0
4361,"Nature Dissolve",1974,2,1,0,0,0,0,0,21093,0
4362,"OT_Fire_Burn_BLU",1975,0,0,0,0,0,0,0,21429,0
4363,"Electric Sparks",1976,2,6,0,0,0,0,0,21430,0
4364,"Draken Beach lounge",1977,2,6,0,0,0,0,0,21431,0
4365,"Hot Head - TDG",1891,2,6,0,0,0,0,0,21446,0
4366,"PPL Head - TDG",1891,2,6,0,0,0,0,0,21441,0
4367,"Sit at the Bar",1978,2,6,0,0,0,0,0,21449,0
4368,"Death",1979,2,1,0,0,0,0,0,21447,0
4369,"Birth",1979,2,0,0,0,0,0,0,21451,0
4371,"e322 - Thunderfoot Music - Skullcano",1980,1,2,0,0,0,0,0,21466,0
4372,"e323 - Bosun Octog Music - Skullcano",1981,1,2,0,0,0,0,0,21467,0
4373,"e324 - Mordechai Redmoon Music - Skullcano",1982,1,2,0,0,0,0,0,21468,0
4374,"Play Fire",1983,2,0,0,0,0,0,0,21471,0
4375,"Crate",1984,2,6,0,0,0,0,0,21472,0
4376,"21405 - Necro_OT_PPL_SML",1891,0,0,0,0,0,0,0,21405,0
4377,"Use",1985,2,6,0,0,0,0,0,1362,0
4379,"Cloud",1986,2,0,0,0,0,0,0,21483,0
4381,"Default_Birth",1710,2,0,0,2000,0,0,0,21481,0
4383,"AP_State0_State1 to AP_State1_Idle",1710,2,0,1,18000,0,0,0,21488,0
4384,"AP_State1_AP_State0 to AP_State0_Idle",1710,2,0,2,2000,0,0,0,20104,0
4385,"anim",1987,0,0,0,0,0,0,0,14021,0
4386,"Stink Effect",1987,0,0,0,0,0,0,0,14019,0
4387,"Explosion",1987,0,0,0,0,0,0,0,31204,0
4388,"Gibs",1987,0,0,0,0,0,0,0,14018,0
4390,"Fire_Ground_wDecal_5m_RED",1988,2,0,0,4000,0,0,0,16625,0
4391,"Smoke Billow",1988,2,0,1,0,0,0,0,15919,0
4392,"decal",1989,0,0,0,0,0,0,0,21496,0
4393,"Stealth Shader, On Birth Any",1990,2,0,0,3000,0,0,0,18005,0
4394,"Q8758 Confetti",1991,0,0,0,0,0,0,0,21495,0
4395,"Q8758 Confetti",1991,0,0,0,0,0,0,0,21497,0
4396,"Q8758 lanterns",1991,0,0,0,0,0,0,0,21499,0
4401,"Spawn in Burrow Up",1993,2,0,0,0,0,0,0,738,0
4403,"Teleport In",1994,2,0,0,0,0,0,0,21561,0
4404,"Sigil",974,2,6,1,200,0,0,0,21559,0
4405,"Any - Any",1995,2,6,0,0,0,0,0,13935,0
4406,"Aura",974,2,6,1,0,0,0,0,21574,0
4407,"Any - Any",1995,2,6,0,0,0,0,0,9614,0
4408,"sleeping",1996,0,6,0,0,0,0,0,4972,0
4409,"standing",1996,2,4,0,0,0,0,0,1468,0
4412,"Random Go To",1999,0,0,0,0,2,1,3,8500,0
4413,"Flex 2",1999,0,0,1,4000,5,4,4,21599,0
4414,"Flex 1",1999,0,0,2,4000,5,4,4,20166,0
4415,"Flex 3",1999,0,0,3,3000,5,4,4,7292,0
4416,"Idle - OnBirth - Goto Next (8.5s)",2000,0,0,0,8500,0,0,0,7473,0
4417,"Idle - OnBirth - Goto Next",2000,0,0,1,0,0,0,0,17832,0
4418,"Idle - OnBirth - Goto Next (8.5s)",2001,0,0,0,8500,0,0,0,21614,0
4419,"Idle - OnBirth - Goto Next",2001,0,0,1,0,0,0,0,21617,0
4421,"Idle - OnBirth - Goto 0 (1.5s)",2000,0,0,2,1500,1,0,0,19509,0
4422,"Idle - OnBirth - Goto Next",2001,0,0,1,0,0,0,0,21618,0
4423,"Idle - OnBirth - Goto 0 (1.5s)",2001,0,0,2,1500,1,0,0,19249,0
4425,"Any - Any",2003,2,6,0,0,0,0,0,21614,0
4426,"Fire Extinguisher Water",2004,0,0,0,0,5,0,0,21657,0
4430,"Fire Extinguisher Pose",2004,0,0,0,0,0,0,0,21690,0
4433,"Generic - Infinite - Default Cower",2006,2,0,0,0,0,0,0,7848,0
4434,"Generic - Infinite - Default Cower",2006,2,6,0,0,0,0,0,7848,0
4435,"Generic_Power_YLW",2007,2,0,0,0,0,0,0,21665,0
4436,"Fire Extinguisher Water",2008,0,0,0,0,0,0,0,21657,0
4439,"Flames",2008,0,0,0,0,0,0,0,21672,0
4443,"Jetpack On Back",2008,0,0,0,0,0,0,0,21683,0
4444,"On Birth Effects",2009,2,0,0,0,0,0,0,21688,0
4447,"Fire Extinguisher Weapon Anim",2008,0,0,0,0,0,0,0,21690,0
4448,"Fire Extinguisher Weapon",2008,0,0,0,0,0,0,0,21656,0
4451,"Void VFX",2010,2,0,0,0,0,0,0,21698,0
4452,"Dirt Impact",2010,2,0,0,0,0,0,0,21699,0
4453,"Attach Lightbulb",2011,0,0,0,0,0,0,0,17129,0
4455,"DOMINION_Pilot",2012,2,6,0,0,0,0,0,21713,0
4458,"Default_Hover_Walk",2015,2,6,0,0,0,0,0,12589,0
4459,"ExileTour_SeatOne",2013,2,6,0,0,0,0,0,21726,0
4460,"ExileTour_SeatTwo",2013,2,6,0,0,0,0,0,21727,0
4462,"Caretaker_FrontOfPlatform",2013,2,6,0,0,0,0,0,21739,0
4464,"Fork in eye",2016,2,6,0,0,1,1,0,21750,0
4467,"onDeath - Envelop_Reverse_Nature_GRN",2017,0,1,0,0,0,0,0,21093,0
4468,"Fork in eye Blood",2016,2,6,0,0,1,1,0,21769,0
4469,"Fork",2018,2,6,0,0,0,0,0,21750,0
4470,"Blood",2018,2,6,0,0,0,0,0,21753,0
4471,"Bubbles Head",2019,2,6,0,0,0,0,0,21755,0
4472,"Bubble Feet",2019,2,6,0,0,0,0,0,21754,0
4473,"e1573 - Volume Effects Unit - StormtalonEvent",2020,2,6,0,0,0,0,0,21757,0
4474,"Flying and Shooting",2021,2,6,0,0,0,0,0,12373,0
4477,"Housing - 1x2 Prospector Plug - Gold FX1 - BEAX",2023,2,6,0,0,0,0,0,21762,0
4478,"Bloody Eye RT",2024,2,0,0,0,0,0,0,21767,0
4479,"Bloody Eye LF",2024,2,0,0,0,0,0,0,21769,0
4480,"On DeathEffects",2009,2,1,0,0,0,0,0,21688,0
4483,"Sleeping",2025,0,0,0,0,0,0,0,21777,0
4485,"",2026,0,0,0,0,0,0,0,0,0
4486,"Housing - 1x2 Prospector Plug - Gold FX2 - BEAX",2023,2,6,0,0,0,0,0,17247,0
4487,"Elemental Transformation",2027,0,0,0,0,0,0,0,21795,0
4488,"Loot Loop",2028,2,0,0,0,0,0,0,21800,0
4489,"W2149 - Thing in Hand - TDG",2028,2,0,0,0,0,0,0,21801,0
4491,"OnBirth - EyeHead",2029,2,0,0,0,0,0,0,21809,0
4492,"OnBirth - Eye Hand RT",2029,2,0,0,0,0,0,0,21811,0
4493,"Eye Hand LF",2029,2,6,0,0,0,0,0,21812,0
4495,"LampHead",2030,2,6,0,0,0,0,0,21829,0
4496,"TableBody",2030,2,6,0,0,0,0,0,21831,0
4497,"Smoke Body",2031,2,6,0,0,0,0,0,21846,0
4498,"Eye Rt",2031,2,6,0,0,0,0,0,21841,0
4499,"Eye Lf",2031,2,6,0,0,0,0,0,21847,0
4501,"Smoke Base",2031,2,6,0,0,0,0,0,21842,0
4502,"EyeGlow_RED_Large -  infinite/chest - twh",2032,2,0,0,0,0,0,0,21867,0
4503,"Buzzbing Spawned",2033,2,0,0,0,0,0,0,21876,0
4505,"Smoke Body",2034,2,6,0,0,0,0,0,21886,0
4506,"Eye Rt",2034,2,6,0,0,0,0,0,21863,0
4507,"Eye Lf",2034,2,6,0,0,0,0,0,21862,0
4508,"Eye Hand Lf",2034,2,6,0,0,0,0,0,21812,0
4509,"Eye Hand Rt",2034,2,6,0,0,0,0,0,21811,0
4510,"Eye Body",2034,2,6,0,0,0,0,0,21885,0
4513,"Strike",2035,0,0,0,0,0,0,0,21888,0
4514,"Bloody Chest",2036,2,6,0,0,0,0,0,21866,0
4515,"Tentacle Chest",2036,2,6,0,0,0,0,0,21864,0
4518,"Sparks - Flavor - ARY",2038,2,0,0,0,0,0,0,25177,0
4519,"Floating Fish",2037,2,6,0,0,0,0,0,21889,0
4520,"Ghost Shader",2039,2,6,0,0,0,0,0,14218,0
4522,"Invisible Despawn",2040,0,1,2,4000,0,0,0,19554,0
4523,"Nature Envelop",2040,0,1,1,0,0,2,2,21924,0
4524,"Idle",2040,2,1,0,0,0,0,0,21923,0
4526,"Necro_OT_PPL_MED [Inf]",2042,2,0,0,0,0,0,0,24966,0
4528,"Ellevar - Drill Idle - MBC",2043,2,0,0,0,0,0,0,21935,0
4529,"Chua Ball inverted",2044,2,6,0,0,0,0,0,21940,0
4535,"Human Frame in Mount Anim",2044,2,6,0,0,0,0,0,21956,0
4536,"Shock Trail",2044,2,6,0,0,0,0,0,21962,0
4537,"Hologram Shader",2022,0,0,0,0,0,0,0,21963,0
4538,"Dust Trail",2044,2,6,0,0,0,0,0,21962,0
4540,"",2022,0,0,0,0,0,0,0,21970,0
4541,"Burning Ground",2046,0,0,0,0,0,0,0,21975,0
4542,"Shock Trail",2044,2,6,0,0,0,0,0,21965,0
4543,"Balloon",2044,2,6,0,0,0,0,0,21972,0
4544,"Flame Head",2047,2,6,0,0,0,0,0,21984,0
4545,"Flame Hand RT",2047,2,6,0,0,0,0,0,22003,0
4546,"Flame Hand LF",2047,2,6,0,0,0,0,0,21983,0
4547,"Flame Eye LF",2047,2,6,0,0,0,0,0,21982,0
4548,"Flame Eye RT",2047,2,6,0,0,0,0,0,21981,0
4549,"Balloon Body",2048,2,6,0,0,0,0,0,21997,0
4550,"beckon",2048,2,6,0,0,0,0,0,21998,0
4551,"hoverboard",2016,2,6,0,0,0,0,0,21747,0
4552,"wave ride ball",2016,2,6,0,0,0,0,0,22000,0
4553,"wave ride",2016,2,6,0,0,0,0,0,21999,0
4554,"Q6365 - Halonzoa Pollen",2050,0,0,0,0,0,0,0,22002,0
4555,"Spider-face",2051,2,6,0,0,0,0,0,22004,0
4556,"Spider On Head",2052,2,6,0,0,0,0,0,21988,0
4557,"Spider Eggs Base",2052,2,6,0,0,0,0,0,22009,0
4558,"Spider Eggs Top",2052,2,6,0,0,0,0,0,22006,0
4559,"Invalid Body",2053,2,6,0,0,0,0,0,22010,0
4560,"Flowerpot Head",2054,2,6,0,0,0,0,0,22012,0
4561,"TableBody",2054,2,6,0,0,0,0,0,21831,0
4562,"EverstarGrove - Poison Gas Effect - DEN1",2055,2,0,0,0,0,0,0,21996,0
4563,"Flame Trail",2047,2,6,0,0,0,0,0,22020,0
4564,"Masked Spider - Any",2056,2,6,0,0,0,0,0,22013,0
4567,"Egg Hand LF",2052,2,6,0,0,0,0,0,22023,0
4568,"Egg Ankle RT",2052,2,6,0,0,0,0,0,22024,0
4569,"Life Shine Effect",2058,2,0,0,0,0,0,0,21974,0
4573,"BaseHolo - Red",2057,2,6,0,0,0,0,0,20205,0
4575,"Hologram Shader",2057,2,6,0,0,0,0,0,19670,0
4576,"Shadow_Smoke_02_PPL [Infinite] (Persist On Death)",2059,2,6,0,0,0,0,0,20927,0
4577,"Invalid Hand RT",2053,2,6,0,0,0,0,0,22033,0
4578,"Invalid Head",2053,2,6,0,0,0,0,0,22035,0
4579,"Invalid Hand LF",2053,2,6,0,0,0,0,0,22034,0
4580,"Green Leafy Birth",2060,0,0,0,0,0,0,0,22036,0
4584,"Butterflies",2061,2,0,0,0,0,0,0,22039,0
4585,"Fairy Dust",2062,2,0,0,0,0,0,0,22040,0
4587,"Beverage Head",2063,2,6,0,0,0,0,0,22043,0
4588,"Beverage Hand LT",2063,2,6,0,0,0,0,0,22042,0
4589,"Beverage Hand RT",2063,2,6,0,0,0,0,0,22041,0
4590,"Tongue wall",2064,2,0,0,0,0,0,0,21909,0
4591,"Tongue floor",2065,2,0,0,0,0,0,0,21908,0
4592,"Jabbit Hat",2066,2,0,0,0,0,0,0,21911,0
4593,"Dawngrazer Hat",2067,2,0,0,0,0,0,0,21913,0
4598,"onDeath - Envelop_Reverse_Nature_GRN",2068,0,1,0,0,0,0,0,21093,0
4599,"Q6328 Ghostly Trail - Halon Ring - T1 - WK",2069,0,0,0,0,0,0,0,22044,0
4600,"Sleep zzzs",2070,0,0,0,0,0,0,0,17727,0
4601,"Ghost",2070,0,0,0,0,0,0,0,14218,0
4602,"Shiny Fever",2071,0,0,0,0,0,0,0,22016,0
4603,"Pollen On Spawn",2072,2,0,0,0,0,0,0,22050,0
4604,"Health Boost - Q5535/Q5722 - Whitevale Tract 3.2",2073,0,6,0,0,0,0,0,22054,0
4605,"Flame Staff",2047,2,6,0,0,0,0,0,22062,0
4606,"Ship_Fly_Idle 3.333s",2074,0,0,1,3333,0,0,0,22073,0
4607,"Ship_Landing_01",2074,0,0,0,11200,0,0,0,22058,0
4608,"Ship_Takeoff_01",2074,0,0,2,0,0,0,0,22066,0
4609,"",2075,0,6,0,0,2,1,4,8500,0
4610,"",2075,0,6,1,1000,2,1,4,22090,0
4611,"",2075,0,6,2,2700,2,1,4,22091,0
4612,"",2075,0,6,3,1200,2,1,4,22092,0
