"ID","shortcutType00","shortcutType01","shortcutType02","shortcutType03","shortcutType04","shortcutType05","shortcutType06","shortcutType07","shortcutType08","shortcutType09","shortcutType10","shortcutType11","objectId00","objectId01","objectId02","objectId03","objectId04","objectId05","objectId06","objectId07","objectId08","objectId09","objectId10","objectId11"
1650,6,0,0,0,0,0,0,0,0,0,0,0,84032,0,0,0,0,0,0,0,0,0,0,0
1652,6,6,6,6,6,6,0,6,0,0,0,0,84240,84249,84250,84251,84252,84286,0,84290,0,0,0,0
1653,6,6,6,0,0,0,0,0,0,0,0,0,84287,84288,84289,0,0,0,0,0,0,0,0,0
1654,6,0,0,0,0,0,0,0,0,0,0,0,84346,0,0,0,0,0,0,0,0,0,0,0
1655,6,6,0,0,0,0,0,0,0,0,0,0,85427,85431,0,0,0,0,0,0,0,0,0,0
1657,6,0,0,0,0,0,0,0,0,0,0,0,87306,0,0,0,0,0,0,0,0,0,0,0
1658,6,6,6,0,0,0,0,0,0,0,0,0,83730,83738,45359,0,0,0,0,0,0,0,0,0
1659,6,6,6,0,0,0,0,0,0,0,0,0,87578,87579,87580,0,0,0,0,0,0,0,0,0
1660,6,6,6,0,0,0,0,0,0,0,0,0,87581,87582,87583,0,0,0,0,0,0,0,0,0
1661,6,6,6,0,0,0,0,0,0,0,0,0,87584,87585,87586,0,0,0,0,0,0,0,0,0
1662,6,6,0,0,0,0,0,0,0,0,0,0,87599,87601,0,0,0,0,0,0,0,0,0,0
1663,6,6,6,6,6,0,0,0,0,0,0,0,87891,87892,87893,87894,87895,0,0,0,0,0,0,0
1664,6,6,0,0,0,0,0,0,0,0,0,0,87918,87917,0,0,0,0,0,0,0,0,0,0
1665,6,6,0,0,0,0,0,0,0,0,0,0,88201,88200,0,0,0,0,0,0,0,0,0,0
1666,6,6,6,0,0,6,6,6,0,0,0,0,88657,88659,88667,0,0,88668,88669,88670,0,0,0,0
