"ID","description","prerequisiteId"
1343,"Frycook Mohini Dance - Malgrave - Tract 1 - RR",0
1345,"q6188 - sleeping freed farmer - twh",0
1348,"Q4930 Default_Ready - Infinite - Galeras Tract 4",0
1349,"Q4828 - Algoroc - Tract 3 - Exolab Purifier",0
1350,"Q4828 - Algoroc - Tract 3 - Evil Caretaker",0
1351,"DominionDefenderProjection_AuroriaBattlefield",0
1352,"Treasure Kurg Animations",0
1353,"Celestion - Tract 2 - Burgaska Bow",0
1354,"Malgrave - 1 - M1903 - Demolition - Smoulder",0
1355,"[Dungeon Boss] Slavemaster Drok - Bot Spawn",0
1356,"C562 - Booster Effect",0
1357,"Black Bret's Minions",0
1359,"Grimvault - T1 - m1938 - Spy Cameras - WG",0
1360,"Malgrave - 1 - Cowboy hat - agressorbot - JAP",0
1361,"Malgrave - 1 - cowboy hat - battlebot - JAP",0
1362,"Q4670 - Burning Murgh Hut - Galeras Tract 4",0
1363,"Resurrect Test",0
1364,"Celestion - Tract 2 - Arragor Bowtie",0
1366,"Auroria - Summoned Detonators - OnAny",0
1367,"Auroria - Skeech Riding Yeti_OnAny",0
1368,"nurse sabinec - action set - twh",0
1369,"Sensor Sweep - Celestion T2E3 - ICI Sensors",0
1370,"Default_Stunned [Infinite]",0
1371,"Q7171 Explosion and Death",0
1372,"Stalker - False Retreat",0
1373,"Auroria - Skeech Riding Yeti_UPDATED_ANY",0
1374,"Scientist Experiment: Knockdown",0
1375,"Pile of Ashes - Auroria T4E2 - HCon",0
1376,"Sprinkler Teleport in",0
1377,"Floating Embers - Auroria T4E2 - HCon",0
1378,"Algoroc - T2 - m1977 - Post-Mission Visuals",0
1379,"Cave Lopp Ready",0
1380,"Performance Meds - Algoroc",0
1381,"Defective Transport - Malgrave Adventure",0
1382,"Ghostpyre Flamedancer - Malgrave PE - DY",0
1384,"Forge Door - Auroria T4E2 - HCon",0
1386,"Ghost Moodie Summon",0
1387,"Ellevar - Q6650 - Dead Slank",0
1388,"m713 - Algoroc - Tract 2 - Explorer Cawley",0
1389,"Algoroc - Tract 2 - Explorer Cloudstone talking",0
1390,"Damaged Cart Sparks - Q7393 ",13894
1391,"burning weaver - action set - twh",0
1392,"Q6979 - Vitara's Bloom - Celestion T3E2 (Quest Ta",0
1393,"Q6979 - Bloom Guardian - Celestion T3E2 (Quest Fl",0
1394,"Everstar - Livingroot Keeper - Q6306 - Heals",0
1395,"Livingroot Mender - Q6306 - Blue Waves",0
1396,"Stealth Shader - any",0
1397,"Malgrave Adventure - Sci 1 Well",0
1398,"Stealth Deactivate",0
1399,"Q6995 - Godwood Node - Celestion T3E2 (Quest Targ",0
1400,"Q6995 - Decal - Celestion T3E2",0
1401,"Malgrave - 2 - Cowboy hat - Calvus Petasus - JMB",0
1402,"Settler Minfrastructure (Unbuilt)",0
1403,"Q6995 - Primal Siphon - Celestion T3E2 (Quest Fla",0
1404,"Q7423 - Protostar Miningbot",0
1405,"Q7116 - Rootbrute Birth",0
1406,"Q7539 Firestorm Machinery - Everstar Grove",0
1407,"Randomized - Generic Dead States [Infinite]",0
1408,"Snow Boulder",0
1409,"Q7397 - Chompacabra jump on birth - MB",0
1410,"Q6956 Sonya Scan Bot",0
1411,"Cinderbloom",0
1412,"[SETTLER-AURA] Purple Reputation Buff",0
1414,"[SETTLER-AURA] Green Health Buff",0
1415,"Birth + State 2",0
1416,"Smoke_Billow_T20m_BLK [Infinite] (Size 0.25)",0
1417,"[PROTOTYPE] Corrupt Vending Machine - Boss ",0
1418,"Q4926 Radio Equipment - Galeras T1 - WK",0
1419,"Galerade - Galeras T1",0
1420,"Q6897 - Mordesh Reaper - Celestion T3E3",0
1425,"Q5521 - Altar Tornado - Deradune Tract 2 - WK",0
1426,"Celestion-Tract 3-Ravenous Corpse Decaying FX-DJU",0
1427,"Celestion - Tract 3 - Mortalus Poison Meat FX",0
1428,"Wind Boost - Galeras T3",0
1429,"Q7109 - Ancient Remains Activation",0
1430,"Q7109 - Gorganoth",0
1431,"Cheering Spectator - Deradune T1 - Settler INF",0
1434,"Tower Fires - Q7444/Q7445 - CIPC - HCon",0
1435,"[Non-Combat] Default_Stunned [Infinite] - KMS",0
1436,"Drugar the Rotted - KMS",0
1438,"Malgrave - 2 - The Fallen One FX - Bugs - JAP",0
1439,"Malgrave - 2 - Meteorite Flames - Smoulder",0
1442,"Broken Lab 22 Control Panel - CIPC - HCon",0
1443,"Palehusk Dreglord - Attacking Computer - HCon",0
1445,"Daily Rations - On Birth - CIPC - HCon",0
1447,"c603 - waterlogged victim action set - twh",0
1448,"Discovery - Buff_Offense_Red - FX_misc02",0
1449,"Discovery - Buff_Crit_OT - FX_misc02",0
1450,"Discovery - EnduranceHeart_01_RED - FX_misc02",0
1451,"Discovery - Regen_HP_OT_GRN - FX_misc02",0
1452,"Discovery - Buff_Resist_OT_OGE - FX_misc02",0
1453,"Discovery - Up_ShieldBattery_BLU - FX_misc02",0
1454,"Discovery - Buff_Attributes_OT_PPL",0
1455,"Discovery - Buff_Defense_BLE - FX_misc02",0
1456,"Discovery - Up_HP_GRN - FX_misc02",0
1457,"crimson augmentor - cipc - twh",0
1458,"dead scarhide - action set - twh",0
1459,"Q5546 Dawngrazer Boss VFX",0
1460,"Q6584 Mistpaw's Ghosty Trail",0
1461,"Generic Dust and Rock Cloud",0
1462,"dead toxic weaver - action set - twh",0
1463,"Generic - Teleport In Teleport Out - DO NOT EDIT",0
1464,"Lopp Firework (SOUND)",0
1465,"Ellevar - PublicEncounter - Hydrolord birth",0
1466,"Q6966 - Imbued Stumpling Shader - FA",0
1468,"Generic - Teleport In Only - DO NOT EDIT",0
1470,"C585 - Flame Licking Effect - MB",0
1471,"Settler Supply Capsule - JGP",0
1472,"Q7383 Shock Field",0
1473,"M2077 - Spider Spray - Spider Spawn -  MB",0
1474,"Celestion - Tract 1 - Monster Corpse Decaying FX",0
1475,"Celestion - Tract 1 - Grevitch Glowing Eyes - KMS",0
1476,"Storm-Watcher Animation Set",0
1477,"Stormdancer Listens",0
1479,"M201 - Radiation Spill - Algoroc - T1",0
1480,"Voice of the Storm Animation Set",0
1481,"Stormtalon's Lair - The Invoker",0
1482,"Corrupted Mutilator - Skeleton Micro - HCon",0
1483,"Risen Darkspur - Q7616 - Skeleton Micro - HCon",0
1484,"Settler - Datachron - JGP",0
1485,"[DEPRECATE] Settler Travel Speed Station",0
1486,"Settler Max Shield Buffer ",0
1487,"Settler Crit Bonus Buffer",0
1488,"[SETTLER T1] Buff_Attributes_OT_WTE",0
1489,"[SETTLER T2] Buff_Attributes_OT_WTE",0
1490,"Malgrave Tract 2 Gronyx Dirt VFX",0
1491,"[SETTLER T3] Buff_Attributes_OT_WTE",0
1492,"Exile Morter - NW - Settler - JGP",0
1493,"Exit Simultation Effects",0
1494,"Whitevale - T2 - Q5489 - Tear Gas - JBN",0
1495,"Crimson Sensor - Galeras T2 - Crimson Sensors",0
1496,"Corrupted Remains - Scientist Raw Scan - HCon",0
1497,"Housing Teleporter - On Birth",0
1498,"Settler Lost Munitions - JGP",0
1499,"Growthshroom",0
1500,"Harvestshroom",0
1501,"Renewshroom",0
1502,"PRP_Bomb_C4Dynomite (ChestCtr) [Infinite] (S) (R)",0
1503,"Eldan Fuel Rod - Basepose ",0
1504,"Harvest Wurm Unburrow",0
1505,"Default_KnockDownToBack_Loop_Ground/Shock (NCB)",0
1506,"Red Eldan Probe Bot FX - ANY Broken",0
1507,"Green Eldan Probe Bot FX - ANY Broken",0
1508,"Eldan Relic - Scientist Scan",0
1509,"[SETTLER] Assault Power Tech-Totem",0
1510,"[SETTLER] Resistances Tech-Totem",0
1511,"[SETTLER] HP Regen Tech-Totem",0
1512,"[SETTLER] EnduranceHeart_01_RED",0
1513,"[SETTLER] Regen_EnduranceHeart_01_RED.m3",0
1514,"Lock-Bot - Settler - JGP",0
1515,"Q4971 - Takeoff Smoke - Algoroc T1 (Quest Flavor)",0
1516,"Scaffolding Galeras T3 - Settler - JGP",0
1517,"Galeras Tract 2 - Supply Cache - JGP",0
1518,"Medic Medpack",0
1519,"Auroria - 1 - ArvinaWorkingFarmer - Gossip - TDG",0
1520,"Galerar T4 - Settler Payoff - JGP",0
1521,"Galares Tract 3 - High Priest Storm-Render",0
1522,"AnyAny - Talking and Idle - TDG",0
1523,"Auroria - 1 - Fluff - ArvinaTalkingFarmer02 - TDG",0
1524,"Auroria - DominionDecryptionTeleporter_GreenFX",0
1525,"Aroria -Gossip -Market Farmer -Awaiting Cure -TDG",0
1526,"Randomized Wounded Crying Sad Etc. [Inf]",0
1527,"Housing - 1x1 - Bone Pit Ghost - JAP",0
1529,"Galeras Tract 3 High Priest Ritual Hostage",0
1530,"PE221 - Ravenous Effects - Celestion T3",0
1531,"PE221 - Super Ravenous Wight (Leasher)",0
1532,"PE221 - Super Ravenous Overlord - Celestion T3",0
1533,"Stormcaller - Meditate - Galeras - 3 - WK",0
1534,"e459 - Glow Vis - Kel Voreth",0
1535,"Graffiti - Ghost Shader - Whitevale Adventure",0
1537,"Settler Resource Drill",0
1538,"Settler - Minfrastructure - Moodie Dance",0
1539,"Q5074 ICI Tracking Bugs",0
1540,"Deradune - Bloodfire Sawgrass FX",0
1541,"Grimvault - T1 - E3 - T01 - Detonation - MLB",0
1543,"Auroria - 2 - Q7698 - Canus Vallas - QGvr - TDG",0
1545,"Accelerite Crystal",0
1546,"Q7910 - Pumera Sleep OnBirth",0
1548,"Farside - 1 - Holographic Lucent - HCon",0
1549,"Farside - 1 - Baby Tanglevines - HCon",0
1550,"Q5119 Music Trail VFX",0
1551,"Q5372 Tech Trail VFX",0
1552,"Q3167 Red Scent Trail VFX",0
1553,"Q7023 Purple Scent Trail VFX",0
1554,"Witchwake Necromancer - Hover",0
1555,"Q7841 - Graffiti - Halon Ring - 2 - WK",0
1556,"Q7841 - Item Placement - Halon Ring - 2 - WK",0
1557,"Deradune - T3 - m1163 - Lifedrain Swirl",0
1558,"Farside - Tract 1 - Primal Capture States",0
1559,"Farside - 1 - Water Drill - Q7740/Q7741 - HCon",0
1561,"Platform Appear - Housing - Dungeon - ATL - HCon",0
1562,"Q7847 - Nitrofen Ice Storm - Halon Ring - 2 - WK",0
1563,"Settler Guard teleport",0
1564,"Q7799 - Malfunctioning Workbot - Sparks",0
1565,"Q7845 - Default Sleep - Halon Ring - 2 - WK",0
1566,"Terrenite - Tract 2 - Auroria",0
1567,"Q7856_OoozeActionSet",0
1568,"Q7319 - Poison Gas Cloud",0
1569,"q7942/8008 - pell loop (inf) - twh",0
1570,"Q7763 - Toria Clone Spawn",0
1571,"Sniper Aim/Teleport - Q7827 Q2828 Halon Ring - 2 ",0
1572,"Deradune - 3 - Q5905 - State_Dead_02",0
1573,"Deradune - 3 - Q5905 - State_Dead_03",0
1574,"Suit Power Spark",0
1575,"Corpse Blood Decal Add",0
1576,"Q7841 - Starting Graffiti - Halon Ring - 2 - WK",0
1577,"Sleeping Ekose - Q7841 - Halon Ring - 2 - WK",0
1578,"Darkspur Lifter Barrels - Halon Ring - 2 - WK",0
1579,"Q7798 - Default Run - Protostar on Treadmill",0
1580,"Protostar Generator - Settler Minf - JGP",0
1581,"q7926 - damaged scanbot action set - twh",0
1582,"Nova Blossom Pollen",0
1583,"e329 - Flame Wall - Hazard - Skullcano",0
1584,"q7924 - on birth teleport FX - twh",0
1585,"Arriving Shipment - AdvWhitevale (WitS-SPB)",0
1586,"Tar_Explosion_BLU (infinite) base - LM",0
1587,"e329 - Lava Orb - Hazard - Skullcano",0
1588,"Auroria - T2 - m1309 Mission Starter",0
1589,"Corruption Test - ALT",0
1590,"Celestion Tract 1 - Stumpkin FX",0
1591,"Sting - Buzzbing - Zone Boss",0
1592,"Celestion Firework Display",0
1593,"Celestion Tract 1 Malverine Spawn in",0
1594,"Celestion Tract 1 Yeti Spawn in",0
1595,"Farside - T1 - m2269 - Jungle Glider Scan Data",0
1596,"Farside - T1 - m2269 - Happy Jungle Drifter",0
1597,"Q7754 - Corruption Test - MB",15394
1598,"M2263 - Nitrofen Anomaly - halon Ring - 2 - WK",0
1599,"M2265 - Glowstalk Feeder - Halon Ring - 2 - WK",0
1601,"Q7905 - Soulrot Gas Cloud",0
1602,"M1332 - Pollen Cloud - Power Map Traveller",0
1603,"M2281 - Snow Effects - Halon Ring - Tract 2 - KMS",0
1604,"M1332 - Pollen Spore - Power Map Collectible",0
1605,"Strain Corruption - Grimvault",0
1606,"Medic - Vortex Probe",0
1607,"BannerBurning_FlameFX",0
1608,"M2299 - Warphole Vortex - Halon Ring - T2 - KMS",0
1610,"Hologram Base - Small - Any",0
1611,"M2299 - Vortex Visuals 2",0
1612,"Pell Treasure Hunter Gold Pack State",0
1613,"Frozen Mine - Ikthian Warbot Summon",0
1614,"Grimvault - Striketeam Sniper - JBN",0
1615,"Flamespawn - Fire Elemental Summon",0
1616,"Q7849 - Fuel Booster - Halon Ring - 2 - WK",0
1617,"M2307 - Sensor Bot - Halon Ring - Tract 2 - KMS",0
1618,"Settler - Power Base - JGP",0
1620,"Hycrest - Citizens Celebrate Statue Ceremony -TDG",14746
1621,"Bomb_And_Chain_Bomb_Sparks",0
1622,"Generic Hologram Shader",0
1623,"Housing - 1x2 Spiderland - Egg Goo Birth - JAP",0
1624,"Sting - Buzzbing Boss - Buzzbing Hive",0
1625,"Hycrest Governor Aluviel - PostExecution - TDG",0
1626,"NPC Stealth ",0
1627,"Preserved Splorg - Green - Halon Ring - 2 - WK",0
1628,"M2279_EggOozeDeath",0
1629,"M2307 - Invisible Unit - Sensor Bot Gib FX - KMS",0
1630,"M2307 - Reward Buff Cloud",0
1631,"Grimvault - Ch690 - Visual - JBN",0
1632,"Working - KneelUse to StandUse Loop - TDG",0
1634,"charging firewalker steward- action set - twh",0
1635,"Skuttle Mine - Withdrawn OnBirth",0
1636,"M1686 - Incantations of the Flow - Water Devil ",0
1637,"Q7814 - Belle Captured - Halon Ring - 2 - WK",0
1638,"Belle Walker - Wounded - Halon Ring",0
1639,"Q7824/Q7825 orange glow",0
1640,"",0
1641,"Teleport In/Out Yellow -  Halon Ring - 2 - WK",0
1642,"Lucent's Outfit - Farside - 1 - HCon",0
1643,"Krogg - Vox Strongblock - Shout - Q5392 - TDG",0
1644,"Auroria - Tract 3 - Terminite Egg Visual",0
1646,"Q7829, Q7830 Water spout Lightning",0
1647,"Q7835 - Kain's Bike - Halon Ring - 2 - WK",0
1648,"Lock-Bot - Settler Prop",0
1649,"Q7801 - Pulp-Gulp Visuals - Halon Ring - T2 - KMS",0
1650,"Dead Rock Maximum Security Draken Guard - TDG",0
1651,"Q7831, Q7832 Swimming Anim",0
1652,"Q7831, Q7832 Human Swimming",0
1653,"Q7831, Q7832 - Water splash",0
1654,"Farside - 1 - Holo Creatures - HCon",0
1655,"Quest Item Placement Marker + Shader",0
1656,"Generic - Default_Emote_Cheer_Loop",0
1657,"Q7782 Surface corruption burning visuals",0
1658,"M1319 - Whitevale - Forcefield",0
1659,"Q5891 and Q5892 - Incubating Ikthians - KMS",0
1660,"Q7835 - Kain's Logs - Halon Ring - 2 - WK",0
1662,"Fire_Ground_wDecal_5m_RED",0
1665,"frostbitten teleporter action set - twh",0
1666,"Big Fire - Whitevale Adventure",0
1667,"Q5024_RottenRoan_DagunAnims",0
1668,"Q7813 Augmenation Victim - Halon Ring -2 - WK",0
1669,"PE369 - Stealth In - Whitevale Adventure",0
1670,"Q7814 - Belle Teleport Out Unit - Halon Ring - 2",0
1671,"Q4109 - Bore Drill 1 - Action Set",0
1672,"Q4109 - Bore Drill 2 - Action Set",0
1673,"Q4109 - Bore Drill 3 - Action Set",0
1674,"Wilderrun - Kel Ulgar War Drum",0
1675,"elemental condenser - q7925/8000 - twh",0
1676,"Illium Flavor - Sniper Ready",0
1677,"Luminous Gardens - Hologram Effect - TDG",0
1678,"Illium Human Bench Sit",0
1679,"Illium Mechari Bench Sit",0
1680,"Illium - Drinker - SoldierMesshall - WithDelay",0
1683,"Jabbit Invader",0
1684,"Illium - Carrying Crate",0
1685,"Illium - Bored Pilots - Flavor - RR",0
1686,"PE370 - Holobust (Flavor) - Illium - FA",0
1687,"e483 - Tremor Aura - Skash - Torine Sanctuary",0
1688,"Platform Despawning - H Dungeon - HCon",0
1689,"Geargrinders Transformer - Whitevale Adventure",0
1690,"Shovel Farmer - Arvina - TDG",0
1691,"Esper - Focus Point",0
1692,"Esper - Health Orb",0
1693,"Esper Pet Shader - Healer",0
1694,"GENERIC - Posed_Human_M Racer",0
1695,"Q7820, Q7821 Ikthian Extractor - Halon Ring - T2",0
1696,"Drilldozer Debris - Crimson Isle - JGP",0
1698,"Poison Aura FX",0
1699,"Pre-Plagued Greenfield Farmhand  - TDG",0
1700,"M1887 - Cyclone - Deradune",0
1701,"Caboose - Reference Handle",0
1703,"Zapper Patrol - Auroria Telegraph Version 2",0
1704,"Whitevale Adventure - Companionbot",0
1705,"Deathbringer Kala - Dropped Sword",0
1706,"Halon Ring-Tract 2-No Dice Summoned-DJU",0
1707,"Makaza Lady Sit_01",0
1708,"Reformed Bot Birth",0
1709,"Q7850 - Cheer OnBirth w/delay - Halon Ring - 2 ",0
1710,"Whitevale - T2 - m881 - Drill Bot FX (Success)",0
1711,"Wilderrun - 1 - Q6369 - Heal_Aura_M",0
1712,"Halon Ring - Tract 1 - A2627 - Star Entity - DJU",0
1713,"Freya the Handmaiden - Dropped Sword",0
1714,"[SETTLER T1] Buff_Resist_OT_WTE",0
1715,"[SETTLER T2] Buff_Resist_OT_WTE",0
1716,"[SETTLER T3] Buff_Resist_OT_WTE",0
1717,"M1322 - Biting Boulders - Titanium Ore Glow",0
1718,"PRP_Sign_Pod_Teleport_002.m3 (Base) [Infinite]",0
1719,"Stealth Shader - Delay 1s",0
1720,"OT_Aura_Light_RED.m3 (Base) [Inf] (Size 0.33)",0
1721,"Illium Settler Teleport Pad VFX",0
1722,"Illium - Spaceport - Cargo Lifter",0
1723,"Terminite Queen Burn",0
1724,"Illium - Spaceport - Cargo Lifter 2",0
1725,"Illium - Spaceport - Cargo Lifter 3 Sparks - TDG",0
1726,"PRP_Jar_AurinFlowerPot_PinkBrown_001 (Head) [Inf]",0
1729,"Auroria - T3 - Nature Cameras",0
1730,"Whitevale Tract 2 Aura Red",0
1731,"Dracus - Birth anim",0
1734,"Bride Kamala Wedding Flowers n Hat - Whitevale T3",0
1735,"Groom Dawa Wedding Hat - Whitevale T3",0
1736,"Groom Dawa Hat and Dance - Whitevale T3",0
1737,"Bride Kamala Hat and Dance - Whitevale T3",0
1739,"e489 - Ghost Shader - Selene - Torine Sanctuary",0
1740,"Ondu - Root Phase - Invis Unit",0
1741,"Base_BB_GhostWTE",0
1742,"Merchant Crate - Extorion - Whitevale Adventure",0
1743,"Corrupt Vending Machine - Boss - Protostar - KMS",0
1744,"Permanent Holographic Shader - All States",0
1745,"M1946 - Spectral Essence - Ghost Shader",0
1746,"Q7174 - Vinos Captive Kneeling Hands Behind Back",0
1747,"Firey Glory Birth - TDG",0
1749,"Q8364 - Water Ruptures - Dreadmoor - Tract 1 - WK",0
1750,"Generic Hologram Shader - Red",0
1751,"Whitevale Adventure - Police Flashlight",0
1752,"Q8360 - Groundthumper Dirt Cloud - Dreadmoor - 1",0
1753,"PE286 - Freebot - AdvWhitevale (WitS-SPA)",0
1754,"PE286 - Protostar Bot - AdvWhitevale (WitS-SPA)",0
1755,"PhantasmalMeadow_GhostActionSet_STH",0
1757,"Big Fire - Grimvault T1E3 - MLB",0
1758,"e480 - Life Pool - Ondu - Torine Sanctuary",0
1759,"Q8408 Hologram Base Medium Any [Infinite]",0
1760,"Grimvault - Exanite Glow - Q8155 - JBN",0
1761,"Dreadmoor - Tract 1 - Q8383 - Jar VFX - DJU",0
1763,"Generic - Default_Sleep",0
1764,"Dreadmoor - Tract 1 - Q8379 - Empty Jar VFX - DJU",0
1765,"Grimvault - T2 - Corruption - JBN",0
1766,"Grimvault - T2 - Corruption Spewing - JBN",0
1767,"Q8502 - Grub Zapper - Dreadmoor T2",0
1768,"Grimvault - T2 - Corruption Capsule - JBN",0
1769,"Ravenous Spawn - spawn anim",0
1770,"Generic - Eyes Glow - EyeGlow_RED_Small +PPLSmoke",0
1771,"Generic - Eyes Glow Blue - EyeGlow_BLU_large",0
1772,"Generic - Eyes Glow Blue - EyeGlow_BLU_small",0
1773,"Shiny Vind State - Housing Plugs - BFS",0
1774,"Q8415 Dreg Trophies - Kurg - Dreadmoor t1",0
1775,"Generic Hologram Shader - Red (No Baseholo)",0
1776,"Housing - 1x1 Ikthian Flying Saucer - Beam- VTD",0
1777,"Stinky Visual",0
1778,"Blushing Lopp Lover",0
1779,"Slime Covered Treasure Death - C739",0
1780,"C742 - Gravestone Effects",0
1781,"Housing - Dancefloor - Cage Dancers",0
1782,"C742_GhostActionSet_RR",0
1783,"Housing - Dancefloor - Lopp Cage Dancer",0
1784,"Q8440_BeaconFX",0
1785,"q8218 - corruption source action set - twh",0
1786,"Ghost Field (FX-Misc01) [Infinite] (Sized Up)",0
1787,"Fire_Ground_wDecal_08m_RED - Infinite 2x - Q7162",0
1788,"Fire_Ground_wDecal_08m_RED - Infinite 2x - Q7162s",0
1789,"Q8260 - Ghosting - DWS",0
1790,"Garr Bait - Camera Stand",0
1791,"Q8446_HologramSmall_Dance_LoppQ",0
1792,"Smoking Cryopod w Cryopod - Grimvault T1E3 - MLB1",0
1793,"Generic Holographic Shader All States w/Birth",0
1794,"Smoking Transport Ship - Grimvault T1E3 - MLB",16739
1795,"Dreadmoor - Tract 1 - Q8389 - Arm VFX-DJU",0
1797,"Drowned Chua - Dreadmoor - Tract 1 - WK",0
1798,"Q8400 - Smoke Billow - Dreadmoor - Tract 1 - WK",0
1799,"Q8449_ApparitionCleansingStationField",0
1800,"Q8453 - Wounded Aurin - DY",0
1802,"Q8396 - Turret Fire - Dreadmoor - Tract 1 - WK",0
1803,"Q8398 - Mortar w/Delay - Dreadmoor - T1 - WK",0
1804,"Disco Lights - Malgrave - 1 - Q7154 - RBG",0
1805,"Dreadmoor T1 - Rotflesh Dreg Projections",0
1807,"M2044 - Spider Egg",0
1808,"Dreadmoor - 2 - Chemical Gas",0
1809,"M2044 - Venom Gland - Poison FX",0
1810,"m1963 - Treasure Lopp Dance",0
1811,"Coralus - Trap Engaged - Q8259 - DWS",0
1813,"Coralus - Trap Flavor - Q8259 - DWS",0
1814,"e483 - Swarmling Birth - Skash - Torine Sanctuary",0
1815,"Stealth Shader - Delay 2.5s",0
1816,"Death Override - Bride of Osiric - Q7411 ",0
1817,"Purple Palm Pollen",0
1818,"T8526 - Blue Spore Aura - Mushroom",0
1819,"Q7370 - Flameseeker Prophet",0
1822,"Gloomthorn Staff - Dreadmoor - Tract 1 - WK",0
1823,"M2595 Eldan Projection",0
1824,"e483 - Corruption Siphon - Skash ",0
1825,"M2060 - Skulking Skitterer - Birth",0
1826,"M2060 - Skulking Shootbot - Birth",0
1827,"M2060 - Skulking Scaleform - Birth",0
1828,"Fire - Coralus 1 Q8265 - DWS",0
1829,"Dreadmoor - Tract 1 - Taxi VFX - DJU",0
1830,"C43099 - Xenobite Queen + Electricity",0
1833,"Grimvault - Vorion spawn in - JBN",0
1834,"M2680 - DotsSpraydown - Dreadmoor - Tract 1 - WK",0
1836,"Extortion Crates - Whitevale Adventure",0
1837,"Q8208 ",0
1838,"Q8607 - Murkmire - 1 - Snowflake Effect - HCon",0
1839,"Q8607 - Murkmire - 1 - Snowburst Effect - HCon",0
1840,"corrupted jar - action set - twh",0
1841,"Dreg - Blue Lightning Arc Infuse_TriShock -DWS",0
1842,"Q8222 Holo-News Anchor [Infinite]",0
1843,"M2556 - Swampsnake Speeder - Dreadmoor - T1 - KMS",0
1844,"M2556 - Buff Cloud - Dreadmoor - T1 - KMS",0
1845,"Protostar Signage Teleport",0
1846,"Eldan Power - Farside Tract 1 - Raw Scan",0
1847,"Primal Essence of Fire [CHEST]",0
1848,"Primal Essence of Water [CHEST]",0
1849,"Primal Essence of Earth [CHEST]",0
1850,"Primal Essence of Air [CHEST]",0
1851,"Primal Essence of Logic [CHEST]",0
1852,"Primal Essence of Life [CHEST]",0
1853,"Torine Sanctuary - Selene - Darkness Effigy",0
1854,"Coralus - 1 - E3 - Default_Emote_Eat_Loop - TDG",0
1855,"Coralus - 1 - E3 - KnockBackTo_Ground - TDG",0
1856,"Coralus - 1 - E3 - Esper_Cast_Loop_07 - TDG",0
1857,"Coralus - 1 - E3 - NPCTelegraph_Loop_06 - TDG",0
1858,"Coralus - 1 - E3 - 2H_Block_Loop - TDG",0
1859,"Eldan Bot Spawner",0
1860,"W1627 - Asteroid Thruster",0
1861,"Primal Essence of Fire [FX_MISC01]",0
1862,"Primal Essence of Water [FX_MISC01]",0
1863,"Primal Essence of Earth [FX_MISC01]",0
1864,"Primal Essence of Air [FX_MISC01]",0
1865,"Primal Essence of Logic [FX_MISC01]",0
1866,"Primal Essence of Life [FX_MISC01]",0
1867,"Q8377 - Bot sparks",0
1868,"T8456 - Bubble Helm",0
1869,"W1627 - Asteroid Thruster Explosion",0
1870,"Dreadmoor - Tract 1-Q8395-Communicator Sparks-DJU",0
1871,"Grimvault - Caretaker spawn - JBN",0
1872,"Q8517 - Reapwood Sniper",0
1873,"Coralus - 1 - E3 - Friendly Torine Blade - TDG",0
1874,"Q5063 - Mr. Wiggles Sneezing Flavor",0
1877,"Q8404 - State_Wounded_Ground [Infinite]",0
1879,"q7942/8008 - 2s delay action set - twh",0
1881,"Permanent Holographic Shader (Green) - All States",0
1882,"Power Core Globe",0
1883,"Dreadmoor-Tract 1-Q8392-Gastree Fog-DJU",0
1884,"Q8596 - Coralus 1 - Probe Bot Flavor - DWS",0
1885,"Carrying Crate - Farside T1",0
1886,"Virtue's Landing Lift  - Farside Flavor",0
1887,"M2226 - Explosion",0
1888,"Q8372 - Primal Scanner quick",0
1889,"Esper Pet - Northern Wilds Adv",0
1890,"NWADV - Green Fire",0
1891,"Q8484 - Skeleton Friends Floating - TDG",0
1892,"Torine Sanctuary - Selene - Shade Prison",0
1893,"Q7856 and Q7857_ScanBot",0
1894,"Q8484 - Skeleton Friends Shamon Shamoning - TDG",0
1895,"Zero-G Gate Visual Pop",0
1896,"Generic - Spawn Teleport In",0
1897,"Q8484 - Summoner Summoning - TDG",0
1898,"Generic - Default_Swim_Stand - Infinite",0
1899,"Banespore - Action Set",0
1900,"W1627 - Pressure Valve",0
1901,"Farside - Augmented Stemdragon birth - JBN",0
1902,"Q8374 - Caged Pell - Block [Infinite]",0
1903,"Dreadmoor - Tract 1 - Swamp- Horse Vignette - DJU",0
1904,"Farside - Steam vents - Found Encounter - JBN",0
1905,"Landmine Tracer - Galeras Adventure",0
1906,"Damaged Maintenance Bot - Farside Tract 2.2 - BB4",0
1907,"Bunker Buster - Galeras Adventure",0
1909,"Derelict Bot - Farside Tract 2.2 - BB4",0
1910,"Derelict Augmentor - Farside Tract 2.2 - BB4",0
1911,"Q8358 Seismic Scan Node - Dreadmoor - T1 - WK",0
1912,"Q8358 - Seismic Scanner - Dreadmoor - T1 - WK",0
1913,"Q8374 - Caged Pell - Stunned [Infinite]",0
1914,"Q8372 - Primal Earth Energy",0
1915,"Farside - T1 - m2269 - Inactive Visual Creatures",0
1916,"Q8363 - Bog Giant - Dreadmoor - Tract 1 - WK",0
1917,"Q8364 - Teleport In/ Use - Dreadmoor - T1 - WK",0
1918,"TEST - UI - Soldier Holdout Defend - Target",0
1919,"Farside - T1 - m2269 - Creature Traveler",0
1920,"Swimming Chua - Dreadmoor - Tract 1 - KMS",0
1921,"Q8364 - Burnt Banners - Dreadmoor - T1 - WK",0
1922,"W1627 - Trash Crawler (Probebot) Spawns",0
