"ID","localizedTextIdTitle","localizedTextIdText","flags","conLevel","type","preq_level","preq_flags","preq_quest0","preq_quest01","preq_quest02","preq_race","preq_item","questPlayerFactionEnum","worldZoneId","localizedTextIdCompletionOverride","reward_xpOverride","reward_cashOverride","pushed_itemId0","pushed_itemId01","pushed_itemId02","pushed_itemId03","pushed_itemId04","pushed_itemId05","pushed_itemCount0","pushed_itemCount01","pushed_itemCount02","pushed_itemCount03","pushed_itemCount04","pushed_itemCount05","objective0","objective01","objective02","objective03","objective04","objective05","localizedTextIdGiverTextUnknown","localizedTextIdGiverTextAccepted","localizedTextIdReceiverTextAccepted","localizedTextIdReceiverTextAchieved","localizedTextIdGiverSayAccepted","localizedTextIdReceiverSayCompleted","preq_class","groupId","factionIdPreq0","factionIdPreq01","factionIdPreq02","factionLevelPreq0","factionLevelPreq01","factionLevelPreq02","factionLevelCompPreq0","factionLevelCompPreq01","factionLevelCompPreq02","questIdExclusionPreq0","questIdExclusionPreq1","questIdExclusionPreq2","localizedTextIdAcceptResponse","localizedTextIdCompleteResponse","WorldLocation2IdReceiver","worldLocation2IdAltReceiver00","worldLocation2IdAltReceiver01","worldLocation2IdAltReceiver02","prerequisiteIdAltReceiver00","prerequisiteIdAltReceiver01","prerequisiteIdAltReceiver02","questDirectionIdAltReceiver00","questDirectionIdAltReceiver01","questDirectionIdAltReceiver02","localizedTextIdCompletedSummary","localizedTextIdGiverIncompleteResponse","localizedTextIdReceiverIncompleteResponse","quest2DifficultyId","maxTimeAllowedMS","prerequisiteId","questShareEnum","subMissionPathType","localizedTextIdCompletedObjectiveShort","quest2SubTypeId","localizedTextIdMoreInfoSay00","localizedTextIdMoreInfoSay01","localizedTextIdMoreInfoSay02","localizedTextIdMoreInfoSay03","localizedTextIdMoreInfoSay04","localizedTextIdMoreInfoText00","localizedTextIdMoreInfoText01","localizedTextIdMoreInfoText02","localizedTextIdMoreInfoText03","localizedTextIdMoreInfoText04","virtualItemIdPushed00","virtualItemIdPushed01","virtualItemIdPushed02","virtualItemIdPushed03","virtualItemPushedCount00","virtualItemPushedCount01","virtualItemPushedCount02","virtualItemPushedCount03","virtualItemPushedObjectiveFlagsEnum00","virtualItemPushedObjectiveFlagsEnum01","virtualItemPushedObjectiveFlagsEnum02","virtualItemPushedObjectiveFlagsEnum03","questDirectionIdCompletion","faction2IdRewardReputation00","faction2IdRewardReputation01","rewardReputationOverride00","rewardReputationOverride01","questCategoryId","localizedTextIdGiverSayDecline","periodicQuestGroupId","periodicQuestWeight","questRepeatPeriodEnum","questContentFinderTypeEnum","groupSize"
7227,312325,312326,8,6,0,3,0,0,0,0,0,0,1,1215,312341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13199,13200,0,0,0,0,312334,0,312337,312338,312335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312339,312340,27258,0,0,0,0,0,0,0,0,0,312327,0,695495,6,0,2968,0,4294967295,312342,0,312328,312330,312332,0,0,312329,312331,312333,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,36,312336,0,1,0,0,0
7230,313186,313197,1036,43,11,40,0,0,0,0,0,0,2,1890,313187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13241,0,0,0,0,0,313192,0,322179,313194,313193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313195,313196,0,0,0,0,0,0,0,0,0,0,313198,0,532698,6,0,0,1,4294967295,313188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,909,922,0,0,46,392465,0,1,0,0,0
7232,313749,313750,1,3,11,3,0,0,0,0,0,0,2,12,0,44613060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313753,313754,0,0,0,0,0,0,0,0,0,0,313751,0,0,5,0,13271,0,4294967295,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
7234,313817,313818,33,3,11,3,0,0,0,0,0,0,2,12,0,55696510,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313821,313822,0,0,0,0,0,0,0,0,0,0,313819,0,0,5,0,13271,0,4294967295,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
7236,314379,314380,0,15,5,10,0,0,0,0,0,0,1,137,314390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13268,0,0,0,0,0,314382,342760,314385,314386,314383,314387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314388,314389,28134,0,0,0,0,0,0,0,0,0,314381,686195,686198,6,0,35265,1,4294967295,314391,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,314384,0,1,1,5,0
7237,314392,314393,0,15,5,10,0,0,0,0,0,0,1,137,314403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13269,0,0,0,0,0,314395,342761,314398,314399,314396,314400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314401,314402,28165,0,0,0,0,0,0,0,0,0,314394,686196,686199,6,0,35265,1,4294967295,314404,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,314397,0,1,1,5,0
7238,314405,314406,0,15,5,10,0,0,0,0,0,0,1,137,314416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13270,0,0,0,0,0,314408,342762,314411,314412,314409,314413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314414,314415,28133,0,0,0,0,0,0,0,0,0,314407,686197,686200,6,0,35265,1,4294967295,314417,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,314410,0,1,1,5,0
7240,314712,314713,32769,10,5,10,0,0,0,0,0,0,1,483,314722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314715,0,314728,314718,314716,314719,0,0,0,0,0,0,0,0,0,0,0,9080,0,0,314720,314721,24989,0,0,0,0,0,0,0,0,0,314714,0,0,6,0,9325,0,4294967295,314723,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,314717,0,1,0,5,0
7241,314946,315562,8,10,5,10,0,0,0,0,0,0,0,248,322988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315564,342251,469534,322955,322954,322956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315565,315566,28009,0,0,0,0,0,0,0,0,0,315563,686201,686202,6,0,8252,1,4294967295,322989,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,334958,0,1,1,5,0
7242,314948,315639,8,10,5,10,0,0,0,0,0,0,0,248,341287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315640,342261,315643,315644,315641,315645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315646,315647,28195,0,0,0,0,0,0,0,0,0,315648,686203,0,6,0,8252,1,4294967295,341288,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,315642,0,1,1,5,0
7243,314949,315649,8,10,5,10,0,0,0,0,0,0,0,248,322993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315651,342271,335218,315653,315652,322992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315654,315655,28010,0,0,0,0,0,0,0,0,0,315650,686204,686211,6,0,8252,1,4294967295,322994,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7244,314963,315664,8,10,5,10,0,0,0,0,0,0,1,483,318441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315666,342007,318439,315667,318437,318440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315668,315669,24989,0,0,0,0,0,0,0,0,0,315665,0,695498,6,0,8252,0,4294967295,318442,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,318438,0,1,1,5,0
7245,314964,316721,8,10,5,10,0,0,0,0,0,0,1,483,316730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316723,342025,316726,316727,316724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316728,316729,18135,40950,0,0,0,0,0,0,0,0,316722,695501,695502,6,0,8252,0,4294967295,316731,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,316725,0,1,1,5,0
7246,314965,322197,8,10,5,10,0,0,0,0,0,0,1,483,322203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322199,342212,472592,322201,322200,322202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322211,322212,24990,0,0,0,0,0,0,0,0,0,322198,695517,695518,6,0,8252,0,4294967295,322204,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7247,314966,331346,8,10,5,10,0,0,0,0,0,0,1,37,332140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331358,342495,332123,332124,331363,332131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341306,341307,28089,0,0,0,0,0,0,0,0,0,331354,695532,695533,6,0,8252,0,4294967295,332141,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,331364,0,1,1,5,0
7248,314967,333422,8,10,5,10,0,0,0,0,0,0,1,37,333407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333440,333441,472883,333667,333442,333668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333444,333898,28757,0,0,0,0,0,0,0,0,0,333423,695534,695535,6,0,8252,0,4294967295,333408,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,333443,0,1,1,5,0
7249,314968,332387,8,10,5,10,0,0,0,0,0,0,1,37,332424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332403,342515,472951,332421,332407,332422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332431,332432,28090,0,0,0,0,0,0,0,0,0,332394,695536,695537,6,0,8252,0,4294967295,332425,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7250,315013,384330,8,15,5,10,0,0,0,0,0,0,1,2191,384383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384354,384355,476416,384365,0,384366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384311,384321,32850,0,0,0,0,0,0,0,0,0,384331,686205,686212,6,0,8751,0,4294967295,384384,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7251,315014,384266,8,15,5,10,0,0,0,0,0,0,1,2191,384236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384280,384281,476452,384292,0,384293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384255,384256,33589,0,0,0,0,0,0,0,0,0,384267,686206,686213,6,0,8751,0,4294967295,384237,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7252,315028,384162,8,15,5,10,0,0,0,0,0,0,1,2191,384220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384181,384182,476515,384197,0,384198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384183,384193,32851,0,0,0,0,0,0,0,0,0,384163,686207,686214,6,0,8751,0,4294967295,384221,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7253,315030,342844,8,15,5,10,0,0,0,0,0,0,0,137,343176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342846,342847,469700,342849,0,342850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342898,342899,21046,0,0,0,0,0,0,0,0,0,342845,686208,686215,6,0,8751,1,4294967295,343177,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7254,315031,343211,8,15,5,10,0,0,0,0,0,0,0,137,343222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343220,343221,469926,343238,0,343239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343240,343241,29397,0,0,0,0,0,0,0,0,0,343217,686209,686216,6,0,8751,1,4294967295,343223,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7255,315032,343294,8,15,5,10,0,0,0,0,0,0,0,137,343302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343286,343287,469984,343345,0,343346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343305,343304,29213,0,0,0,0,0,0,0,0,0,343298,686210,686217,6,0,8751,1,4294967295,343303,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7256,315057,323589,8,15,5,10,0,0,0,0,0,0,1,137,323630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323597,342765,472007,323610,323602,323614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323618,323619,28134,0,0,0,0,0,0,0,0,0,323593,686218,686219,6,0,8751,1,4294967295,323631,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,323606,0,1,1,5,0
7257,315059,323519,8,15,5,10,0,0,0,0,0,0,1,137,323578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323539,342766,472010,323563,323547,323567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323555,323559,28165,0,0,0,0,0,0,0,0,0,323520,686220,686221,6,0,8751,1,4294967295,323579,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,323551,0,1,1,5,0
7258,315060,323441,8,15,5,10,0,0,0,0,0,0,1,137,323489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323456,342767,472028,323466,323461,323471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323480,323484,28132,0,0,0,0,0,0,0,0,0,323450,686222,686223,6,0,8751,1,4294967295,323490,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7259,315087,334977,8,10,5,10,0,0,0,0,0,0,0,248,334975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334985,342256,469629,335006,334996,335013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334995,335017,28009,0,0,0,0,0,0,0,0,0,334981,686224,686225,6,0,8202,1,4294967295,334976,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,335002,0,1,1,5,0
7260,315093,335175,8,10,5,10,0,0,0,0,0,0,0,248,341289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335183,342262,470223,335212,335189,335213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335198,335199,28195,28195,0,0,0,0,0,0,0,0,335179,686226,686227,6,0,8202,1,4294967295,341290,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,335205,0,1,1,5,0
7261,315100,323050,8,10,5,10,0,0,0,0,0,0,0,248,323058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323052,342275,335254,323054,323053,323055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323056,323057,28011,0,0,0,0,0,0,0,0,0,323051,686228,686229,6,0,8202,1,4294967295,323059,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7262,315107,322303,8,10,5,10,0,0,0,0,0,0,1,483,322392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322384,342011,322389,322390,322386,322391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322395,322396,24989,0,0,0,0,0,0,0,0,0,322381,686230,686231,6,0,8202,0,4294967295,322393,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,322388,0,1,1,5,0
7263,315109,317395,8,10,5,10,0,0,0,0,0,0,1,483,317404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317397,342026,317400,317401,317398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317402,317403,18135,40950,0,0,0,0,0,0,0,0,317396,695548,695549,6,0,8202,0,4294967295,317405,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,317399,0,1,1,5,0
7264,315111,322205,8,10,5,10,0,0,0,0,0,0,1,483,322219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322206,342213,453183,322209,322208,322210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322213,322214,24991,0,0,0,0,0,0,0,0,0,322207,453184,453185,6,0,8202,0,4294967295,322220,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7265,315113,331347,4,10,5,10,0,0,0,0,0,0,1,37,332138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331357,342496,332125,332126,331362,332132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452932,452933,28089,0,0,0,0,0,0,0,0,0,331353,452934,452935,6,0,8202,0,4294967295,332139,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,331365,0,1,1,5,0
7266,315115,333425,8,10,5,10,0,0,0,0,0,0,1,37,333409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333891,333895,452944,333896,333892,333899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333894,333897,28757,0,0,0,0,0,0,0,0,0,333429,452943,452945,6,0,8202,0,4294967295,333410,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,333893,0,1,1,5,0
7267,315116,332388,8,10,5,10,0,0,0,0,0,0,1,37,332671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332406,342516,452939,332459,332408,332460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332433,332434,28091,0,0,0,0,0,0,0,0,0,332395,452940,452941,6,0,8202,0,4294967295,332672,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7268,315118,384342,8,15,5,10,0,0,0,0,0,0,1,2191,384381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384356,384357,476417,384367,0,384368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384312,384320,32850,0,0,0,0,0,0,0,0,0,384332,686232,686233,6,0,35265,0,4294967295,384382,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,0,0
7269,315123,384268,8,15,5,10,0,0,0,0,0,0,1,2191,384241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384282,384283,476454,384297,0,384298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384254,384257,33589,0,0,0,0,0,0,0,0,0,384272,686234,686235,6,0,35265,0,4294967295,384242,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7270,315124,384164,32,15,5,10,0,0,0,0,0,0,1,2191,384222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13318,0,0,0,0,0,384179,384180,476885,384201,0,384202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384184,384192,32852,0,0,0,0,0,0,0,0,0,384165,686236,686237,6,0,35265,0,4294967295,384223,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7271,315125,334978,8,10,5,10,0,0,0,0,0,0,0,248,334972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334986,342258,469639,335007,334997,335012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334994,335016,28009,0,0,0,0,0,0,0,0,0,334982,686238,686239,6,0,8637,1,4294967295,334973,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,335003,0,1,1,5,0
7272,315126,335176,8,10,5,10,0,0,0,0,0,0,0,248,341291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335184,342263,470143,335211,335190,335214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335200,335201,28195,0,0,0,0,0,0,0,0,0,335180,686240,686241,6,0,8637,1,4294967295,341292,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,335206,0,1,1,5,0
7273,315127,323063,8,10,5,10,0,0,0,0,0,0,0,248,323071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323065,342276,470304,323067,323066,323068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323069,323070,28012,0,0,0,0,0,0,0,0,0,323064,686242,686243,6,0,8637,1,4294967295,323072,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,335257,0,1,1,5,0
7274,315130,322398,8,10,5,10,0,0,0,0,0,0,1,483,317660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322403,342020,322406,322407,322404,322408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322400,322401,24989,0,0,0,0,0,0,0,0,0,322399,695559,695560,6,0,8637,0,4294967295,322411,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,322405,0,1,1,5,0
7275,315132,317509,8,10,5,10,0,0,0,0,0,0,1,483,317652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317646,342027,317648,317651,317647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317649,317650,18135,40950,0,0,0,0,0,0,0,0,317644,695562,695563,6,0,8637,0,4294967295,317653,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7276,315133,322227,8,10,5,10,0,0,0,0,0,0,1,483,322235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322229,342214,472829,322231,322230,322232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322233,322234,24992,0,0,0,0,0,0,0,0,0,322228,695623,695624,6,0,8637,0,4294967295,322236,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7277,315138,331348,8,10,5,10,0,0,0,0,0,0,1,37,332136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331356,342497,332127,332128,331361,332133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473359,473360,28089,0,0,0,0,0,0,0,0,0,331352,695625,695626,6,0,8637,0,4294967295,332137,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,331367,0,1,1,5,0
7278,315139,333426,8,10,5,10,0,0,0,0,0,0,1,37,333411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333901,333904,473345,333906,333902,333907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333903,333908,28757,0,0,0,0,0,0,0,0,0,333430,695627,695628,6,0,8637,0,4294967295,333412,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,333905,0,1,1,5,0
7279,315140,332389,8,10,5,10,0,0,0,0,0,0,1,37,333935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332405,342517,473353,332807,332409,332808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332502,332504,28092,0,0,0,0,0,0,0,0,0,332396,695629,695630,6,0,8637,0,4294967295,333936,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7280,315142,342630,8,15,5,10,0,0,0,0,0,0,0,122,342633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342625,342626,347190,342627,0,342628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342629,347191,29211,0,0,0,0,0,0,0,0,0,342632,686244,686245,6,0,35269,0,4294967295,342634,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
7281,315143,342650,8,15,5,10,0,0,0,0,0,0,0,122,342658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342652,342653,347197,342654,0,342655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342656,342657,16395,0,0,0,0,0,0,0,0,0,342651,686246,686247,6,0,35269,0,4294967295,342659,120,347195,0,0,0,0,347196,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,53,0,0,1,1,5,0
