"ID","nameFragment","nameFragmentTypeEnum","raceId","gender","faction2Id","languageFlags"
1621,"xen",3,12,0,166,14
1622,"xine",3,12,0,166,14
1623,"xon",3,12,0,166,14
1624,"zec",3,12,0,166,14
1625,"zoid",3,12,0,166,14
1626,"zox",3,12,0,166,14
1627,"Foucauld",0,1,0,167,8
1628,"Cherche",2,3,0,167,8
1629,"Casse",2,3,0,167,8
1630,"Porte",2,3,0,167,8
1631,"Serre",2,3,0,167,8
1632,"Souffle",2,3,0,167,8
1633,"Chasse",2,3,0,167,8
1634,"Forge",2,3,0,167,8
1635,"roche",3,3,0,167,8
1636,"mine",3,3,0,167,8
1637,"pierre",3,3,0,167,8
1638,"rafale",3,3,0,167,8
1639,"trombe",3,3,0,167,8
1640,"masse",3,3,0,167,8
1641,"rubis",3,3,0,167,8
1642,"gemme",3,3,0,167,8
1643,"monts",3,3,0,167,8
1644,"cimes",3,3,0,167,8
1645,"tonnerre",3,3,0,167,8
1646,"Humble",2,4,0,167,8
1647,"Jeune",2,4,0,167,8
1648,"Sylve",2,4,0,167,8
1649,"Blanche",2,4,0,167,8
1650,"Rouge",2,4,0,167,8
1651,"Chante",2,4,0,167,8
1652,"Veille",2,4,0,167,8
1653,"Noble",2,4,0,167,8
1654,"Celeste",2,4,0,167,8
1655,"Sage",2,4,0,167,8
1656,"Leste",2,4,0,167,8
1657,"Onde",2,4,0,167,8
1658,"Ronce",2,4,0,167,8
1659,"Souffle",2,4,0,167,8
1660,"Ambre",2,4,0,167,8
1661,"Vive",2,4,0,167,8
1662,"feuille",3,4,0,167,8
1663,"cime",3,4,0,167,8
1664,"pluie",3,4,0,167,8
1665,"bosquet",3,4,0,167,8
1666,"fleur",3,4,0,167,8
1667,"flore",3,4,0,167,8
1668,"brise",3,4,0,167,8
1669,"racine",3,4,0,167,8
1670,"graine",3,4,0,167,8
1671,"cœur",3,4,0,167,8
1672,"lune",3,4,0,167,8
1673,"rosée",3,4,0,167,8
1674,"branche",3,4,0,167,8
1675,"printemps",3,4,0,167,8
1676,"bois",3,4,0,167,8
1677,"terre",3,4,0,167,8
1678,"tige",3,4,0,167,8
1679,"Aleksandr",0,16,1,167,12
1680,"Ombre",2,5,0,166,8
1681,"Pourpre",2,5,0,166,8
1682,"Sombre",2,5,0,166,8
1683,"Rude",2,5,0,166,8
1684,"Frappe",2,5,0,166,8
1685,"Braise",2,5,0,166,8
1686,"Tranche",2,5,0,166,8
1687,"Brise",2,5,0,166,8
1688,"Chasse",2,5,0,166,8
1689,"Trouble",2,5,0,166,8
1690,"mort",3,5,0,166,8
1691,"ruine",3,5,0,166,8
1692,"guerre",3,5,0,166,8
1693,"fléau",3,5,0,166,8
1694,"transe",3,5,0,166,8
1695,"terreur",3,5,0,166,8
1696,"limbe",3,5,0,166,8
1697,"feu",3,5,0,166,8
1698,"corne",3,5,0,166,8
1699,"flamme",3,5,0,166,8
1700,"sang",3,5,0,166,8
1701,"chaos",3,5,0,166,8
1702,"Edna",0,1,1,166,8
1703,"Bernhard",0,1,0,167,4
1704,"Gerd",0,1,0,167,4
1705,"Jokken",0,1,0,167,4
1706,"Jonathan",0,1,0,167,4
1707,"Johann",0,1,0,167,4
1708,"Jim",0,1,0,167,4
1709,"Martin",0,1,0,167,4
1710,"Robbin",0,1,0,167,4
1711,"Wilhelm",0,1,0,167,4
1712,"Boll",2,3,0,167,4
1713,"Schiefer",2,3,0,167,4
1714,"Kiesel",2,3,0,167,4
1715,"Magma",2,3,0,167,4
1716,"Lava",2,3,0,167,4
1717,"Granit",2,3,0,167,4
1718,"Kalk",2,3,0,167,4
1719,"Sand",2,3,0,167,4
1720,"Marmor",2,3,0,167,4
1721,"Titan",2,3,0,167,4
1722,"Wucht",2,3,0,167,4
1723,"Schlacke",2,3,0,167,4
1724,"Kreide",2,3,0,167,4
1725,"Gletscher",2,3,0,167,4
1726,"Quarz",2,3,0,167,4
1727,"Basalt",2,3,0,167,4
1728,"hammer",3,3,0,167,4
1729,"findling",3,3,0,167,4
1730,"block",3,3,0,167,4
1731,"fels",3,3,0,167,4
1732,"brocken",3,3,0,167,4
1733,"rüttler",3,3,0,167,4
1734,"fresser",3,3,0,167,4
1735,"drescher",3,3,0,167,4
1736,"stein",3,3,0,167,4
1737,"schläger",3,3,0,167,4
1738,"malmer",3,3,0,167,4
1739,"stampfer",3,3,0,167,4
1740,"brecher",3,3,0,167,4
1741,"Auen",2,4,0,167,4
1742,"Nebel",2,4,0,167,4
1743,"Tau",2,4,0,167,4
1744,"Immer",2,4,0,167,4
1745,"Hain",2,4,0,167,4
1746,"Dämmer",2,4,0,167,4
1747,"Sanft",2,4,0,167,4
1748,"Gold",2,4,0,167,4
1749,"Grau",2,4,0,167,4
1750,"Grün",2,4,0,167,4
1751,"Zwielicht",2,4,0,167,4
1752,"Wiesen",2,4,0,167,4
1753,"Knospen",2,4,0,167,4
1754,"Mond",2,4,0,167,4
1755,"Moos",2,4,0,167,4
1756,"Palm",2,4,0,167,4
1757,"Rot",2,4,0,167,4
1758,"Wipfel",2,4,0,167,4
1759,"Scheu",2,4,0,167,4
1760,"Silber",2,4,0,167,4
1761,"Wolken",2,4,0,167,4
1762,"Reben",2,4,0,167,4
1763,"Seelen",2,4,0,167,4
1764,"Rau",2,4,0,167,4
1765,"Sternen",2,4,0,167,4
1766,"Sonnen",2,4,0,167,4
1767,"Smaragd",2,4,0,167,4
1768,"Dorn",2,4,0,167,4
1769,"Gischt",2,4,0,167,4
1770,"Rosen",2,4,0,167,4
1771,"Weich",2,4,0,167,4
1772,"See",2,4,0,167,4
1773,"Flüster",2,4,0,167,4
1774,"Weiß",2,4,0,167,4
1775,"Wild",2,4,0,167,4
1776,"Wind",2,4,0,167,4
1777,"Azur",2,4,0,167,4
1778,"rinde",3,4,0,167,4
1779,"zweig",3,4,0,167,4
1780,"brise",3,4,0,167,4
1781,"hauch",3,4,0,167,4
1782,"blüte",3,4,0,167,4
1783,"flug",3,4,0,167,4
1784,"kriecher",3,4,0,167,4
1785,"klee",3,4,0,167,4
1786,"knolle",3,4,0,167,4
1787,"fell",3,4,0,167,4
1788,"kraut",3,4,0,167,4
1789,"apfel",3,4,0,167,4
1790,"farn",3,4,0,167,4
1791,"eiche",3,4,0,167,4
1792,"tann",3,4,0,167,4
1793,"klang",3,4,0,167,4
1794,"gras",3,4,0,167,4
1795,"licht",3,4,0,167,4
1796,"blatt",3,4,0,167,4
1797,"wurzel",3,4,0,167,4
1798,"ohr",3,4,0,167,4
1799,"lied",3,4,0,167,4
1800,"buche",3,4,0,167,4
1801,"esche",3,4,0,167,4
1802,"tropf",3,4,0,167,4
1803,"schein",3,4,0,167,4
1804,"glanz",3,4,0,167,4
1805,"schweif",3,4,0,167,4
1806,"forst",3,4,0,167,4
1807,"reigen",3,4,0,167,4
1808,"tanz",3,4,0,167,4
1809,"tal",3,4,0,167,4
1810,"lauf",3,4,0,167,4
1811,"geflecht",3,4,0,167,4
1812,"efeu",3,4,0,167,4
1813,"feder",3,4,0,167,4
1814,"holz",3,4,0,167,4
1815,"Alv",2,1,0,166,4
1816,"Schrecken",2,5,0,166,4
1817,"Klauen",2,5,0,166,4
1818,"Blut",2,5,0,166,4
1819,"Schatten",2,5,0,166,4
1820,"Nacht",2,5,0,166,4
1821,"Knochen",2,5,0,166,4
1822,"Klingen",2,5,0,166,4
1823,"Rot",2,5,0,166,4
1824,"Wild",2,5,0,166,4
1825,"Zornes",2,5,0,166,4
1826,"Fleisches",2,5,0,166,4
1827,"Feuer",2,5,0,166,4
1828,"Schädel",2,5,0,166,4
1829,"Chaos",2,5,0,166,4
1830,"Düster",2,5,0,166,4
1831,"Dämmer",2,5,0,166,4
1832,"Terror",2,5,0,166,4
1833,"Geifer",2,5,0,166,4
1834,"horn",3,5,0,166,4
1835,"jäger",3,5,0,166,4
1836,"pirscher",3,5,0,166,4
1837,"zahn",3,5,0,166,4
1838,"glut",3,5,0,166,4
1839,"brunst",3,5,0,166,4
1840,"asche",3,5,0,166,4
1841,"häscher",3,5,0,166,4
1842,"schnitter",3,5,0,166,4
1843,"reißer",3,5,0,166,4
1844,"trinker",3,5,0,166,4
1845,"fürst",3,5,0,166,4
1846,"sturm",3,5,0,166,4
1847,"schlag",3,5,0,166,4
1848,"schwur",3,5,0,166,4
1849,"spalter",3,5,0,166,4
1850,"pakt",3,5,0,166,4
1851,"fresser",3,5,0,166,4
1852,"Ab",0,12,0,166,4
1853,"Ab",0,12,1,166,4
1854,"con",3,12,0,166,6
1855,"con",3,12,1,166,6
