"ID","interactionType","threshold","duration","incrementValue","windowSize","decay","flags","tapTime0","tapTime1","visualEffectId0","visualEffectId1","visualEffectId2","visualEffectId3","visualEffectIdTarget00","visualEffectIdTarget01","visualEffectIdTarget02","visualEffectIdTarget03","visualEffectIdTarget04","visualEffectIdCaster00","visualEffectIdCaster01","visualEffectIdCaster02","visualEffectIdCaster03","visualEffectIdCaster04","localizedTextIdContext"
673,2,0,1800,0,400,0,0,650,1350,1362,0,0,0,20631,20631,0,0,0,0,0,21591,0,0,399544
676,1,1200,15000,300,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,1,1200,15000,300,0,1200,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,403115
702,0,2000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403349
703,5,2,15000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
704,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,405288
705,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,405294
706,5,5,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,5,1,12000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,5,1,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13049,0,0,0
709,2,0,1800,0,400,0,0,650,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405609
710,2,0,3000,0,500,0,0,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406218
711,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,406285
712,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,406286
745,1,1500,10000,450,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,15851,0,0,0,0,0
746,5,3,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,408321
759,5,3,5000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410472
760,4,0,60000,0,0,0,0,0,0,21112,0,0,0,0,0,0,0,0,0,0,21591,0,0,411103
761,4,0,60000,0,0,0,0,0,0,21113,0,0,0,0,0,0,0,0,0,0,21591,0,0,411104
762,4,0,60000,0,0,0,0,0,0,21114,0,0,0,0,0,0,0,0,0,0,21591,0,0,411105
763,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,411611
764,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,411615
765,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,411620
766,1,1250,10000,150,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411852
767,1,1250,10000,150,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412221
768,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,412461
769,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,412462
770,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,412463
771,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,412464
780,5,2,3000,3,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,413634
791,1,1500,5000,55,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413696
794,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,414735
796,4,0,5000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,415311
797,4,0,5000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,415314
798,4,0,5000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,415451
799,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,415467
801,3,2,6000,0,300,2000,0,500,1500,0,0,0,0,0,0,0,0,0,23631,23631,15531,0,0,0
802,3,0,4000,0,350,2000,0,500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416260
804,1,1800,15000,300,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,4,0,60000,0,0,0,0,0,0,28463,0,0,0,0,0,0,0,0,0,0,21591,0,0,418003
806,3,0,4500,0,250,1500,0,600,1000,0,0,0,0,0,0,22307,0,0,0,0,0,0,0,0
807,1,3500,10000,150,0,0,0,0,0,28130,1362,0,0,0,0,0,0,0,0,0,21591,0,0,418803
808,5,3,2000,2,0,0,0,0,0,0,0,0,0,22306,0,21615,0,0,0,0,0,0,0,0
809,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,419907
810,4,0,60000,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,7490,21591,0,0,420144
811,1,5000,15000,500,0,300,0,0,0,0,0,0,0,21658,0,0,0,0,0,0,0,0,0,0
812,4,0,60000,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,7490,21591,0,0,420629
813,5,3,10000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,421197
814,0,2000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421205
815,5,1,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421737
816,2,0,2000,0,400,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421724
817,4,0,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,421770
819,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,421954
820,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,421993
822,5,3,5000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,5,2,5000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,6,12345,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,423100
825,1,1200,6500,300,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423147
827,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,423303
828,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,423320
829,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,423321
830,3,2,4000,2,500,2000,0,650,1300,1362,0,0,0,27193,0,0,0,0,0,0,21591,0,0,0
831,3,0,3000,0,200,1500,0,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423687
832,5,1,10000,3,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
833,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,424935
834,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,424936
835,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,424937
836,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,424938
837,1,1000,10000,250,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425145
838,3,0,3000,0,200,1500,0,700,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,5,3,12000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,3,0,3000,0,200,1500,0,400,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425341
841,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,425940
842,3,0,5000,0,500,2500,0,625,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426281
843,3,2,4000,300,300,1500,0,400,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427330
844,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,427337
845,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,428572
846,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,428573
847,1,1200,10000,300,0,1200,0,0,0,1362,0,0,0,16937,0,0,0,0,0,0,0,0,0,429108
848,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,430447
849,1,2000,5000,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431195
850,2,0,2000,0,500,0,0,600,1400,1362,0,0,0,25550,25551,0,0,0,18009,18010,21591,0,0,432687
851,4,0,60000,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,432917
852,4,0,60000,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,433640
853,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,434699
854,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,435487
855,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,435622
856,1,500,10000,200,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437664
857,2,0,5000,0,750,0,0,2000,4000,198,0,0,0,0,0,0,0,0,0,0,0,0,0,437798
858,4,0,15000,0,0,0,0,0,0,1362,0,0,0,0,0,23350,0,0,0,0,21591,0,0,437904
859,2,3800,1500,0,150,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437906
860,1,4000,4000,400,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437938
861,5,1,10000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438009
863,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,441610
864,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,441630
865,0,2000,10000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,2,0,2000,0,500,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,442236
868,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,442255
869,4,0,60000,0,100,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,442257
870,7,10000,10000,700,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442804
871,2,0,2000,0,500,2000,0,1000,0,0,0,0,0,27763,0,27762,0,0,0,0,0,0,0,0
872,5,3,2500,1,0,0,0,0,0,27766,0,0,0,0,0,27764,27763,0,0,0,0,0,0,443020
873,6,1987,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443024
874,5,2,6000,3,0,0,0,0,0,0,0,0,0,24125,0,24124,0,0,0,0,0,0,0,0
875,3,4,10000,0,400,2000,0,500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,443579
877,5,4,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444573
878,4,0,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,444737
879,1,1300,10000,200,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445267
880,1,1200,15000,300,0,1200,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,445268
881,3,3,10000,0,400,2500,0,1000,1750,1695,0,0,0,0,0,0,28934,28933,0,0,0,0,0,445269
882,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,447312
883,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,447334
884,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,27763,27763,27762,0,0,0,0,0,0,0,0
885,2,0,1750,0,300,0,0,650,1200,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,447788
886,1,1000,10000,100,0,200,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,447791
887,5,1,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,1,1000,10000,125,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448166
889,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,448484
890,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,448485
891,1,1200,25000,300,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448776
892,6,3596,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449233
893,6,975,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449234
894,6,441,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449235
895,6,879,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449236
896,5,5,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,449636
898,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,449637
899,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,450551
900,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,450621
901,3,0,3500,0,300,1250,0,450,1000,0,0,0,0,0,0,0,0,0,25081,25081,25082,0,0,451502
902,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453110
903,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453111
904,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453114
905,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453112
906,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453113
907,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453115
908,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453116
909,1,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
910,1,500,4000,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452719
911,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,452812
912,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,452813
913,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,452818
914,1,1200,10000,120,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453561
915,3,0,3000,0,250,1250,0,250,900,0,0,0,0,0,0,0,0,0,25081,25081,25082,0,0,453596
916,3,0,2500,0,150,1250,0,375,950,0,0,0,0,0,0,0,0,0,25081,25081,25082,0,0,453597
917,5,3,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,1,1200,10000,300,0,1000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,454895
919,4,0,8000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,454950
920,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,455393
921,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,455599
922,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,455600
923,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,455601
924,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,455607
925,2,0,2000,0,500,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,3,3,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456452
927,5,3,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,5,3,4000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,460152
930,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,460153
931,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,460154
932,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,460155
933,2,0,3000,0,1500,10000,0,1500,0,0,0,0,0,25496,15233,0,0,0,0,0,0,0,0,460175
934,3,0,4000,0,500,2000,0,650,1300,1362,0,0,0,25550,25551,0,0,0,18009,18010,21591,0,0,0
935,5,2,12000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,6,421,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,0,2000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,463957
939,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,463958
940,0,1000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,465608
941,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,465891
942,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,465894
943,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,465897
944,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,465898
945,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,466444
946,1,1000,10000,100,0,200,0,0,0,1362,0,0,0,26970,0,0,0,0,27058,0,21591,0,0,466566
947,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,467064
948,5,1,10000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467429
949,5,3,7000,1,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,469122
950,4,0,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,469621
951,2,0,10000,0,250,0,0,7500,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470237
952,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,470807
954,5,4,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,5,5,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,5,5,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,475879
958,2,0,2000,0,250,0,0,500,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,1,800,5000,100,0,300,0,0,0,1362,0,0,0,27884,0,0,0,0,0,0,0,0,0,0
960,3,0,4000,0,250,2000,0,650,1300,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,477863
961,3,0,4000,0,500,2000,0,650,1300,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,478977
963,1,3000,15000,300,0,0,0,0,0,1369,1369,1369,1369,12084,144,0,12084,0,1369,0,0,1369,0,479518
964,2,0,1100,0,250,0,0,250,800,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
965,2,0,1000,0,250,0,0,200,750,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
966,2,0,1000,0,250,0,0,500,749,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
967,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,480654
968,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,480655
969,5,3,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,484847
971,3,0,2000,0,300,2000,0,750,1250,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,487526
972,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,488459
973,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,488463
974,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,488464
975,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,488465
976,0,1000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488915
977,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,489197
978,6,929,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,490193
980,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,491329
981,4,0,7000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,491663
982,1,3000,4294967295,100,0,100,0,0,0,30095,0,0,0,0,0,0,0,0,0,0,0,0,0,491806
983,4,0,5000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,492120
984,6,5,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492466
985,6,7,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492469
986,6,3,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492470
987,6,6,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492471
988,6,1,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492474
989,0,1000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492626
990,6,4294967295,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,492705
991,1,1500,15000,400,0,600,0,0,0,0,0,0,0,13881,0,0,0,0,0,0,0,0,0,0
992,1,2000,5000,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493603
993,1,2000,5000,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493854
994,4,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494148
995,3,0,6750,0,350,2250,0,1125,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,494355
997,1,2000,10000,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494917
998,5,2,10000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,495163
999,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,496689
1000,6,4294967295,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,498637
1001,1,4000,6500,250,0,1200,0,0,0,485,0,0,0,0,0,0,0,0,0,0,29602,0,0,500559
1002,2,0,4750,0,350,800,0,400,2700,1531,0,0,0,7021,7021,9345,0,0,0,0,29654,0,0,500562
1003,2,2,4000,1,250,800,0,1500,2400,485,0,0,0,0,0,0,0,0,0,0,29640,0,0,500574
1004,4,0,7500,0,0,0,0,0,0,28768,0,0,0,0,0,0,0,0,0,0,0,0,0,500578
1005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501281
1006,1,2000,5000,400,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501434
1007,1,1000,10000,200,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,506278
1009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508607
1010,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,508668
1011,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,508669
1012,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,508737
1013,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,508739
1014,1,1200,10000,120,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510216
1015,1,1200,10000,120,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510217
1016,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,511342
1017,4,0,20000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,511774
1018,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516244
1019,4,0,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21591,0,0,524555
1020,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,835,840,0,0,0,0,0,526743
1021,1,1200,10000,120,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526749
1022,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,528795
1023,4,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,529591
1024,1,1500,15000,300,0,1000,0,0,0,1362,0,0,0,29308,0,0,0,0,0,0,0,0,0,0
1025,1,2100,15000,300,0,1500,0,0,0,1362,0,0,0,29308,0,0,0,0,0,0,0,0,0,0
1026,3,0,4000,0,250,2000,0,500,1500,1362,0,0,0,29308,0,0,0,0,0,0,0,0,0,0
