"ID","phaseDelay","phaseFlags","orderIndex","spell4IdOwner"
13738,0,0,0,61291
13739,1000,0,1,61291
13740,0,0,0,61295
13741,700,0,1,61295
13742,0,0,0,61320
13743,2000,0,1,61320
13744,2000,0,2,61320
13745,2000,0,3,61320
13746,0,0,0,61321
13747,2500,0,1,61321
13748,0,0,0,61333
13749,1500,0,1,61333
13750,500,0,2,61333
13751,500,0,3,61333
13752,500,4,4,61333
13753,1000,16,5,61333
13754,0,0,0,61335
13755,1000,4,1,61335
13756,750,0,2,61335
13757,750,0,3,61335
13758,750,0,4,61335
13759,750,0,5,61335
13760,1000,0,6,61335
13761,0,0,0,61340
13762,500,0,1,61340
13763,1500,0,2,61340
13764,1500,0,3,61340
13765,1500,0,4,61340
13766,1000,0,5,61340
13767,0,0,0,61341
13768,500,0,1,61341
13769,0,0,0,61372
13770,1000,0,1,61372
13771,1000,0,2,61372
13772,1000,0,3,61372
13773,1000,0,4,61372
13774,200,0,0,61375
13775,400,0,1,61375
13776,400,0,2,61375
13777,200,0,3,61375
13778,400,0,4,61375
13779,400,0,5,61375
13780,200,0,6,61375
13781,400,0,7,61375
13782,400,0,8,61375
13783,200,0,9,61375
13784,400,0,10,61375
13785,400,0,11,61375
13786,200,0,12,61375
13787,400,0,13,61375
13788,400,4,14,61375
13789,1000,0,15,61375
13790,1000,0,0,61380
13791,0,0,0,61381
13792,1250,0,1,61381
13793,750,0,2,61381
13794,1250,0,3,61381
13795,750,0,4,61381
13796,1250,0,5,61381
13797,0,0,0,61391
13798,1000,4,1,61391
13799,150,0,2,61391
13800,100,0,3,61391
13801,500,4,0,61392
13802,400,0,1,61392
13803,300,0,2,61392
13804,1000,0,3,61392
13805,300,0,4,61392
13806,2000,4,0,61393
13807,500,0,1,61393
13808,500,0,2,61393
13809,500,0,3,61393
13810,500,0,4,61393
13811,0,0,0,61403
13812,2600,0,1,61403
13813,900,4,2,61403
13814,0,0,0,61404
13815,1500,4,1,61404
13816,1100,0,2,61404
13817,0,0,0,61409
13818,2500,0,1,61409
13819,0,0,0,61418
13820,1000,0,1,61418
13821,1500,0,2,61418
13822,500,0,0,61419
13823,225,0,1,61419
13824,225,0,2,61419
13825,225,0,3,61419
13826,225,0,4,61419
13827,166,0,0,61443
13828,234,0,1,61443
13829,266,0,2,61443
13830,234,4,3,61443
13831,700,0,4,61443
13832,730,16,5,61443
13833,0,0,0,61452
13834,2000,0,1,61452
13835,0,0,0,61457
13836,500,16,1,61457
13837,2500,0,2,61457
13838,0,16,0,61458
13839,700,0,1,61458
13840,300,0,2,61458
13841,0,0,0,61460
13842,500,0,1,61460
13843,0,0,0,61467
13844,2000,4,1,61467
13845,500,0,2,61467
13846,0,0,0,61471
13847,5000,4,1,61471
13848,1000,0,2,61471
13849,0,0,0,61476
13850,600,0,1,61476
13851,900,0,2,61476
13852,0,0,0,61477
13853,2000,4,1,61477
13854,500,0,2,61477
13855,1000,0,3,61477
13856,0,16,0,61496
13857,10000,0,1,61496
13858,0,0,0,62529
13859,1250,4,1,62529
13860,250,0,2,62529
13861,250,0,3,62529
13862,250,0,4,62529
13863,250,0,5,62529
13864,250,0,6,62529
13865,250,0,0,62530
13866,750,0,1,62530
13867,500,0,2,62530
13868,500,0,3,62530
13869,500,4,4,62530
13870,500,0,5,62530
13871,1000,0,6,62530
13872,0,0,0,62532
13873,500,0,1,62532
13874,4550,4,0,62555
13875,450,0,1,62555
13876,4000,4,0,62561
13877,500,0,1,62561
13878,0,0,0,62568
13879,5000,0,1,62568
13880,750,0,2,62568
13881,750,0,3,62568
13882,750,0,4,62568
13883,750,0,5,62568
13884,1500,0,6,62568
13885,750,0,7,62568
13886,0,0,0,62583
13887,500,0,1,62583
13888,1500,0,0,62590
13889,500,0,1,62590
13890,0,0,0,62591
13891,30000,0,1,62591
13892,0,0,0,62593
13893,3000,4,1,62593
13894,500,0,2,62593
13895,500,0,3,62593
13896,500,0,4,62593
13897,0,0,0,62599
13898,2000,0,1,62599
13899,1000,0,2,62599
13900,1000,0,3,62599
13901,1000,0,4,62599
13902,1000,0,5,62599
13903,1000,4,0,62609
13904,500,0,1,62609
13905,0,0,0,62615
13906,4000,0,1,62615
13907,1,0,2,62615
13908,0,0,0,62622
13909,1000,0,1,62622
13910,2000,512,2,62622
13911,2500,4,3,62622
13912,500,0,4,62622
13913,1000,0,5,62622
13914,0,0,0,62629
13915,2250,0,1,62629
13916,0,0,0,62630
13917,750,0,1,62630
13918,800,0,0,62635
13919,700,0,1,62635
13920,0,0,0,62641
13921,4000,0,1,62641
13922,4000,0,2,62641
13923,4000,0,3,62641
13924,4000,0,4,62641
13925,0,0,0,62642
13926,4000,0,1,62642
13927,4000,0,2,62642
13928,4000,0,3,62642
13929,4000,0,4,62642
13930,0,0,0,62643
13931,4000,0,1,62643
13932,4000,0,2,62643
13933,4000,0,3,62643
13934,4000,0,4,62643
13935,0,0,0,62644
13936,500,4,1,62644
13937,200,0,2,62644
13938,800,0,3,62644
13939,0,0,0,62654
13940,2800,4,1,62654
13941,200,0,2,62654
13942,0,16,0,62666
13943,3000,0,1,62666
13944,766,0,0,62674
13945,234,0,1,62674
13946,250,0,2,62674
13947,250,0,3,62674
13948,250,0,4,62674
13949,250,0,5,62674
13950,250,0,6,62674
13951,250,0,7,62674
13952,250,0,8,62674
13953,250,0,9,62674
13954,250,0,10,62674
13955,250,0,11,62674
13956,250,0,12,62674
13957,250,0,13,62674
13958,250,0,14,62674
13959,500,0,15,62674
13960,500,0,0,62675
13961,750,0,1,62675
13962,0,0,0,62676
13963,1000,0,1,62676
13964,1000,0,2,62676
13965,500,0,3,62676
13966,0,0,0,62677
13967,950,0,1,62677
13968,450,0,0,62678
13969,550,0,1,62678
13970,500,0,2,62678
13971,500,0,3,62678
13972,450,0,4,62678
13973,550,0,5,62678
13974,450,0,6,62678
13975,450,0,7,62678
13976,0,0,0,62683
13977,2500,4,1,62683
13978,0,0,0,62722
13979,6000,0,1,62722
13980,0,0,0,62732
13981,3000,4,1,62732
13982,0,0,0,62733
13983,2200,4,1,62733
13984,800,16,2,62733
13985,0,0,0,62749
13986,550,0,1,62749
13987,300,0,2,62749
13988,300,0,3,62749
13989,100,0,4,62749
13990,750,0,5,62749
13991,0,0,0,62750
13992,2000,0,1,62750
13993,50,0,2,62750
13994,50,0,3,62750
13995,0,0,0,62853
13996,500,0,1,62853
13997,0,0,0,62859
13998,1250,0,1,62859
13999,1250,0,2,62859
14000,1250,0,3,62859
14001,433,0,0,62878
14002,167,0,1,62878
14003,133,0,2,62878
14004,200,0,3,62878
14005,167,0,4,62878
14006,166,0,5,62878
14007,167,0,6,62878
14008,167,0,7,62878
14009,166,0,8,62878
14010,434,0,9,62878
14011,0,0,0,62879
14012,350,0,1,62879
14013,650,0,2,62879
14014,0,0,0,62882
14015,2000,0,1,62882
14016,500,0,2,62882
14017,1000,0,3,62882
14018,1000,0,4,62882
14019,0,0,0,62883
14020,1000,0,1,62883
14021,500,0,2,62883
14022,0,0,0,62885
14023,2000,20,1,62885
14024,500,0,2,62885
14025,500,0,3,62885
14026,500,0,4,62885
14027,500,0,5,62885
14028,500,0,6,62885
14029,0,0,0,62886
14030,2000,0,1,62886
14031,500,0,2,62886
14032,1000,0,3,62886
14033,1000,0,4,62886
14034,0,0,0,62887
14035,1000,0,1,62887
14036,500,0,2,62887
14037,500,0,0,62889
14038,250,0,1,62889
14039,250,0,2,62889
14040,250,0,3,62889
14041,250,0,4,62889
14042,250,0,5,62889
14043,250,0,6,62889
14044,250,0,7,62889
14045,250,0,8,62889
14046,250,0,9,62889
14047,250,0,10,62889
14048,750,0,11,62889
14049,0,0,0,62898
14050,1250,0,1,62898
14051,250,0,2,62898
14052,250,0,3,62898
14053,0,0,0,62899
14054,5000,0,1,62899
14055,0,0,0,62900
14056,1250,0,1,62900
14057,250,0,2,62900
14058,250,0,3,62900
14059,1500,0,0,62908
14060,750,0,1,62908
14061,266,0,0,62910
14062,667,0,1,62910
14063,667,0,2,62910
14064,1000,4,3,62910
14065,0,0,0,62911
14066,333,0,1,62911
14067,667,0,2,62911
14068,800,4,3,62911
14069,200,0,4,62911
14070,300,0,5,62911
14071,0,0,0,62917
14072,1500,0,1,62917
14073,1500,0,2,62917
14074,1500,0,3,62917
14075,0,0,0,62918
14076,750,0,1,62918
14077,500,0,2,62918
14078,0,0,0,62946
14079,2600,0,1,62946
14080,900,4,2,62946
14081,0,0,0,62947
14082,2000,0,1,62947
14083,2000,0,2,62947
14084,2000,0,3,62947
14085,2000,0,4,62947
14086,2000,0,5,62947
14087,2000,0,6,62947
14088,2000,0,7,62947
14089,2000,0,8,62947
14090,2000,0,9,62947
14091,2000,0,10,62947
14092,0,0,0,62958
14093,1000,0,1,62958
14094,250,0,2,62958
14095,0,16,0,63099
14096,20000,0,1,63099
14097,0,0,0,63104
14098,1,0,1,63104
14099,1999,512,2,63104
14100,1500,4,0,63106
14101,500,0,1,63106
14102,5000,0,0,63110
14103,1000,0,1,63110
14104,1000,0,2,63110
14105,1000,0,3,63110
14106,1000,0,4,63110
14107,1000,0,5,63110
14108,1000,0,6,63110
14109,1000,0,7,63110
14110,1000,0,8,63110
14111,1000,0,9,63110
14112,1000,0,10,63110
14113,0,0,0,63114
14114,3750,0,1,63114
14115,1250,0,2,63114
14116,2500,0,3,63114
14117,2500,0,4,63114
14118,1250,0,5,63114
14119,3750,4,6,63114
14120,2000,0,7,63114
14121,0,4,0,63116
14122,750,0,1,63116
14123,750,0,2,63116
14124,750,0,3,63116
14125,750,0,4,63116
14126,750,0,5,63116
14127,750,0,6,63116
14128,750,0,7,63116
14129,750,0,8,63116
14130,0,20,0,63120
14131,1500,0,1,63120
14132,1500,0,2,63120
14133,1500,0,3,63120
14134,1500,0,4,63120
14135,1500,0,5,63120
14136,1500,0,6,63120
14137,1500,0,7,63120
14138,1000,0,0,63121
14139,250,0,1,63121
14140,500,0,2,63121
14141,250,0,3,63121
14142,500,0,4,63121
14143,250,0,5,63121
14144,500,0,6,63121
14145,250,0,7,63121
14146,500,0,8,63121
14147,250,0,9,63121
14148,500,0,10,63121
14149,250,0,11,63121
14150,500,0,12,63121
14151,250,0,13,63121
14152,500,0,14,63121
14153,250,0,15,63121
14154,0,0,0,63123
14155,250,0,1,63123
14156,500,0,2,63123
14157,250,0,3,63123
14158,500,0,4,63123
14159,250,0,5,63123
14160,500,0,6,63123
14161,250,0,7,63123
14162,500,0,8,63123
14163,250,0,9,63123
14164,500,0,10,63123
14165,250,0,11,63123
14166,500,0,12,63123
14167,250,0,13,63123
14168,500,0,14,63123
14169,250,0,15,63123
14170,0,0,0,63129
14171,5134,4,1,63129
14172,2500,0,0,63141
14173,500,4,1,63141
14174,500,0,2,63141
14175,0,0,0,63209
14176,3600,0,1,63209
14180,1500,20,0,63231
14181,300,0,1,63231
14182,300,0,2,63231
14183,300,0,3,63231
14184,300,0,4,63231
14185,0,0,0,63238
14186,2500,4,1,63238
14187,233,0,2,63238
14188,900,0,3,63238
14189,900,0,4,63238
14194,0,0,0,63299
14195,2000,0,1,63299
14201,1500,4,0,63324
14202,333,0,1,63324
14207,666,0,0,63334
14208,1,0,1,63334
14209,1500,20,0,63344
14210,250,16,1,63344
14211,250,0,2,63344
14212,250,0,3,63344
14213,250,0,4,63344
14214,250,0,5,63344
14215,1000,4,0,63345
14216,300,0,1,63345
14217,500,0,2,63345
14218,300,0,3,63345
14219,0,0,0,63350
14220,1000,0,1,63350
14221,500,0,2,63350
14222,1500,4,0,63362
14223,333,0,1,63362
14224,1600,0,0,63363
14225,500,0,1,63363
14226,500,0,2,63363
14227,500,0,3,63363
14228,500,0,4,63363
14229,2100,4,5,63363
14230,0,0,0,63364
14231,1000,0,1,63364
14232,550,4,2,63364
14233,850,0,3,63364
14234,0,0,0,63370
14235,2500,0,1,63370
14236,0,0,0,63374
14237,2000,0,1,63374
14238,1832,0,2,63374
14239,2001,0,3,63374
14240,1834,4,4,63374
14241,1500,4,0,63384
14242,333,0,1,63384
14243,667,0,2,63384
14247,0,0,0,63401
14248,3000,0,1,63401
14249,500,0,2,63401
14250,500,0,3,63401
14251,500,0,4,63401
14252,500,0,5,63401
14253,500,0,6,63401
14258,0,0,0,63405
14259,1500,4,1,63405
14260,500,0,2,63405
14261,250,0,3,63405
14262,1750,0,4,63405
14263,1400,4,0,63407
14264,300,0,1,63407
14265,1000,0,2,63407
14266,0,0,0,63413
14267,1000,0,1,63413
14268,1000,0,2,63413
14269,1000,0,3,63413
14270,1000,0,4,63413
14271,1000,0,5,63413
14272,0,0,0,63414
14273,700,0,1,63414
14274,600,0,2,63414
14275,2500,4,0,63415
14276,1000,0,1,63415
14277,1000,16,2,63415
14278,1000,0,3,63415
14279,1000,0,4,63415
14280,1000,0,5,63415
14281,1000,0,6,63415
14282,600,0,0,63421
14283,1000,0,1,63421
14284,1000,0,2,63421
14285,1000,0,3,63421
14286,1400,0,4,63421
14287,0,0,0,63426
14288,2000,20,1,63426
14289,500,0,2,63426
14290,500,0,3,63426
14291,500,0,4,63426
14292,500,0,5,63426
14293,500,0,6,63426
14294,0,0,0,63427
14295,2000,16,1,63427
14296,500,0,2,63427
14297,1000,0,3,63427
14298,1000,0,4,63427
14299,0,16,0,63428
14300,1000,0,1,63428
14301,500,0,2,63428
14302,0,0,0,63431
14303,3000,0,1,63431
14304,2000,0,2,63431
14305,2000,0,3,63431
14306,2000,0,4,63431
14307,2000,0,5,63431
14308,750,0,6,63431
14309,750,0,7,63431
14310,750,0,8,63431
14311,500,0,9,63431
14312,500,0,10,63431
14313,500,0,11,63431
14314,250,0,12,63431
14316,2250,4,0,63435
14317,250,0,1,63435
14318,500,0,2,63435
14319,0,0,0,63439
14320,500,0,1,63439
14321,300,4,2,63439
14322,200,0,3,63439
14323,0,0,0,63445
14324,1000,0,1,63445
14325,0,0,0,63446
14326,1500,0,1,63446
14327,1000,0,2,63446
14328,1000,16,3,63446
14329,1000,0,4,63446
14330,1000,0,5,63446
14331,1000,0,6,63446
14332,1000,0,7,63446
14333,1000,0,8,63446
14334,1500,4,0,63448
14335,500,0,1,63448
14336,500,0,2,63448
14337,500,0,3,63448
14338,500,16,4,63448
14339,500,0,5,63448
14340,500,0,6,63448
14341,500,0,7,63448
14342,500,0,8,63448
14347,0,0,0,63461
14348,1500,0,1,63461
14349,4500,4,2,63461
14350,0,0,0,63462
14351,1600,256,1,63462
14352,150,256,2,63462
14353,200,256,3,63462
14354,150,256,4,63462
14355,150,256,5,63462
14356,1500,0,0,63466
14357,250,0,1,63466
14358,250,0,2,63466
14359,250,0,3,63466
14360,250,0,4,63466
14361,250,0,5,63466
14362,250,0,6,63466
14363,250,0,7,63466
14364,250,0,8,63466
14365,250,0,9,63466
14366,250,0,10,63466
14367,250,0,11,63466
14368,250,0,12,63466
14369,250,0,13,63466
14370,250,0,14,63466
14371,0,0,0,63471
14372,2000,4,1,63471
14373,1500,0,2,63471
14374,1500,0,3,63471
14375,1500,0,4,63471
14376,1500,0,5,63471
14377,2000,0,6,63471
14378,0,0,0,63472
14379,3000,0,1,63472
14380,3000,0,2,63472
14381,3000,0,3,63472
14382,3000,0,4,63472
14383,0,0,0,63493
14384,1500,4,1,63493
14385,0,0,0,63507
14386,1500,256,1,63507
14387,1000,256,2,63507
14388,1000,256,3,63507
14389,1000,256,4,63507
14390,1000,276,5,63507
14391,1000,0,6,63507
14392,0,0,0,63510
14393,1000,0,1,63510
14394,1500,20,0,63525
14395,300,0,1,63525
14396,300,0,2,63525
14397,300,0,3,63525
14398,300,0,4,63525
14399,1000,0,0,63550
14400,0,0,0,63554
14401,1000,0,1,63554
14402,1000,0,2,63554
14403,250,0,0,63582
14404,250,0,1,63582
14405,250,0,2,63582
14406,250,0,3,63582
14407,500,0,4,63582
14408,0,0,0,63585
14409,1000,4,1,63585
14410,1500,0,2,63585
14411,0,16,0,63589
14412,1100,0,1,63589
14413,1200,0,2,63589
14414,1300,0,3,63589
14415,500,0,4,63589
14416,500,0,0,63592
14417,200,0,1,63592
14418,200,0,2,63592
14419,500,0,0,63593
14420,200,0,1,63593
14421,200,0,2,63593
14422,600,0,0,63594
14423,300,0,1,63594
14424,100,0,2,63594
14425,500,0,0,63595
14426,0,0,0,63598
14427,150,0,1,63598
14428,0,0,0,63614
14429,2000,0,1,63614
14435,0,0,0,63652
14436,1000,0,1,63652
14437,1000,0,2,63652
14438,0,0,0,63653
14439,3000,0,1,63653
14440,500,0,2,63653
14441,500,0,3,63653
14442,500,0,4,63653
14443,500,0,5,63653
14444,500,0,6,63653
14447,400,0,0,63673
14448,1000,0,0,63679
14449,1000,0,1,63679
14450,1000,0,2,63679
14451,1000,0,3,63679
14452,1000,0,4,63679
14453,1000,4,5,63679
14454,566,4,0,63680
14455,34,0,1,63680
14456,400,0,2,63680
14457,0,0,0,63683
14458,1500,0,1,63683
14459,500,0,2,63683
14460,500,0,3,63683
14461,500,0,4,63683
14462,500,16,5,63683
14463,500,0,6,63683
14464,500,0,7,63683
14465,500,0,8,63683
14466,500,0,9,63683
14467,500,0,10,63683
14468,500,0,11,63683
14469,500,0,12,63683
14470,500,0,13,63683
14471,500,0,14,63683
14472,0,0,0,63686
14473,1500,0,1,63686
14474,500,0,2,63686
14475,250,0,3,63686
14476,1000,0,4,63686
14477,1000,0,5,63686
14478,750,0,6,63686
14479,0,0,0,63691
14480,1250,0,1,63691
14481,750,4,2,63691
14482,1000,0,3,63691
14483,5000,0,4,63691
14484,1250,4,0,63692
14485,750,8,1,63692
14486,500,8,2,63692
14487,8500,0,3,63692
14488,1250,4,0,63693
14489,750,8,1,63693
14490,500,8,2,63693
14491,8500,0,3,63693
14492,1250,4,0,63694
14493,750,8,1,63694
14494,500,8,2,63694
14495,8500,0,3,63694
14496,4000,4,0,63695
14497,1000,0,1,63695
14498,500,0,2,63695
14499,500,16,3,63695
14500,500,0,4,63695
14501,500,0,5,63695
14502,500,0,6,63695
14503,500,0,7,63695
14504,500,0,8,63695
14505,500,0,9,63695
14506,500,0,10,63695
14507,500,0,11,63695
14508,500,0,12,63695
14509,500,0,13,63695
14510,500,0,14,63695
14511,500,0,15,63695
14512,3000,0,0,63698
14513,0,0,0,63701
14514,180000,0,1,63701
14515,0,0,0,63705
14516,2000,0,1,63705
14517,750,0,2,63705
14518,750,0,3,63705
14519,750,0,4,63705
23730,750,0,5,63705
23731,750,0,6,63705
23732,750,4,7,63705
14520,0,0,0,63797
14521,150,0,1,63797
14522,415,0,2,63797
14523,415,0,3,63797
14529,0,0,0,64817
14530,700,0,1,64817
14531,0,0,0,64827
14532,600,0,1,64827
14533,0,0,0,64828
14534,500,0,1,64828
14535,0,0,0,64829
14536,633,0,1,64829
14537,467,0,2,64829
14538,300,0,3,64829
14539,1066,0,4,64829
14540,1034,0,5,64829
14541,0,0,0,64830
14542,633,0,1,64830
14543,467,0,2,64830
14544,300,0,3,64830
14545,0,0,0,64831
14546,200,0,1,64831
14547,600,0,2,64831
14548,266,0,3,64831
14549,434,0,4,64831
14550,0,0,0,64838
14551,500,0,1,64838
14552,500,0,2,64838
14553,500,0,3,64838
14554,500,0,4,64838
14555,500,0,5,64838
14556,999,0,6,64838
14557,1,0,7,64838
14558,0,0,0,64839
14559,1500,0,1,64839
14560,1500,0,2,64839
14561,1500,0,3,64839
14562,1500,0,4,64839
14563,0,0,0,64841
14564,350,0,1,64841
14565,50,0,2,64841
14566,350,0,3,64841
14567,0,0,0,64851
14568,30000,0,1,64851
14569,30000,0,2,64851
14570,0,2,0,64853
14571,1000,6,1,64853
14572,1000,2,2,64853
14573,1000,2,3,64853
14574,1000,0,4,64853
14575,500,0,0,64855
14576,1000,0,1,64855
14577,0,0,0,64863
14578,1000,0,1,64863
14579,500,0,2,64863
14580,750,0,3,64863
14581,0,0,0,64872
14582,750,0,1,64872
14583,500,0,2,64872
14584,500,0,3,64872
14585,500,0,4,64872
14586,500,0,5,64872
14587,500,0,6,64872
14588,500,0,7,64872
14589,500,0,8,64872
14590,500,4,9,64872
14591,0,0,0,64915
14592,250,0,1,64915
14593,100,0,2,64915
14594,350,0,3,64915
14595,550,0,4,64915
14596,0,0,0,64923
14597,8000,0,1,64923
14598,0,0,0,64924
14599,1550,0,1,64924
14600,1450,0,2,64924
14601,0,0,0,64925
14602,2450,0,1,64925
14603,0,0,0,64929
14604,2250,0,1,64929
14605,750,0,2,64929
14606,750,0,3,64929
14607,750,0,4,64929
14608,800,0,5,64929
14609,0,0,0,64933
14610,250,0,1,64933
14611,1750,0,2,64933
14612,0,0,0,64937
14613,1000,0,1,64937
14614,1000,0,2,64937
14615,1000,0,3,64937
14616,0,0,0,64967
14617,500,0,1,64967
14618,700,0,2,64967
14619,233,0,3,64967
14620,0,0,0,64983
14621,1500,0,1,64983
14622,8000,0,2,64983
14623,0,0,0,64993
23692,1200,0,1,64993
14624,1000,0,2,64993
14625,1000,0,3,64993
23693,43000,0,4,64993
14627,0,0,0,65037
14628,500,0,1,65037
14629,1100,0,2,65037
14630,1100,0,3,65037
14631,1100,0,4,65037
14632,1000,4,5,65037
14633,0,0,0,65242
14634,7000,0,1,65242
14635,0,0,0,65453
14636,500,0,1,65453
14637,1000,4,2,65453
14640,0,0,0,65498
14641,2000,4,1,65498
14642,1500,0,2,65498
14643,1500,0,3,65498
14644,0,0,0,65499
14645,500,0,1,65499
14646,500,0,2,65499
14647,500,0,3,65499
14648,0,0,0,65735
14649,400,0,1,65735
14650,0,0,0,65793
14651,1,0,1,65793
14652,0,0,0,65796
14653,1,0,1,65796
14654,466,0,0,65823
14655,421,260,1,65823
14656,0,0,0,65835
14657,100,276,1,65835
14658,900,0,2,65835
14659,1000,0,3,65835
14660,1000,0,4,65835
14661,1000,0,5,65835
14662,1000,0,6,65835
14663,1000,0,7,65835
14664,1000,0,8,65835
14665,1000,0,9,65835
14666,1750,4,0,65844
14667,200,0,1,65844
14668,200,0,2,65844
14669,200,0,3,65844
14670,200,16,4,65844
14671,1500,0,0,65852
14672,266,0,1,65852
14673,4233,0,2,65852
14674,300,0,0,65967
14675,533,0,1,65967
14676,333,0,2,65967
14677,500,0,3,65967
14678,566,0,4,65967
14679,300,0,0,65968
14680,533,0,1,65968
14681,333,0,2,65968
14682,500,0,3,65968
14683,566,0,4,65968
14684,934,4,5,65968
14685,1000,0,6,65968
14686,3500,4,0,65969
14687,300,0,1,65969
14688,200,0,2,65969
14689,200,0,3,65969
14690,200,0,4,65969
14691,1833,0,5,65969
14692,3100,4,0,65970
14693,300,0,1,65970
14694,200,0,2,65970
14695,200,0,3,65970
14696,200,0,4,65970
14697,1834,0,5,65970
14698,2600,4,0,65971
14699,300,0,1,65971
14700,200,0,2,65971
14701,200,0,3,65971
14702,200,0,4,65971
14703,890,0,5,65971
14704,76,0,6,65971
14705,1400,0,7,65971
14706,1433,0,8,65971
14707,2100,4,0,65972
14708,300,0,1,65972
14709,200,0,2,65972
14710,200,0,3,65972
14711,200,0,4,65972
14712,890,0,5,65972
14713,76,0,6,65972
14714,1400,0,7,65972
14715,1384,0,8,65972
14716,1500,0,9,65972
14717,3500,20,0,65973
14718,3400,0,1,65973
14719,350,0,2,65973
14720,250,0,3,65973
14721,100,0,4,65973
14722,100,0,5,65973
14723,200,0,6,65973
14724,300,0,7,65973
14725,3000,20,0,65974
14726,3400,0,1,65974
14727,350,0,2,65974
14728,250,0,3,65974
14729,100,0,4,65974
14730,100,0,5,65974
14731,200,0,6,65974
14732,300,0,7,65974
14733,200,0,8,65974
14734,200,0,9,65974
14735,100,0,10,65974
14736,2500,20,0,65975
14737,3400,0,1,65975
14738,350,0,2,65975
14739,250,0,3,65975
14740,100,0,4,65975
14741,100,0,5,65975
14742,200,0,6,65975
14743,300,0,7,65975
14744,200,0,8,65975
14745,200,0,9,65975
14746,100,0,10,65975
14747,200,0,11,65975
14748,200,0,12,65975
14749,2000,20,0,65976
14750,3400,0,1,65976
14751,350,0,2,65976
14752,250,0,3,65976
14753,100,0,4,65976
14754,100,0,5,65976
14755,200,0,6,65976
14756,300,0,7,65976
14757,200,0,8,65976
14758,200,0,9,65976
14759,100,0,10,65976
14760,200,0,11,65976
14761,200,0,12,65976
14762,200,0,13,65976
14763,100,0,14,65976
14764,100,0,15,65976
14765,2000,4,0,65977
14766,500,0,1,65977
14767,833,0,2,65977
14768,1500,4,0,65978
14769,500,0,1,65978
14770,833,0,2,65978
14771,1000,4,0,65979
14772,500,0,1,65979
14773,933,0,2,65979
14774,555,0,3,65979
14775,1000,0,4,65979
14776,1000,4,0,65980
14777,500,0,1,65980
14778,933,0,2,65980
14779,555,0,3,65980
14780,1100,0,4,65980
14781,500,0,5,65980
14782,1000,0,6,65980
14783,2200,4,0,65982
14784,300,0,1,65982
14785,500,0,2,65982
14786,500,0,3,65982
14787,2200,4,0,65983
14788,300,0,1,65983
14789,500,0,2,65983
14790,500,16,3,65983
14791,200,0,4,65983
14792,300,0,5,65983
14793,500,0,6,65983
14794,500,0,7,65983
14795,2200,12,0,65984
14796,300,0,1,65984
14797,500,0,2,65984
14798,500,0,3,65984
14799,500,0,4,65984
14800,0,0,0,65985
14801,500,0,1,65985
14802,500,0,2,65985
14803,500,0,3,65985
14804,700,4,4,65985
14805,300,0,5,65985
14806,500,0,6,65985
14807,500,0,7,65985
14808,0,0,0,65986
14809,500,0,1,65986
14810,500,0,2,65986
14811,500,0,3,65986
14812,700,4,4,65986
14813,300,0,5,65986
14814,500,0,6,65986
14815,500,0,7,65986
14816,2500,4,0,65987
14817,100,0,1,65987
14818,2500,4,0,65988
14819,100,0,1,65988
14820,2500,4,0,65989
14821,100,0,1,65989
14822,2500,4,0,65990
14823,100,0,1,65990
14824,0,0,0,65991
14825,1500,4,1,65991
14826,1133,0,2,65991
14827,89,0,3,65991
14828,100,0,4,65991
14829,0,0,0,65992
14830,2500,4,1,65992
14831,1133,0,2,65992
14832,89,0,3,65992
14833,89,0,4,65992
14834,922,0,5,65992
14835,0,0,0,65993
14836,2000,4,1,65993
14837,1166,0,2,65993
14838,89,0,3,65993
14839,89,0,4,65993
14840,56,0,5,65993
14841,1166,0,6,65993
14842,89,0,7,65993
14843,89,0,8,65993
14844,889,0,9,65993
14845,0,0,0,65994
14846,1500,4,1,65994
14847,1166,0,2,65994
14848,89,0,3,65994
14849,89,0,4,65994
14850,56,0,5,65994
14851,1166,0,6,65994
14852,89,0,7,65994
14853,89,0,8,65994
14854,56,0,9,65994
14855,1166,0,10,65994
14856,89,0,11,65994
14857,89,0,12,65994
14858,889,0,13,65994
14859,0,0,0,65999
14860,1000,0,1,65999
14861,1000,0,2,65999
14862,1000,4,3,65999
14863,1000,16,4,65999
14864,2000,0,5,65999
14865,0,0,0,66000
14866,1000,0,1,66000
14867,1000,0,2,66000
14868,1000,4,3,66000
14869,1000,16,4,66000
14870,2000,0,5,66000
14871,0,0,0,66001
14872,500,0,1,66001
14873,500,0,2,66001
14874,500,0,3,66001
14875,500,0,4,66001
14876,1000,4,5,66001
14877,1000,16,6,66001
14878,2000,0,7,66001
14879,0,0,0,66002
14880,500,0,1,66002
14881,500,0,2,66002
14882,500,0,3,66002
14883,500,0,4,66002
14884,1000,4,5,66002
14885,1000,16,6,66002
14886,2000,0,7,66002
14887,0,0,0,66003
14888,666,0,1,66003
14889,400,0,2,66003
14890,567,0,3,66003
14891,833,0,4,66003
14892,667,0,0,66004
14893,467,0,1,66004
14894,333,0,2,66004
14895,800,0,3,66004
14896,733,0,4,66004
14897,200,0,5,66004
14898,667,0,0,66005
14899,467,0,1,66005
14900,333,0,2,66005
14901,800,0,3,66005
14902,733,0,4,66005
14903,200,0,5,66005
14904,500,0,6,66005
14905,600,0,7,66005
14906,667,0,0,66006
14907,467,0,1,66006
