"ID","description","item2TypeId","objectModel","objectModelL","objectTexture0","objectTexture1","modelTextureIdObject00","modelTextureIdObject01","skinnedModel","skinnedModelL","skinnedTexture0","skinnedTexture1","modelTextureIdSkinned00","modelTextureIdSkinned01","attachedModel","modelAttachmentIdAttached","attachedTexture0","attachedTexture1","modelTextureIdAttached00","modelTextureIdAttached01","componentRegionFlags","componentPriority","skinMaskMap","skinColorMap","skinNormalMap","skinDyeMap","armorMaskMap","armorColorMap","armorNormalMap","armorDyeMap","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","soundImpactDescriptionId","ItemVisualTypeId","soundReplaceDescriptionId","itemColorSetId","dyeChannelFlags","modelPoseId","modelPoseBlend","shaderPreset00","shaderPreset01"
4765,"AMR_Raid_Engineer_001A_Boots",37,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4766,"AMR_Raid_Engineer_001A_Gloves",38,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Dye.tex",133,0,0,0,0,0,0,0,7,0,0,0,0
4767,"AMR_Raid_Engineer_001A_Shoulders",36,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Dye.tex",145,0,0,0,0,0,0,0,7,0,0,0,0
4768,"AMR_Raid_Engineer_001A_Head",35,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001A_Dye.tex",127,0,0,0,0,0,0,0,7,0,0,0,0
4769,"AMR_Raid_Engineer_001B_Chest",33,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",66,0,0,0,0,0,0,0,7,0,0,0,0
4770,"AMR_Raid_Engineer_001B_Pants",34,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",0,0,0,0,0,0,0,0,5,0,0,0,0
4771,"AMR_Raid_Engineer_001B_Boots",37,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4772,"AMR_Raid_Engineer_001B_Gloves",38,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",134,0,0,0,0,0,0,0,7,0,0,0,0
4773,"AMR_Raid_Engineer_001B_Shoulders",36,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",146,0,0,0,0,0,0,0,7,0,0,0,0
4774,"AMR_Raid_Engineer_001B_Head",35,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Color.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Normal.tex","Art\Item\Armor\Raid\Engineer_001\AMR_Raid_Engineer_001B_Dye.tex",128,0,0,0,0,0,0,0,7,0,0,0,0
4775,"AMR_Raid_Engineer_002_Chest",15,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4776,"AMR_Raid_Engineer_002_Pants",16,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4777,"AMR_Raid_Engineer_002_Boots",19,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4778,"AMR_Raid_Engineer_002_Gloves",20,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4779,"AMR_Raid_Engineer_002_Shoulders",18,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4780,"AMR_Raid_Engineer_002_Head",17,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Dye.tex",127,0,0,0,0,0,0,0,7,0,0,0,0
4781,"AMR_Raid_Engineer_002A_Chest",15,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4782,"AMR_Raid_Engineer_002A_Pants",16,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4783,"AMR_Raid_Engineer_002A_Boots",19,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4784,"AMR_Raid_Engineer_002A_Gloves",20,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4785,"AMR_Raid_Engineer_002A_Shoulders",18,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,5,0,0,0,0
4786,"AMR_Raid_Engineer_002A_Head",17,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002A_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4787,"AMR_Raid_Engineer_002B_Chest",15,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4788,"AMR_Raid_Engineer_002B_Pants",16,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,100,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",0,0,0,0,0,0,0,0,3,0,0,0,0
4789,"AMR_Raid_Engineer_002B_Boots",19,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4790,"AMR_Raid_Engineer_002B_Gloves",20,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4791,"AMR_Raid_Engineer_002B_Shoulders",18,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Shoulders.M3","","","",0,0,"",0,"","",0,0,131072,120,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",0,0,0,0,0,0,0,0,7,0,0,0,0
4792,"AMR_Raid_Engineer_002B_Head",17,"","","","",0,0,"Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002_Head.M3","","","",0,0,"",0,"","",0,0,1114112,110,"","","","","","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Color.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Normal.tex","Art\Item\Armor\Raid\Engineer_002\AMR_Raid_Engineer_002B_Dye.tex",129,0,0,0,0,0,0,0,7,0,0,0,0
4793,"WPN_Rifle2H_Flashlight_000",49,"Art\Item\Weapon\Rifle_2H\Flashlight\WPN_Rifle2H_Flashlight_000.m3","","","",0,0,"","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",166,170,0,0,21,0,0,0,0,0,0,0,0
4794,"AMR_Towny_002_Chest",1,"","","","",0,0,"Art\Item\Armor\Outfit\Towny_002\AMR_Outfit_Towny_002_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_color.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_normal.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_dye.tex",76,0,0,0,0,0,0,0,5,0,0,0,0
4795,"AMR_Towny_002_Pants",2,"","","","",0,0,"Art\Item\Armor\Outfit\Towny_002\AMR_Outfit_Towny_002_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_color.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_normal.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_dye.tex",76,137,0,0,0,0,0,0,2,0,0,0,0
4796,"AMR_Towny_002_Gloves",6,"","","","",0,0,"Art\Item\Armor\Outfit\Towny_002\AMR_Outfit_Towny_002_Gloves.M3","","","",0,0,"",0,"","",0,0,8388608,110,"","","","","","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_color.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_normal.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_dye.tex",76,0,0,0,0,0,0,0,5,0,0,0,0
4797,"AMR_Towny_002_Boots",5,"","","","",0,0,"Art\Item\Armor\Outfit\Towny_002\AMR_Outfit_Towny_002_Boots.M3","","","",0,0,"",0,"","",0,0,16777216,110,"","","","","","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_color.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_normal.tex","Art\Item\Armor\Outfit\Towny_002\AMR_Towny_002_dye.tex",76,0,0,0,0,0,0,0,4,0,0,0,0
4803,"OUTFIT_Strain_Agent_Chest",184,"","","","",0,0,"Art\Item\Armor\Outfit\Strain_Agent\AMR_Outfit_Strain_Agent_chest.M3","","","",0,0,"",0,"","",0,0,33521664,110,"","","","","","Art\Item\Armor\Outfit\Strain_Agent\Skeleton_000_Color.tex","Art\Item\Armor\Outfit\Strain_Agent\Skeleton_000_Normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4804,"AMR_Prisoner_000_Pants",185,"","","","",0,0,"Art\Item\Armor\Outfit\Jumpsuit_000\AMR_Outfit_Jumpsuit_000_Pants.M3","","","",0,0,"",0,"","",0,0,524288,110,"","","","","","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_color.tex","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_normal.tex","",0,0,0,0,0,0,0,0,0,0,0,0,0
4805,"AMR_Prisoner_000_Chest",184,"","","","",0,0,"Art\Item\Armor\Outfit\Jumpsuit_000\AMR_Outfit_Jumpsuit_000_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_color.tex","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_normal.tex","",76,130,0,0,0,0,0,0,0,0,0,0,0
4806,"AMR_Prisoner_000_Chest_Sleeveless",184,"","","","",0,0,"Art\Item\Armor\Outfit\Jumpsuit_000\AMR_Outfit_Jumpsuit_000_Chest.M3","","","",0,0,"",0,"","",0,0,2392064,110,"","","","","","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_color.tex","Art\Item\Armor\Outfit\Prisoner_000\AMR_Prisoner_normal.tex","",131,130,0,0,0,0,0,0,0,0,0,0,0
4807,"AMR_Mechsuit_000",346,"","","","",0,0,"Art\Item\Armor\MechSuit\Mechsuit_000\AMR_MechSuit_MechSuit_000_Pants.M3","","","",0,0,"",0,"","",0,0,0,0,"","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4808,"CHR_Mordesh_M_Face_03",63,"","","","",0,0,"Art\Character\Mordesh\Male\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,28,10,"","Art\Character\Mordesh\Male\Textures\CHR_Face_03_Color.tex","Art\Character\Mordesh\Male\Textures\CHR_Face_03_Normal.tex","Art\Character\Mordesh\Male\Textures\CHR_Face_03_Dye.tex","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4809,"CHR_Mordesh_M_Face_06",63,"","","","",0,0,"Art\Character\Mordesh\Male\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,28,10,"","Art\Character\Mordesh\Male\Textures\CHR_Face_06_Color.tex","Art\Character\Mordesh\Male\Textures\CHR_Face_06_Normal.tex","Art\Character\Mordesh\Male\Textures\CHR_Face_06_Dye.tex","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4816,"CHR_Draken_F_Skin_White",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_White_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_White_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4817,"CHR_Draken_F_Skin_Purple",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_Purple_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_Red_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4818,"CHR_Draken_F_Skin_Pink",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_Pink_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_Red_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4819,"CHR_Draken_F_Skin_Pale",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_Pale_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_Pale_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4820,"CHR_Draken_F_Skin_Green",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_Green_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_Red_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4821,"CHR_Draken_F_Skin_Brown",62,"","","","",0,0,"","","","",0,0,"",0,"","",0,0,17150,0,"","Art\Character\Draken\Female\Textures\CHR_Skin_Brown_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Skin_Red_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4822,"CHR_Draken_F_Face_Brown_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Brown_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4823,"CHR_Draken_F_Face_Brown_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Brown_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4824,"CHR_Draken_F_Face_Brown_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Brown_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4825,"CHR_Draken_F_Face_Brown_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Brown_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4826,"CHR_Draken_F_Face_Brown_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\Female\Textures\CHR_Face_Brown_05_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Face_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4827,"CHR_Draken_F_Face_Brown_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\Female\Textures\CHR_Face_Brown_06_Draken_F_Color.tex","Art\Character\Draken\Female\Textures\CHR_Face_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4828,"CHR_Draken_F_Face_Brown_07",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_07.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Brown_07_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_07_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4829,"CHR_Draken_F_Face_Green_01",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_01.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_01_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_01_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4830,"CHR_Draken_F_Face_Green_02",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_02.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_02_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_02_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4831,"CHR_Draken_F_Face_Green_03",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_03.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_03_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_03_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4832,"CHR_Draken_F_Face_Green_04",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_04.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_04_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_04_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4833,"CHR_Draken_F_Face_Green_05",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_05.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_05_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_05_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
4834,"CHR_Draken_F_Face_Green_06",63,"","","","",0,0,"Art\Character\Draken\Female\Heads\Face_06.M3","","","",0,0,"",0,"","",0,0,280,1,"","Art\Character\Draken\FeMale\Textures\CHR_Face_Green_06_Draken_F_Color.tex","Art\Character\Draken\FeMale\Textures\CHR_Face_06_Draken_F_Normal.tex","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0
